"","y","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"3773",1,"e","f","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","d"
"3925",1,"e","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","d"
"1186",1,"e","f","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","g"
"6480",1,"p","x","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"1984",1,"e","x","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"712",1,"e","f","s","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g"
"3431",1,"e","f","y","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d"
"6420",1,"p","f","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"86",1,"e","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","g"
"6220",1,"e","k","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g"
"7280",1,"p","k","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"7554",1,"p","k","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6857",1,"p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"2080",1,"e","x","y","e","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d"
"1378",1,"e","f","f","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","g"
"5923",1,"p","f","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","g"
"2079",1,"e","x","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","g"
"3960",1,"p","x","s","g","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","u"
"1232",1,"p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","g"
"6827",1,"p","x","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"4958",1,"p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4059",1,"p","x","s","p","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d"
"3786",1,"e","f","y","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d"
"7199",1,"p","f","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6778",1,"p","x","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"1894",1,"e","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","g"
"4817",1,"p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"7947",1,"e","x","y","c","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"3346",1,"e","f","y","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"688",1,"e","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m"
"5009",1,"p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4913",1,"p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"3958",1,"p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","d"
"5382",1,"p","x","s","w","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","u"
"4344",1,"p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"3300",1,"e","f","f","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","d"
"5539",1,"e","x","s","n","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"3372",1,"p","x","s","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","n","v","d"
"4843",1,"e","f","y","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","d"
"6760",1,"p","f","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"5753",1,"p","b","s","p","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","g"
"288",1,"e","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g"
"1176",1,"e","x","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u"
"8119",1,"p","k","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"2052",1,"e","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m"
"7150",1,"p","f","s","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6737",1,"p","f","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"5676",1,"p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"97",1,"e","f","y","n","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","g"
"3785",1,"e","f","y","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2201",1,"e","x","s","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g"
"3332",1,"p","x","s","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d"
"8099",1,"p","k","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"521",1,"e","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m"
"532",1,"e","x","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g"
"7279",1,"e","b","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g"
"1889",1,"e","f","f","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d"
"3627",1,"e","f","f","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"61",1,"e","s","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"2657",1,"e","x","y","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d"
"1652",1,"e","x","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"3837",1,"e","f","y","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","d"
"637",1,"e","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","g"
"3953",1,"p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g"
"3917",1,"e","f","y","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","d"
"4726",1,"p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"2219",1,"e","x","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d"
"4886",1,"p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"490",1,"e","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","p"
"2597",1,"e","x","y","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","d"
"2938",1,"p","x","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"7595",1,"p","k","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6962",1,"p","k","s","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"1180",1,"e","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","p"
"7681",1,"e","b","f","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","g"
"1268",1,"p","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u"
"7996",1,"p","k","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"4443",1,"p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4349",1,"p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"3863",1,"e","f","y","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","d"
"3746",1,"e","f","f","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","d"
"7102",1,"p","k","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"2370",1,"e","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d"
"607",1,"e","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g"
"5651",1,"p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"2198",1,"e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d"
"7895",1,"e","x","s","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","g"
"211",1,"e","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g"
"7950",1,"p","k","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"1425",1,"e","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g"
"6627",1,"p","x","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"1721",1,"e","f","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1720",1,"e","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"7584",1,"p","k","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"7213",1,"p","k","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7645",1,"e","x","f","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","g"
"1746",1,"p","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","g"
"3708",1,"p","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","s","d"
"7098",1,"p","k","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"5367",1,"p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"3508",1,"e","x","f","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d"
"8089",1,"e","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","l"
"1559",1,"e","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g"
"7409",1,"p","k","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"4811",1,"p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"6223",1,"p","k","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7997",1,"e","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","v","l"
"6670",1,"p","x","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"2827",1,"e","x","f","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","d"
"4540",1,"p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5264",1,"p","f","s","b","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","u"
"2494",1,"e","x","y","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","d"
"5255",1,"p","x","s","b","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","g"
"1862",1,"e","x","y","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","d"
"6628",1,"p","x","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"596",1,"p","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1974",1,"e","x","f","n","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","d"
"6813",1,"p","x","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"5257",1,"p","x","s","w","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5446",1,"p","x","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","g"
"4456",1,"p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5311",1,"p","x","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"4183",1,"p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","d"
"7089",1,"p","k","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"1482",1,"e","x","s","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","g"
"2352",1,"p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","u"
"5886",1,"p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4959",1,"p","x","s","b","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","u"
"3696",1,"e","f","y","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","d"
"5552",1,"e","f","y","r","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","v","d"
"1495",1,"e","x","f","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g"
"6645",1,"p","x","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"5880",1,"p","f","s","g","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","u"
"2591",1,"e","x","y","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2506",1,"e","x","y","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d"
"831",1,"e","s","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u"
"2071",1,"e","f","f","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d"
"7717",1,"e","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","b","c","l"
"3041",1,"p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"5068",1,"p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"678",1,"e","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g"
"147",1,"e","f","f","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","g"
"7796",1,"e","k","s","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","g"
"6008",1,"p","f","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"2382",1,"e","x","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d"
"6456",1,"p","x","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7496",1,"p","k","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6605",1,"p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"2139",1,"e","x","y","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","d"
"4745",1,"p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"7204",1,"p","k","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"716",1,"e","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m"
"1077",1,"e","f","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","u"
"5205",1,"p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d"
"7732",1,"p","x","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"8108",1,"e","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","l"
"7596",1,"p","k","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"4085",1,"p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4431",1,"p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"5767",1,"p","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","u"
"6225",1,"p","k","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"805",1,"e","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g"
"687",1,"e","f","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u"
"7360",1,"e","x","f","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","g"
"2404",1,"e","f","y","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2797",1,"e","x","f","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d"
"859",1,"e","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m"
"7259",1,"e","k","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","g"
"856",1,"e","f","y","n","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","p"
"4630",1,"p","f","s","b","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4184",1,"e","f","f","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"599",1,"p","x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","g"
"1117",1,"e","f","f","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","g"
"4575",1,"p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"2090",1,"p","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","u"
"7445",1,"e","x","f","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","g"
"3977",1,"p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5531",1,"p","x","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"5933",1,"p","x","y","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"5047",1,"p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"468",1,"e","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g"
"8055",1,"e","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","v","l"
"6305",1,"p","k","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"677",1,"e","f","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"4370",1,"p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"1484",1,"e","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"6698",1,"p","f","y","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"7544",1,"e","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","l"
"7816",1,"p","k","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"337",1,"e","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","g"
