"","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"9914",1.08624264,41,0,0.737644733,3540,7,1,0,1,0,1
"9915",0.868128833,49,1,0.399930103,8583,7,0,2,1,2,1
"9916",0.312819318,47,2,5497,0,24,0,2,0,2,1
"9917",0.958229171,46,1,0.351491676,12133,5,3,1,1,3,1
"9922",0.30662351,50,0,1.638524772,4500,10,1,3,0,1,1
"9955",0.553449836,40,0,0.242292951,6000,6,0,0,0,3,1
"9960",0.87234643,58,1,0.201180581,8300,14,1,0,0,4,1
"9961",0.476014971,48,0,0.695092355,14833,13,0,4,0,2,1
"9962",0.275776498,62,0,0.181737392,4500,13,0,0,0,0,1
"9963",0.642277379,28,0,0.64583854,4000,9,0,1,0,0,1
"9964",0.9999999,51,0,0.145141196,4815,2,0,0,0,0,1
"9965",0.748634386,30,3,0.200933631,4926,7,0,0,2,3,1
"9973",0.198336837,47,2,0.534176397,21666,14,0,4,0,4,1
"9981",0.980013324,49,0,0.077279753,5175,3,2,0,1,1,1
"9988",0,29,0,0.468862841,18000,12,0,5,0,0,1
"9991",0.982024829,56,3,0.257929255,9300,15,0,0,0,0,1
"10004",0.199755828,56,1,0.522944116,2200,10,0,1,0,0,1
"10006",0.758695722,55,3,1.402485143,1850,12,0,1,0,0,1
"10018",0.705051492,39,0,0.963179712,4100,13,4,2,2,0,1
"10025",0.240255532,58,0,0.119129242,5833,11,0,0,0,0,1
"10026",0.523253584,58,0,0.591254066,5533,29,0,1,0,0,1
"10028",0.272045698,28,0,0.015492254,2000,3,1,0,0,0,1
"10030",0,50,0,0.087478385,9830,6,1,0,1,0,1
"10034",0.953339952,55,2,0.303255575,3900,3,2,0,2,0,1
"10042",0.501868639,47,0,1.686971235,6500,16,0,3,0,1,1
"10048",0.718554804,57,0,0.701929807,10000,10,0,3,0,1,1
"10049",0.875078076,25,1,0.5933897,1300,10,0,0,3,0,1
"10053",0.070327757,51,0,0.274064864,9650,11,0,2,0,0,1
"10055",0.978061936,62,5,2156,0,13,0,1,2,0,1
"10056",1.681063123,43,1,0.004837149,3100,2,2,0,0,3,1
"10060",0.089000547,65,0,0.079315708,4500,5,0,0,0,1,1
"10070",0.572814074,59,3,0.345329906,3500,12,0,0,0,0,1
"10078",0.617178823,58,0,0.042729152,1450,8,0,0,0,0,1
"10080",0,40,0,0.005313678,5833,3,1,0,0,0,1
"10096",0.03491279,52,0,0.14856661,5929,6,0,1,0,0,1
"10103",1.127041742,25,0,0.028851388,1836,2,1,0,0,0,1
"10108",0.622822884,55,0,0.783246306,9000,23,0,2,0,0,1
"10113",1.194023292,49,2,0.473293345,3500,3,3,1,1,3,1
"10114",0.925381459,48,2,0.410362365,6291,11,3,1,2,0,1
"10115",0.962075848,26,0,0.183865778,4350,3,1,0,0,0,1
"10120",0.9999999,28,0,0.255163728,3969,5,2,0,3,0,1
"10123",1.820359281,40,1,0.297528996,1982,5,8,0,1,1,1
"10136",1.032350143,53,0,0.194497761,3125,12,0,0,0,2,1
"10139",0.066530257,61,0,0.130844681,10500,15,0,1,1,0,1
"10146",0.581513568,74,2,0.634363718,8863,17,0,4,1,1,1
"10149",1,48,0,0.628058104,2615,9,0,0,0,0,1
"10155",0.144600554,44,1,0.161783086,7200,8,0,1,0,2,1
"10157",0.41578868,57,1,0.341042017,14874,19,0,1,0,3,1
"10160",0.498646374,61,0,0.215338603,4680,13,1,0,0,0,1
"10162",0.000571137,57,0,1.542582967,2500,19,0,2,0,0,1
"10171",0.90708209,50,7,1.07261247,3800,8,2,1,2,4,1
"10174",0.507029494,55,0,1.162945685,3000,13,0,1,0,2,1
"10175",0.073300887,58,0,0.022236442,6250,9,0,0,0,2,1
"10176",0.439892709,32,0,0.391797346,4144,4,0,2,1,4,1
"10183",0.598748883,56,3,0.524658217,18066,12,2,2,0,1,1
"10185",1.052193226,40,4,0.044501774,3100,8,0,0,0,1,1
"10186",0.935477364,42,0,0.833917309,5707,8,0,2,0,3,1
"10187",0.881839898,41,0,0.525756824,10074,7,0,2,0,3,1
"10190",0.49023828,55,1,0.581003518,5400,21,0,2,0,1,1
"10200",0.9999999,30,0,0,2700,0,0,0,0,0,1
"10204",0.9999999,50,1,0.964087375,2700,2,1,1,1,5,1
"10205",0.065793421,69,0,0.551149617,3000,12,3,1,0,0,1
"10208",0.9999999,22,0,0.234853217,1600,1,0,0,0,0,1
"10213",0.28992259,43,0,0.12815338,5945,13,0,0,0,5,1
"10222",0.530087303,51,0,0.55244501,5500,9,0,1,0,0,1
"10233",0.026135401,49,0,2.740165129,2058,11,0,3,0,1,1
"10236",0.277165305,56,1,0.381073088,4733,10,0,1,0,0,1
"10238",0.9999999,36,0,0.130423139,3733,1,3,0,0,0,1
"10242",0.491674275,34,0,0.146644941,6750,9,0,0,0,0,1
"10245",0.217901289,62,0,0.129671432,3986,9,0,0,0,0,1
"10246",0.9999999,45,0,0.347033992,4500,3,1,1,1,1,1
"10252",0.894611539,51,2,2.941529235,2000,31,4,4,0,0,1
"10259",0.091960849,64,0,0.38958037,5623,18,0,2,0,2,1
"10271",0.9999999,39,0,0.067364846,7065,1,0,0,0,1,1
"10275",0.006883704,44,1,0.220026896,9666,12,0,1,0,5,1
"10281",0.020616011,70,1,0.129865772,2979,6,0,0,0,0,1
"10283",0.15661351,60,4,0.134643307,10330,9,0,1,0,0,1
"10287",0.913071475,49,1,0.704683196,3629,12,2,1,3,3,1
"10288",0.154724314,44,0,0.727416799,4416,10,0,3,0,0,1
"10291",0.9999999,53,0,0.039112051,5675,0,0,0,0,0,1
"10295",0.275816123,37,1,0.131420639,2160,5,0,0,0,4,1
"10310",0.806607449,35,1,0.273698725,2900,12,0,0,0,2,1
"10311",0.9999999,39,0,0.106679035,2155,1,2,0,0,3,1
"10315",0.342832146,47,1,0.259490844,2238,2,4,0,0,2,1
"10319",0.168511246,27,2,0.177239523,2600,5,0,0,0,1,1
"10328",0.533291945,60,1,1.690344646,3800,17,0,2,0,0,1
"10330",0.546625459,40,1,0.098308891,14250,4,1,0,0,0,1
"10331",0.536846315,30,0,0.38277144,7800,12,0,0,0,2,1
"10335",0.431188088,56,0,0.708756969,3048,12,0,1,1,0,1
"10340",0.978971036,31,2,7.732893652,2425,8,0,0,2,0,1
"10342",0.9999999,26,0,0.168559746,2200,3,1,0,0,0,1
"10346",1.090727285,42,0,0.225554889,3333,8,0,0,0,0,1
"10351",0.962025316,27,1,272,0,2,2,0,0,0,1
"10356",0.436028898,34,0,0.592350546,9333,9,0,2,0,2,1
"10360",0.609953211,37,4,0.660161927,4816,7,0,1,1,0,1
"10361",0.521926285,54,0,0.252978918,4363,7,1,2,0,0,1
"10374",0.187207111,77,0,1.056377449,2500,18,0,2,0,0,1
"10389",0.690052859,64,0,1.155267579,4166,13,0,4,0,0,1
"10393",0.169100692,62,2,0.127023223,11367,6,1,1,4,0,1
"10394",0.746659945,33,1,0.297250529,5200,9,1,0,0,4,1
"10400",1.005564621,46,3,1.291727141,2066,10,0,1,0,1,1
"10401",0.231927534,49,0,130,0,15,0,0,0,0,1
"10404",1.079946702,38,1,0.463534019,2042,5,2,0,0,2,1
"10407",0.830755721,52,0,0.743262546,10500,14,0,8,0,3,1
"10408",0.689748997,38,2,0.650817884,4584,13,1,2,0,0,1
"10419",1.092202389,40,3,0.531131479,6327,8,1,2,3,0,1
"10422",0.429246744,60,3,1.50041632,1200,16,0,0,0,0,1
"10429",0.450868765,51,0,0.182188015,27284,9,1,2,0,1,1
"10438",0,44,0,0.225352113,2200,5,0,1,0,1,1
"10455",0.72278005,54,3,1.062036213,3368,14,0,2,0,2,1
"10457",0.959195234,34,0,0.365684372,17000,9,0,2,0,0,1
"10460",0.9999999,34,0,0.106323053,7100,6,0,0,0,2,1
"10461",0.307736259,39,1,0.459323736,5973,6,0,1,0,2,1
"10467",0.980110741,53,0,0.538544519,12050,9,0,2,0,5,1
"10469",0.531766412,47,0,0.645153774,4291,11,0,2,0,2,1
"10472",1.033621373,35,0,0.504872107,3283,7,0,0,0,1,1
"10476",0.980939753,52,3,0.589016185,5498,15,2,1,0,0,1
"10479",0.314337659,56,0,0.063179916,2389,8,0,0,0,1,1
"10491",0.870431894,25,0,0.329780147,1500,4,0,0,0,0,1
"10494",0.868657272,54,0,0.785553969,4900,15,1,2,0,0,1
"10496",0.9999999,37,3,0.396493387,3250,3,1,1,0,0,1
"10511",0.016765601,46,0,0.664957966,4876,6,0,2,0,0,1
"10517",0,32,0,0.088182792,2800,4,0,0,0,0,1
"10526",0.383652126,46,0,0.658396593,5400,11,0,2,0,1,1
"10528",0.770871521,31,2,0.151744057,4500,5,0,0,0,1,1
"10529",0.728386883,40,1,0.191233017,3900,3,1,0,0,0,1
"10536",0.830599019,44,0,0.492304676,10200,10,0,2,0,4,1
"10538",0.431032943,49,2,0.45046344,4854,9,0,1,1,2,1
"10542",0.022767217,54,0,0.009154421,4150,7,0,0,1,3,1
"10543",0.199440075,32,3,0.393615155,5700,5,1,2,0,4,1
"10554",0.434745251,49,1,1.107111693,4583,36,0,2,0,0,1
"10555",0.9999999,48,2,0.609056425,4217,5,2,2,2,3,1
"10560",0.503930998,38,0,0.38121547,3800,9,0,1,1,1,1
"10582",0.962911289,54,1,0.40475,3999,5,0,1,1,0,1
"10586",0.035598648,50,0,0.170072512,3033,10,0,0,0,0,1
"10639",0.641476446,39,1,0.623857956,5800,11,0,1,0,0,1
"10644",0.901046622,27,3,0.12395868,3000,8,2,0,0,0,1
"10648",1.043123953,73,0,0.212158273,13899,21,0,0,0,0,1
"10651",1.173509286,33,3,0.430443367,5570,13,5,0,2,2,1
"10654",0.602389348,29,1,0.538120731,5416,12,0,2,0,2,1
"10655",0.944111776,47,1,0.160528935,7032,3,1,1,1,2,1
"10658",0.146471656,75,3,0.225887056,2000,7,3,0,0,0,1
"10660",0.11540755,41,0,0.321886144,7570,7,0,2,1,0,1
"10661",0.002781775,63,1,0.394614387,13108,13,0,5,0,0,1
"10668",0.9999999,41,1,0.212072435,2484,1,0,0,0,3,1
"10672",0.9999999,31,0,0.1488,1249,1,2,0,0,2,1
"10674",0.997529557,47,1,0.08668942,7324,7,0,0,0,0,1
"10678",0.9999999,49,0,0.001345895,5200,0,0,0,0,6,1
"10681",0.89536685,54,2,1.220487196,1600,6,0,1,0,1,1
"10685",0.612903226,56,0,0.296330444,5422,9,0,0,1,0,1
"10688",1.107309487,58,1,0.370136187,6167,10,0,1,0,1,1
"10698",0.85618493,39,0,0.357607065,6000,4,0,2,0,0,1
"10700",0.999333555,42,2,0.610770089,3583,9,5,1,0,0,1
"10703",0.425249169,23,0,0.002497918,1200,2,0,0,0,0,1
"10706",1.192563569,39,1,0.943906318,6916,20,1,2,1,1,1
"10709",0.820257489,73,1,0.588342857,4374,9,2,2,0,0,1
"10734",0.735470578,46,1,0.425290462,3700,6,0,1,0,2,1
"10737",0.483474035,41,0,0.888860403,7800,14,0,4,2,3,1
"10738",0.147191343,60,0,0.451182939,3000,13,3,2,0,0,1
"10741",0.443880162,63,0,0.303399382,5500,15,0,1,0,1,1
"10747",0.9999999,57,3,1.203074258,4618,10,1,2,1,1,1
"10754",0.76866601,60,2,0.459317585,8000,10,0,2,0,0,1
"10755",0.430794677,55,0,0.119253831,1500,10,2,0,0,0,1
"10758",0.857142857,32,0,0.053936065,7100,3,0,0,0,2,1
"10760",0.607758101,40,2,0.250833187,5700,6,0,0,0,2,1
"10766",0.778702163,49,1,0.06572457,7500,4,1,0,1,0,1
"10768",0.976892933,51,3,0.465896522,8136,8,0,2,0,0,1
"10773",0.9999999,48,98,0,1200,0,98,0,98,0,1
"10775",0.710028478,60,1,0.350087159,3441,13,0,1,0,0,1
"10777",0.233234219,65,0,0.493948005,9500,10,0,3,0,0,1
"10787",0.97729006,53,0,0.423527789,7250,5,0,2,0,4,1
"10797",0.004188394,73,0,0.328009663,7450,6,0,3,0,0,1
"10800",0.966295759,41,1,0.112338858,3800,4,4,0,1,3,1
"10803",0.784431138,36,2,0.520741732,5230,3,2,1,0,0,1
"10806",0.090149223,46,0,0.832866853,2500,15,0,2,0,0,1
"10813",0.007726687,72,0,1.020096668,3930,13,0,4,0,1,1
"10815",0.659767362,50,1,0.073704415,2604,6,3,0,2,4,1
"10817",0.93675288,28,0,0.037603734,3855,3,0,0,0,1,1
"10821",0.051810843,55,1,0.290341932,5000,12,0,1,1,0,1
"10826",1.143426295,25,0,0.134289439,2300,2,0,0,0,0,1
"10828",0.073449802,71,1,0.127790714,7300,32,0,1,0,0,1
"10843",1.00528964,34,0,1.811042361,2100,12,0,2,0,3,1
"10849",0.9999999,30,2,0.220915842,1615,3,1,0,0,1,1
"10857",0.9999999,38,0,0.055944056,1000,0,3,0,0,0,1
"10859",0.304599356,56,0,0.430165246,9500,16,0,1,0,1,1
"10867",0.9999999,34,0,0.015546918,1800,0,0,0,0,0,1
"10869",0.870532367,53,0,0.475634758,6340,5,0,2,0,3,1
"10876",1.063670412,28,0,0.195876289,1842,6,0,0,2,2,1
"10877",0.683047168,33,0,0.530698659,7084,12,0,2,0,0,1
"10881",0.9999999,28,0,0.603132289,3000,6,1,0,0,2,1
"10883",0.9999999,44,0,0.00945076,7300,0,5,0,0,2,1
"10885",0,43,0,0.338886245,2100,5,0,0,0,3,1
"10890",1.274542429,51,4,1.097180564,5000,10,0,2,1,0,1
"10894",1.02533803,52,2,0.599549519,14650,11,0,3,0,0,1
"10906",0.960407918,28,3,0.251566458,7500,4,0,1,1,0,1
"10912",1.11988012,25,1,0.10660744,1800,3,1,0,0,0,1
"10917",0.239842149,54,1,0.132178563,8601,27,1,0,0,1,1
"10921",0.932097082,32,0,1.320415225,1444,7,0,2,0,0,1
"10926",0.555147059,41,1,0.142411966,3208,3,1,0,0,2,1
"10930",0.442370466,50,0,0.346145301,4500,6,0,2,0,0,1
"10934",0,63,0,0.188378471,5833,9,0,2,0,0,1
"10936",0.89031882,48,1,0.588915869,7000,6,2,1,1,0,1
"10945",0.514714277,59,0,0.582104474,4000,8,0,1,0,1,1
"10947",0.9999999,24,98,0.035081101,2650,0,98,0,98,1,1
"10950",0.9999999,68,1,0.308165661,24700,5,0,2,0,0,1
"10956",0,54,6,1.55536116,4000,3,0,1,1,3,1
"10963",0.962410501,42,2,0.02344895,2046,3,0,0,0,0,1
"10968",0.9999999,38,0,0.538638985,2600,3,1,1,1,0,1
"10974",0.779026217,36,1,2.979502196,1365,7,1,0,2,1,1
"10984",0.636336759,35,2,0.555044496,10000,9,0,2,0,0,1
"10985",0.332390063,31,0,1.084812623,3041,10,0,2,0,1,1
"10996",0.9999999,34,0,0.251345119,1300,1,0,0,1,2,1
"10999",0,39,2,0.047596383,2100,4,2,0,0,0,1
"11006",0.9999999,62,2,0.610252447,3881,6,2,1,1,0,1
"11016",1.623069936,52,4,0.012355979,69520,17,1,0,2,1,1
"11021",0.965544826,34,0,0.308338332,5000,6,0,0,0,3,1
"11026",0.877076412,51,0,0.081326155,3528,3,3,0,0,0,1
"11035",0.00887737,91,0,0.002687914,20833,4,1,0,0,0,1
"11036",0,49,0,0.289934106,4400,7,1,1,0,2,1
"11043",0.658710904,43,0,0.089720584,3900,4,2,0,1,2,1
"11046",0.11991086,41,0,0.075113991,8333,6,0,1,0,0,1
"11052",0.9999999,49,3,1.630205441,1800,5,1,2,1,1,1
"11057",0.753188556,25,1,0.42408377,2673,4,1,0,1,0,1
"11058",0,63,1,0.486476993,2846,4,7,0,1,0,1
"11067",1.179640719,26,0,0.029990628,3200,2,2,0,0,3,1
"11068",0.9999999,32,0,0.276163699,3200,2,0,0,0,0,1
"11078",0.369159364,52,2,0.224364861,9800,10,0,0,0,2,1
"11089",1.672654691,37,0,0.373897707,1700,2,2,0,0,1,1
"11092",0.145817572,45,0,0.325558147,3000,9,0,1,0,0,1
"11093",1.007984032,34,0,0.109396914,3564,2,0,0,0,1,1
"11094",0.914811358,62,1,0.707188161,945,9,0,0,0,0,1
"11096",1.1745503,34,2,0.190904548,2000,3,1,0,0,0,1
"11097",0.996379934,41,0,0.291991005,5780,5,4,1,2,2,1
"11098",1.041916168,30,0,0.113963438,2570,4,4,0,0,3,1
"11100",0.865318953,46,0,0.578218736,6500,17,0,2,1,1,1
"11108",0.231949621,58,1,0.764596221,11800,20,0,3,0,1,1
"11117",0.097533881,31,1,0.324487334,3315,5,0,0,0,1,1
"11122",1.037835718,34,1,0.666666667,3200,12,0,1,0,0,1
"11123",0.9999999,45,0,0,2000,0,3,0,0,0,1
"11129",0.985202959,43,4,0.781574285,3950,12,0,1,0,1,1
"11130",0.031339031,50,1,0.355433171,4720,7,1,1,0,3,1
"11136",0.406576316,54,2,0.661658031,3859,7,1,1,0,2,1
"11146",0.9999999,26,98,0,674,0,98,0,98,1,1
"11157",0.624978817,43,1,0.115836758,10462,7,0,0,0,2,1
"11166",0.995311501,43,1,0.77674558,3336,17,0,2,1,1,1
"11168",0,88,5,0,9500,9,1,0,1,0,1
"11169",0.974683544,40,3,0.947171225,2668,9,2,2,0,1,1
"11179",1.074641786,29,2,0.122696289,3960,8,0,0,1,0,1
"11188",0.904023994,41,1,0.043582294,5850,5,0,0,0,0,1
"11194",0.9999999,30,0,0.143697264,3910,3,0,0,1,3,1
"11195",1.053814311,61,3,0.48290804,6230,12,2,2,1,0,1
"11204",0.194447712,31,1,0.01774308,2817,2,1,0,3,0,1
"11213",0.684630739,45,2,0.441092196,5932,5,0,1,0,2,1
"11216",0.599537463,40,3,0.212432643,18000,17,0,1,0,1,1
"11217",0.789767442,36,0,0.387479763,3705,8,2,0,1,0,1
"11218",0.927338783,25,0,0.201170117,2221,5,1,0,0,0,1
"11222",0.326231365,77,1,0.356331691,14000,17,0,1,0,0,1
"11231",0.9999999,24,1,382,0,3,3,0,0,0,1
"11232",1.286068717,45,2,0.297283786,6000,12,0,0,0,1,1
"11234",0.189237655,46,1,0.571958207,8900,17,0,7,1,0,1
"11242",0.983221477,55,1,0.970007498,4000,8,0,2,0,1,1
"11246",0.186570644,55,0,0.134893408,8161,7,0,1,0,2,1
"11264",0.708248193,47,1,1.489091152,7470,15,0,4,0,3,1
"11265",0.9999999,53,3,0.293630017,4583,4,1,0,0,1,1
"11273",0.540641678,39,0,0.474250141,5300,14,0,1,0,2,1
"11282",1.023809524,41,1,0.526792093,4198,5,1,1,1,2,1
"11284",0.883100296,42,3,0.46178887,6450,7,1,1,1,0,1
"11290",0.021781026,41,0,0.021905078,3012,3,0,0,0,2,1
"11291",0.618787918,51,3,0.356967548,11000,18,0,2,0,2,1
"11298",0.9999999,35,1,0,3600,4,0,0,0,0,1
"11299",0.9999999,38,0,0.212694126,1480,1,0,0,0,2,1
"11307",1.196004994,33,0,0.078517865,6800,5,1,0,0,4,1
"11318",0.909967333,53,1,0.623126944,3536,6,2,1,2,2,1
"11325",0.789779363,75,0,0.50780762,1600,16,0,0,0,0,1
"11330",0.008510035,54,0,0.487075677,3210,12,0,1,1,3,1
"11334",0.472459271,41,0,0.04806272,8800,10,1,0,2,1,1
"11336",0.768463074,36,0,0.066838046,3500,6,1,0,1,3,1
"11337",0,33,0,0.591363455,2500,9,0,1,0,0,1
"11343",0.338727598,30,0,0.498375406,4000,10,0,1,0,0,1
"11345",0.970199,55,1,0.149849919,4330,5,2,0,0,0,1
"11346",0.429847682,50,1,0.857619321,8694,14,0,1,0,0,1
"11349",0.701555984,53,0,0.417014938,24166,19,0,1,0,0,1
"11352",0.585012278,59,1,0.190483184,6808,5,0,0,0,1,1
"11354",0.972867798,40,2,0.480458099,5500,16,0,0,1,3,1
"11356",0.792801108,63,4,3.960044395,900,12,0,1,2,0,1
"11364",0.017741618,67,0,0.490193868,17743,10,0,5,0,0,1
"11372",0.95470151,55,0,0.315884206,13333,7,0,2,0,1,1
"11374",1.019993336,39,0,0.630441309,3330,9,0,0,0,2,1
"11377",1.091514143,61,1,1.044305595,7041,9,4,2,1,2,1
"11382",0.9430539,60,0,0.337521956,7400,9,0,1,0,2,1
"11389",0,25,2,0.276308054,1700,8,0,0,0,0,1
"11393",0.9999999,37,0,0.003528374,3400,0,6,0,0,1,1
"11395",0.194260191,46,0,0.62433938,7000,8,0,4,0,1,1
"11401",0.162367526,46,0,0.343488556,6334,3,0,2,0,0,1
"11402",0.015876765,61,2,0.159424154,3750,20,0,1,0,0,1
"11403",0.9999999,39,0,1.436489607,1298,8,0,1,0,2,1
"11404",0.842696629,52,0,0.320493972,3400,5,0,0,0,1,1
"11417",0.411383105,29,0,0.802093245,1050,10,0,0,0,0,1
"11424",0.932441351,57,3,2.619747899,951,7,0,0,0,0,1
"11425",0,35,0,0,5416,1,0,0,0,1,1
"11427",0.472110247,36,0,0.180404355,4500,10,0,0,0,0,1
"11446",0.914657129,56,0,0.235557689,6248,11,0,0,0,2,1
"11450",0.9999999,46,1,0.191065165,10833,6,1,2,0,0,1
"11458",2.020881671,53,6,0.110772596,12800,4,1,0,1,0,1
"11461",0.931943854,57,1,0.097242686,4750,8,2,0,1,0,1
"11465",0.43967899,28,0,0.748663102,4300,10,0,1,0,0,1
"11466",0.9999999,29,0,0.206983806,1975,1,3,0,0,2,1
"11467",0.938053817,49,5,0.363858066,8200,9,2,2,0,1,1
"11473",0.944094667,30,2,0.378124375,5000,12,1,1,0,1,1
"11474",0.830614806,48,3,0.491466253,5155,7,1,1,0,0,1
"11482",0.9999999,37,1,0.243793911,4269,3,3,0,0,1,1
"11485",0.599734721,34,0,0.120646559,6000,6,0,0,0,1,1
"11494",0.749287749,52,1,0.460643519,5500,5,1,1,0,0,1
"11495",1.056478405,57,1,0.40129935,2000,4,2,1,2,2,1
"11496",0.793741314,44,0,0.540592606,10900,20,0,3,0,1,1
"11500",1.472636816,72,0,0.640021817,16500,5,3,4,0,1,1
"11509",0.62649356,33,2,0.398305085,2831,7,2,0,0,0,1
"11510",0.781020614,58,5,1.445030783,1136,5,0,1,2,3,1
"11517",0.647272448,60,3,0.940190723,10800,11,2,1,4,1,1
"11519",0.960914073,40,0,0.467029973,5504,7,0,1,0,0,1
"11522",0.878881177,40,0,0.605616199,12000,19,2,3,11,0,1
"11527",0.968021319,59,0,0.660649819,3600,6,0,1,1,1,1
"11532",0.782599581,51,4,0.365302055,13043,21,0,1,1,4,1
"11540",1.121756487,54,0,0.048167222,3300,1,4,0,1,3,1
"11544",0.9999999,25,98,0,2200,0,98,0,98,0,1
"11550",0.085941332,50,0,3740,0,11,0,2,0,1,1
"11556",0.748748416,42,0,0.566644015,10300,23,0,4,0,4,1
"11559",0.804859529,67,3,0.202059394,6700,8,0,0,0,0,1
"11561",0.9999999,44,0,0.077184563,5000,1,0,0,1,0,1
"11562",0.143504485,58,0,0.47954056,4178,11,0,2,1,1,1
"11564",0.342729264,52,3,0.366497296,6100,7,1,2,0,1,1
"11583",0.741920484,27,0,0.070418512,7000,4,0,0,2,3,1
"11587",0.703697826,57,1,0.095380924,3333,3,0,0,0,0,1
"11592",0.9999999,54,7,0.128733533,23000,10,1,2,2,1,1
"11599",0.174354884,53,1,0.346685083,2895,16,0,0,0,0,1
"11601",0.9999999,57,2,0.748189281,4141,7,1,1,1,1,1
"11606",0.545914263,26,0,0.563575791,1800,6,0,1,0,0,1
"11612",1,27,0,0.268362201,4560,6,2,1,0,2,1
"11617",1.00310327,41,0,0.654869026,5000,5,0,2,0,2,1
"11620",0.894215191,42,0,0.761354582,7529,13,0,3,0,2,1
"11621",0.001602393,61,0,0.355582898,3250,12,0,1,0,1,1
"11623",0.269248215,54,0,1.485351465,10000,13,0,4,0,0,1
"11628",0.931777795,33,0,0.354416576,1833,7,0,0,0,1,1
"11630",0.180685044,62,1,0.249255952,5375,18,0,0,0,1,1
"11637",0.743187448,28,2,0.40878553,1934,4,3,0,0,2,1
"11641",1.636429608,41,3,0.65141497,3780,6,3,2,3,3,1
"11647",0.398446385,76,1,0.141287153,12010,12,0,2,0,0,1
"11649",0.9999999,43,0,0.50704698,2979,3,0,1,0,0,1
"11652",1.162082224,49,1,0.232465814,4533,3,2,0,0,3,1
"11654",0,63,0,0.130775466,3700,9,0,0,0,0,1
"11655",0.446160722,46,0,0.753264145,2986,9,0,1,0,0,1
"11659",0.886045582,46,0,0.659083305,2988,6,0,1,1,2,1
"11664",0.983281429,42,1,0.198278256,3600,2,0,0,0,3,1
"11670",0.052094791,68,0,0.002678093,5600,5,0,0,0,0,1
"11671",0.001398663,63,0,0.22746385,9750,11,0,2,0,1,1
"11675",1.096451774,39,4,0.922707798,5834,7,0,1,0,1,1
"11679",0.75669905,47,2,0.730104502,4975,9,0,2,0,0,1
"11680",0.9999999,28,0,0,2325,0,1,0,0,1,1
"11681",0.449887528,31,1,0.226989619,4334,6,0,0,0,2,1
"11683",0.660930795,38,0,0.39287945,1600,7,0,0,0,3,1
"11687",0.979783324,42,1,0.556563158,10916,11,0,4,1,0,1
"11694",0.899010492,51,1,0.429801416,7200,12,0,1,0,0,1
"11706",0.326582927,30,0,0.34895638,8000,12,2,0,0,0,1
"11709",0,57,0,0.405964489,5800,5,1,1,1,0,1
"11716",0.660226516,35,1,0.237254249,3000,3,0,0,1,5,1
"11730",0.001313065,34,0,0.1829398,4700,2,0,1,0,4,1
"11733",1.528239203,52,1,0.82738702,2942,4,1,1,1,3,1
"11739",0.33534311,62,0,0.342609324,8300,7,0,2,0,0,1
"11752",0.960582691,25,1,0.273726274,1000,4,0,0,0,0,1
"11757",0.810750777,26,0,0.055737075,5202,3,0,0,1,1,1
"11766",0.093214399,47,0,0.339704451,11300,14,0,3,0,3,1
"11767",0.35416146,50,1,0.352051341,4362,6,0,0,0,1,1
"11769",0.245433942,26,1,0.171950871,3500,4,0,0,0,0,1
"11777",1.055962692,38,1,0.364059718,7300,6,0,1,0,0,1
"11778",0.777400128,46,2,0.40223034,5200,9,2,2,0,0,1
"11783",0.475504899,53,0,0.50855615,1869,13,1,1,1,0,1
"11794",0.9999999,41,0,0.001713796,3500,4,0,0,1,0,1
"11795",0.643734222,51,0,0.349958437,7217,7,0,2,0,4,1
"11800",0.969336254,50,0,0.530076175,7613,8,1,2,0,6,1
"11807",0.549382386,29,1,0.370044997,14000,12,1,1,0,0,1
"11816",0.969048959,38,0,0.553968254,5669,8,0,2,0,2,1
"11823",1.07153922,49,2,0.396419437,3518,8,3,0,0,0,1
"11832",0.023752542,39,0,0.311392984,8750,17,0,2,0,0,1
"11838",0.9999999,63,2,0.006499188,8000,0,0,0,1,0,1
"11842",0.9999999,27,0,0.018131652,2536,0,4,0,0,0,1
"11845",0.9999999,40,1,0.125968508,4000,2,0,0,0,0,1
"11846",0.9999999,48,0,0.069254129,13500,2,0,0,0,0,1
"11847",0.9999999,47,98,0,600,0,98,0,98,0,1
"11850",0.9999999,27,0,0.028906759,4600,1,2,0,0,0,1
"11864",1.074985003,26,2,0.711634547,1400,8,0,0,3,0,1
"11865",0.735594269,53,1,0.347556682,7100,7,1,2,4,1,1
"11867",3.862275449,54,0,0.026216396,4500,0,2,0,2,0,1
"11872",0.982252218,59,2,0.67844052,3000,3,1,1,1,0,1
"11876",0.311727484,42,3,0.351664834,10000,9,0,2,0,3,1
"11877",0.495367295,40,0,0.982463644,2337,18,0,1,0,3,1
"11881",0.792241552,49,0,0.094018657,5466,4,0,0,0,1,1
"11890",0.705352976,46,1,0.202037351,5300,4,0,0,0,3,1
"11898",0.370787958,60,0,0.459962317,4245,14,0,2,0,1,1
"11901",12.03711635,55,3,0.796489669,4500,17,0,2,1,1,1
