"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"3997",41,"blue-collar","single","primary","no",0,"yes","no","unknown",16,"may",522,5,-1,0,"unknown",1
"4000",30,"technician","single","secondary","no",863,"yes","no","unknown",16,"may",1193,5,-1,0,"unknown",2
"4003",40,"blue-collar","married","secondary","no",0,"yes","no","unknown",16,"may",167,2,-1,0,"unknown",1
"4005",35,"services","single","secondary","no",568,"yes","no","unknown",16,"may",469,2,-1,0,"unknown",1
"4022",52,"self-employed","married","secondary","no",1066,"yes","no","unknown",16,"may",65,3,-1,0,"unknown",1
"4026",42,"management","single","tertiary","no",10561,"no","no","unknown",16,"may",243,2,-1,0,"unknown",1
"4027",30,"blue-collar","married","secondary","no",68,"yes","yes","unknown",16,"may",393,2,-1,0,"unknown",1
"4032",41,"technician","married","primary","no",141,"yes","no","unknown",16,"may",299,4,-1,0,"unknown",1
"4039",31,"self-employed","single","secondary","no",532,"yes","no","unknown",16,"may",90,7,-1,0,"unknown",1
"4049",38,"blue-collar","married","secondary","no",660,"yes","yes","unknown",19,"may",105,2,-1,0,"unknown",1
"4053",26,"admin.","single","secondary","no",-326,"yes","no","unknown",19,"may",128,3,-1,0,"unknown",1
"4055",60,"management","divorced","tertiary","no",2589,"yes","no","unknown",19,"may",134,2,-1,0,"unknown",1
"4059",50,"management","divorced","primary","no",-6,"yes","no","unknown",19,"may",92,2,-1,0,"unknown",1
"4065",46,"blue-collar","married","tertiary","no",1497,"yes","no","unknown",19,"may",374,6,-1,0,"unknown",1
"4073",54,"blue-collar","divorced","primary","no",8180,"no","no","unknown",19,"may",312,1,-1,0,"unknown",1
"4089",43,"services","married","secondary","no",384,"yes","yes","unknown",19,"may",277,3,-1,0,"unknown",1
"4096",44,"admin.","married","secondary","yes",-1249,"yes","yes","unknown",19,"may",83,4,-1,0,"unknown",1
"4098",40,"blue-collar","married","primary","no",3736,"yes","no","unknown",19,"may",29,3,-1,0,"unknown",1
"4102",44,"admin.","divorced","secondary","no",2,"yes","no","unknown",19,"may",429,1,-1,0,"unknown",1
"4109",26,"technician","single","tertiary","no",75,"yes","yes","unknown",19,"may",351,1,-1,0,"unknown",1
"4110",54,"services","married","secondary","no",158,"yes","no","unknown",19,"may",198,1,-1,0,"unknown",1
"4117",27,"technician","married","secondary","no",374,"yes","no","unknown",19,"may",188,2,-1,0,"unknown",1
"4136",30,"blue-collar","married","secondary","no",12697,"yes","yes","unknown",19,"may",95,1,-1,0,"unknown",1
"4137",47,"blue-collar","married","secondary","no",863,"yes","no","unknown",19,"may",943,2,-1,0,"unknown",2
"4138",27,"management","single","tertiary","yes",0,"yes","no","unknown",19,"may",352,1,-1,0,"unknown",1
"4140",53,"services","married","secondary","no",33,"yes","no","unknown",19,"may",84,12,-1,0,"unknown",1
"4146",25,"blue-collar","married","secondary","no",77,"yes","no","unknown",19,"may",31,1,-1,0,"unknown",1
"4148",28,"blue-collar","single","secondary","no",43,"no","no","unknown",19,"may",190,1,-1,0,"unknown",1
"4157",56,"blue-collar","married","secondary","no",25,"yes","no","unknown",19,"may",264,1,-1,0,"unknown",1
"4165",42,"entrepreneur","single","primary","no",103,"yes","no","unknown",19,"may",156,5,-1,0,"unknown",1
"4167",31,"blue-collar","married","secondary","no",41,"yes","no","unknown",19,"may",265,1,-1,0,"unknown",1
"4168",26,"blue-collar","married","secondary","no",484,"yes","no","unknown",19,"may",48,2,-1,0,"unknown",1
"4173",45,"services","divorced","primary","no",242,"yes","no","unknown",19,"may",336,1,-1,0,"unknown",1
"4175",31,"admin.","single","secondary","no",6042,"yes","no","unknown",19,"may",228,1,-1,0,"unknown",1
"4179",26,"blue-collar","single","secondary","no",-5,"no","no","unknown",19,"may",260,1,-1,0,"unknown",1
"4183",26,"management","married","tertiary","no",775,"no","no","unknown",19,"may",35,3,-1,0,"unknown",1
"4188",30,"blue-collar","single","secondary","no",16,"yes","no","unknown",19,"may",127,5,-1,0,"unknown",1
"4197",54,"retired","divorced","primary","no",477,"yes","no","unknown",19,"may",335,4,-1,0,"unknown",1
"4199",31,"blue-collar","married","primary","no",2085,"yes","yes","unknown",19,"may",488,3,-1,0,"unknown",1
"4204",20,"student","single","secondary","no",67,"yes","no","unknown",19,"may",387,1,-1,0,"unknown",1
"4206",30,"blue-collar","single","unknown","no",0,"yes","no","unknown",19,"may",199,1,-1,0,"unknown",1
"4213",49,"management","single","tertiary","no",354,"yes","no","unknown",19,"may",166,3,-1,0,"unknown",1
"4215",45,"blue-collar","married","primary","no",2128,"yes","no","unknown",19,"may",149,4,-1,0,"unknown",1
"4220",42,"unemployed","married","secondary","no",1990,"yes","yes","unknown",19,"may",13,1,-1,0,"unknown",1
"4229",52,"self-employed","married","secondary","no",6353,"yes","yes","unknown",19,"may",361,2,-1,0,"unknown",1
"4232",48,"blue-collar","married","secondary","no",841,"yes","no","unknown",19,"may",215,1,-1,0,"unknown",1
"4233",34,"services","married","secondary","no",0,"yes","no","unknown",19,"may",115,4,-1,0,"unknown",1
"4237",40,"services","single","secondary","no",464,"yes","yes","unknown",19,"may",183,7,-1,0,"unknown",1
"4238",51,"services","married","secondary","no",2085,"yes","no","unknown",19,"may",70,1,-1,0,"unknown",1
"4239",42,"blue-collar","married","unknown","no",1323,"yes","no","unknown",19,"may",19,1,-1,0,"unknown",1
"4240",31,"blue-collar","single","secondary","no",75,"yes","no","unknown",19,"may",346,1,-1,0,"unknown",1
"4241",34,"blue-collar","married","primary","no",-288,"yes","no","unknown",19,"may",643,1,-1,0,"unknown",1
"4246",41,"blue-collar","married","primary","no",3722,"yes","no","unknown",19,"may",590,2,-1,0,"unknown",1
"4255",23,"blue-collar","single","secondary","no",525,"yes","no","unknown",19,"may",180,1,-1,0,"unknown",1
"4258",41,"management","married","tertiary","no",1897,"yes","no","unknown",19,"may",335,3,-1,0,"unknown",1
"4260",60,"blue-collar","married","secondary","no",171,"yes","no","unknown",19,"may",219,2,-1,0,"unknown",1
"4261",60,"technician","married","unknown","no",148,"yes","no","unknown",19,"may",148,1,-1,0,"unknown",1
"4266",29,"management","single","tertiary","no",-233,"yes","no","unknown",19,"may",329,1,-1,0,"unknown",1
"4272",43,"services","divorced","secondary","no",1040,"yes","no","unknown",19,"may",552,3,-1,0,"unknown",2
"4284",31,"blue-collar","single","tertiary","no",462,"yes","yes","unknown",19,"may",147,1,-1,0,"unknown",1
"4290",34,"admin.","married","secondary","no",645,"yes","no","unknown",19,"may",420,1,-1,0,"unknown",1
"4303",34,"blue-collar","single","secondary","no",1484,"yes","no","unknown",19,"may",194,5,-1,0,"unknown",1
"4305",28,"admin.","single","secondary","no",350,"yes","yes","unknown",19,"may",5,2,-1,0,"unknown",1
"4306",57,"retired","married","secondary","no",919,"yes","yes","unknown",19,"may",408,2,-1,0,"unknown",1
"4309",49,"entrepreneur","married","tertiary","no",320,"yes","yes","unknown",19,"may",243,6,-1,0,"unknown",1
"4311",28,"services","married","unknown","no",-134,"yes","no","unknown",19,"may",8,2,-1,0,"unknown",1
"4316",27,"blue-collar","single","secondary","no",5,"yes","no","unknown",19,"may",205,3,-1,0,"unknown",1
"4318",22,"blue-collar","single","secondary","no",3992,"yes","yes","unknown",19,"may",194,2,-1,0,"unknown",1
"4319",36,"technician","divorced","secondary","no",141,"yes","no","unknown",19,"may",165,5,-1,0,"unknown",1
"4325",45,"management","married","tertiary","no",199,"no","no","unknown",19,"may",95,5,-1,0,"unknown",1
"4328",45,"blue-collar","married","secondary","no",771,"yes","no","unknown",19,"may",221,2,-1,0,"unknown",1
"4329",34,"blue-collar","divorced","secondary","no",164,"yes","no","unknown",19,"may",102,13,-1,0,"unknown",1
"4330",41,"technician","married","secondary","no",501,"yes","no","unknown",19,"may",579,5,-1,0,"unknown",2
"4331",45,"management","married","unknown","no",9051,"yes","no","unknown",19,"may",124,63,-1,0,"unknown",1
"4335",42,"blue-collar","married","primary","no",170,"yes","no","unknown",19,"may",51,41,-1,0,"unknown",1
"4337",54,"blue-collar","married","secondary","no",233,"yes","no","unknown",19,"may",220,3,-1,0,"unknown",1
"4338",60,"retired","married","secondary","no",819,"yes","no","unknown",19,"may",110,2,-1,0,"unknown",1
"4343",54,"technician","divorced","secondary","no",7449,"yes","no","unknown",19,"may",235,7,-1,0,"unknown",1
"4349",53,"management","single","primary","no",208,"yes","no","unknown",19,"may",179,9,-1,0,"unknown",1
"4351",38,"management","single","tertiary","no",91,"yes","no","unknown",19,"may",492,9,-1,0,"unknown",1
"4358",53,"admin.","married","tertiary","yes",6,"no","no","unknown",19,"may",105,11,-1,0,"unknown",1
"4361",37,"blue-collar","married","primary","no",53,"yes","no","unknown",19,"may",467,4,-1,0,"unknown",1
"4363",36,"management","divorced","tertiary","no",0,"yes","no","unknown",19,"may",21,11,-1,0,"unknown",1
"4364",52,"blue-collar","married","secondary","no",2231,"yes","yes","unknown",19,"may",470,4,-1,0,"unknown",1
"4372",57,"technician","married","secondary","no",437,"yes","no","unknown",19,"may",44,4,-1,0,"unknown",1
"4376",46,"retired","married","primary","no",0,"no","no","unknown",19,"may",179,2,-1,0,"unknown",1
"4381",34,"self-employed","married","secondary","no",-56,"yes","no","unknown",19,"may",248,3,-1,0,"unknown",1
"4385",31,"management","single","secondary","no",0,"yes","no","unknown",20,"may",150,1,-1,0,"unknown",1
"4386",48,"technician","single","secondary","no",479,"no","no","unknown",20,"may",148,5,-1,0,"unknown",1
"4395",32,"services","single","secondary","no",228,"yes","no","unknown",20,"may",257,1,-1,0,"unknown",1
"4400",30,"blue-collar","married","secondary","no",9,"yes","no","unknown",20,"may",184,1,-1,0,"unknown",1
"4401",34,"management","single","secondary","no",31,"yes","no","unknown",20,"may",20,14,-1,0,"unknown",1
"4407",36,"management","married","tertiary","no",806,"yes","no","unknown",20,"may",280,1,-1,0,"unknown",1
"4412",39,"unemployed","married","secondary","no",0,"yes","no","unknown",20,"may",191,1,-1,0,"unknown",1
"4416",38,"blue-collar","single","primary","no",419,"yes","no","unknown",20,"may",656,1,-1,0,"unknown",1
"4418",31,"blue-collar","married","secondary","no",-88,"yes","no","unknown",20,"may",202,6,-1,0,"unknown",1
"4422",30,"management","single","tertiary","no",162,"yes","no","unknown",20,"may",186,4,-1,0,"unknown",1
"4423",31,"services","divorced","secondary","no",1222,"yes","no","unknown",20,"may",532,1,-1,0,"unknown",1
"4427",35,"technician","single","secondary","no",1861,"yes","no","unknown",20,"may",297,1,-1,0,"unknown",1
"4429",33,"admin.","single","tertiary","no",622,"yes","no","unknown",20,"may",243,1,-1,0,"unknown",1
"4433",38,"self-employed","married","secondary","no",736,"yes","no","unknown",20,"may",775,1,-1,0,"unknown",1
"4437",53,"services","married","primary","no",574,"yes","no","unknown",20,"may",121,2,-1,0,"unknown",1
"4442",36,"management","married","tertiary","no",860,"yes","no","unknown",20,"may",294,15,-1,0,"unknown",1
"4448",32,"blue-collar","married","primary","no",0,"yes","no","unknown",20,"may",142,1,-1,0,"unknown",1
"4450",36,"services","married","secondary","no",380,"yes","no","unknown",20,"may",26,1,-1,0,"unknown",1
"4455",35,"admin.","married","secondary","no",3187,"yes","no","unknown",20,"may",71,1,-1,0,"unknown",1
"4457",30,"services","single","secondary","no",695,"yes","no","unknown",20,"may",203,1,-1,0,"unknown",1
"4467",39,"housemaid","married","primary","no",4904,"yes","no","unknown",20,"may",101,1,-1,0,"unknown",1
"4470",34,"technician","single","tertiary","no",759,"no","no","unknown",20,"may",265,1,-1,0,"unknown",1
"4473",31,"admin.","single","secondary","no",78,"no","no","unknown",20,"may",572,1,-1,0,"unknown",1
"4476",38,"blue-collar","married","secondary","no",732,"yes","yes","unknown",20,"may",269,1,-1,0,"unknown",1
"4478",32,"technician","single","secondary","no",1698,"yes","no","unknown",20,"may",115,1,-1,0,"unknown",1
"4479",39,"services","married","secondary","no",9374,"yes","no","unknown",20,"may",273,1,-1,0,"unknown",1
"4483",39,"entrepreneur","married","tertiary","no",2644,"yes","no","unknown",20,"may",253,1,-1,0,"unknown",1
"4485",38,"technician","single","secondary","no",614,"yes","no","unknown",20,"may",116,1,-1,0,"unknown",1
"4486",35,"admin.","married","secondary","no",2137,"yes","no","unknown",20,"may",124,1,-1,0,"unknown",1
"4487",27,"technician","single","tertiary","no",-291,"yes","no","unknown",20,"may",66,2,-1,0,"unknown",1
"4489",58,"housemaid","married","primary","no",11,"yes","no","unknown",20,"may",90,1,-1,0,"unknown",1
"4492",36,"blue-collar","married","unknown","no",-656,"yes","no","unknown",20,"may",92,2,-1,0,"unknown",1
"4495",37,"admin.","married","secondary","no",1283,"yes","no","unknown",20,"may",209,1,-1,0,"unknown",1
"4512",35,"technician","divorced","secondary","yes",-52,"yes","no","unknown",20,"may",265,1,-1,0,"unknown",1
"4516",56,"entrepreneur","married","tertiary","no",8741,"yes","no","unknown",20,"may",318,3,-1,0,"unknown",1
"4520",38,"services","married","secondary","no",434,"yes","no","unknown",20,"may",411,1,-1,0,"unknown",1
"4529",35,"admin.","married","secondary","no",-130,"yes","no","unknown",20,"may",224,1,-1,0,"unknown",1
"4544",37,"housemaid","single","secondary","no",2042,"yes","no","unknown",20,"may",485,1,-1,0,"unknown",1
"4546",26,"student","single","secondary","no",268,"yes","no","unknown",20,"may",77,2,-1,0,"unknown",1
"4550",36,"technician","divorced","secondary","no",566,"yes","no","unknown",20,"may",129,2,-1,0,"unknown",1
"4551",35,"blue-collar","married","primary","no",356,"yes","yes","unknown",20,"may",474,2,-1,0,"unknown",1
"4556",32,"blue-collar","married","primary","no",206,"yes","no","unknown",20,"may",205,2,-1,0,"unknown",1
"4563",33,"services","married","unknown","no",89,"yes","no","unknown",20,"may",341,1,-1,0,"unknown",1
"4567",59,"retired","married","secondary","no",-313,"yes","no","unknown",20,"may",407,1,-1,0,"unknown",1
"4570",48,"management","divorced","primary","no",432,"yes","no","unknown",20,"may",152,2,-1,0,"unknown",1
"4573",39,"blue-collar","single","secondary","no",4286,"yes","no","unknown",20,"may",1376,2,-1,0,"unknown",1
"4577",32,"management","single","tertiary","no",1271,"yes","no","unknown",20,"may",51,1,-1,0,"unknown",1
"4584",32,"technician","married","secondary","no",11697,"yes","no","unknown",20,"may",296,1,-1,0,"unknown",1
"4585",33,"services","married","secondary","no",210,"yes","yes","unknown",20,"may",201,1,-1,0,"unknown",1
"4594",40,"services","married","primary","no",3559,"yes","no","unknown",20,"may",138,8,-1,0,"unknown",1
"4598",32,"blue-collar","married","primary","no",8291,"no","no","unknown",20,"may",131,1,-1,0,"unknown",1
"4601",46,"entrepreneur","married","secondary","no",583,"yes","no","unknown",20,"may",137,2,-1,0,"unknown",1
"4611",47,"entrepreneur","married","secondary","no",136,"yes","no","unknown",20,"may",132,1,-1,0,"unknown",1
"4612",36,"management","single","secondary","no",360,"yes","no","unknown",20,"may",271,1,-1,0,"unknown",1
"4618",34,"technician","single","secondary","no",692,"yes","no","unknown",20,"may",254,1,-1,0,"unknown",1
"4620",31,"blue-collar","single","primary","no",5058,"yes","no","unknown",20,"may",157,1,-1,0,"unknown",1
"4623",34,"services","married","secondary","no",-508,"yes","no","unknown",20,"may",309,2,-1,0,"unknown",1
"4626",37,"management","single","tertiary","no",23867,"no","no","unknown",20,"may",188,3,-1,0,"unknown",1
"4648",39,"management","married","tertiary","no",351,"yes","no","unknown",20,"may",999,3,-1,0,"unknown",1
"4652",39,"blue-collar","married","primary","no",622,"yes","no","unknown",20,"may",169,1,-1,0,"unknown",1
"4660",32,"technician","married","secondary","no",908,"yes","no","unknown",20,"may",64,1,-1,0,"unknown",1
"4669",31,"unemployed","married","primary","no",-63,"yes","no","unknown",20,"may",657,1,-1,0,"unknown",1
"4677",59,"entrepreneur","married","tertiary","no",705,"yes","no","unknown",20,"may",446,2,-1,0,"unknown",1
"4678",36,"management","single","tertiary","no",1373,"yes","no","unknown",20,"may",144,2,-1,0,"unknown",1
"4686",32,"services","married","secondary","no",204,"yes","yes","unknown",20,"may",307,3,-1,0,"unknown",1
"4687",37,"blue-collar","married","secondary","no",32,"yes","no","unknown",20,"may",146,2,-1,0,"unknown",1
"4689",44,"blue-collar","married","secondary","no",1081,"yes","no","unknown",20,"may",304,2,-1,0,"unknown",1
"4691",36,"blue-collar","single","secondary","no",3111,"yes","no","unknown",20,"may",445,2,-1,0,"unknown",1
"4692",27,"blue-collar","single","unknown","no",89,"yes","no","unknown",20,"may",139,5,-1,0,"unknown",1
"4698",31,"admin.","divorced","secondary","no",1352,"yes","no","unknown",20,"may",6,2,-1,0,"unknown",1
"4707",36,"blue-collar","married","secondary","no",362,"yes","no","unknown",20,"may",274,2,-1,0,"unknown",1
"4708",39,"technician","married","tertiary","no",602,"yes","no","unknown",20,"may",191,7,-1,0,"unknown",1
"4711",32,"blue-collar","married","primary","no",80,"yes","no","unknown",20,"may",614,2,-1,0,"unknown",1
"4715",39,"blue-collar","divorced","secondary","no",226,"yes","no","unknown",20,"may",221,2,-1,0,"unknown",1
"4734",30,"technician","single","secondary","no",659,"yes","no","unknown",20,"may",241,3,-1,0,"unknown",1
