"","y","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"6427",1,743,"Spain","Male",45,7,157332.26,1,1,0,125424.42,0
"502",1,692,"France","Male",54,5,0,2,1,1,88721.84,0
"1815",1,579,"Germany","Male",31,2,90547.48,2,1,1,18800.13,0
"157",1,758,"France","Female",33,7,0,2,0,0,82996.47,0
"4203",1,526,"France","Male",30,9,0,2,0,0,100995.68,0
"4822",1,511,"France","Female",33,3,0,2,1,0,132436.71,0
"8090",1,692,"Germany","Male",24,2,120596.93,1,0,1,180490.53,0
"852",1,667,"Germany","Female",48,1,97133.92,2,0,0,113316.77,1
"7753",1,490,"Spain","Female",38,3,97266.1,1,1,1,92797.23,0
"9197",1,794,"Spain","Female",37,9,0,2,1,0,68008.85,0
"5823",1,624,"Spain","Male",35,2,0,2,1,0,87310.59,0
"7537",1,697,"France","Female",42,1,0,1,1,0,1262.83,1
"8480",1,632,"France","Male",50,2,0,2,0,0,57942.88,0
"1442",1,627,"Spain","Male",44,6,0,1,1,1,114469.55,0
"306",1,667,"France","Male",31,1,119266.69,1,1,1,28257.63,0
"7390",1,667,"Spain","Female",34,5,0,2,1,0,163830.64,0
"1949",1,680,"Spain","Male",35,9,0,2,0,0,143774.06,0
"7310",1,547,"Spain","Female",22,7,141287.15,1,1,0,118142.79,0
"1188",1,765,"France","Female",50,9,126547.8,1,1,1,79579.94,1
"3539",1,554,"Germany","Female",43,2,120847.11,1,1,0,7611.61,1
"1584",1,709,"France","Female",43,8,0,2,0,0,168035.62,1
"4057",1,655,"Spain","Female",28,3,113811.85,2,0,1,76844.23,0
"8310",1,749,"France","Female",27,9,0,2,1,0,132734.87,0
"6370",1,646,"France","Female",38,2,0,2,0,0,178752.73,0
"5542",1,587,"Spain","Male",51,3,83739.32,1,0,1,148798.45,0
"7590",1,723,"France","Female",35,0,0,2,0,1,61290.99,0
"808",1,628,"France","Male",69,5,0,2,1,1,181964.6,0
"1481",1,646,"France","Male",30,5,98014.74,1,1,1,12757.14,0
"7741",1,665,"Spain","Female",51,8,0,1,1,1,38928.48,1
"3352",1,474,"Germany","Female",34,9,176311.36,1,1,0,160213.27,0
"1600",1,670,"France","Female",42,1,115961.58,2,0,1,29483.87,0
"5131",1,691,"Germany","Male",38,9,163965.69,2,0,1,103511.26,0
"910",1,806,"Spain","Male",25,7,0,2,1,0,18461.9,0
"8088",1,597,"Spain","Male",38,1,0,2,1,0,41303.29,0
"7343",1,502,"France","Male",30,4,0,2,1,1,66263.87,0
"7543",1,507,"Spain","Female",34,4,0,2,1,1,60688.38,0
"3154",1,702,"France","Female",29,6,149218.39,1,1,1,9633.01,0
"5013",1,575,"France","Male",40,5,0,2,1,1,122488.59,0
"9274",1,616,"France","Male",31,1,0,2,1,1,54706.75,0
"1784",1,533,"Spain","Male",38,1,135289.33,2,0,1,152956.33,0
"5060",1,707,"France","Male",29,4,0,2,1,0,139953.94,0
"3595",1,652,"Germany","Female",37,9,145219.3,1,1,0,159132.83,0
"2669",1,524,"France","Male",52,2,87894.26,1,1,0,173899.42,1
"5309",1,449,"Spain","Female",31,1,113693,1,0,0,82796.29,0
"2475",1,739,"France","Female",37,8,0,2,1,0,191557.1,1
"4457",1,544,"France","Male",40,8,0,2,1,0,61581.2,0
"7117",1,588,"Germany","Male",49,6,132623.76,3,1,0,36292.94,1
"2315",1,561,"Spain","Female",28,3,0,2,1,0,191387.76,0
"1536",1,764,"Spain","Female",33,9,168964.77,1,0,1,118982.51,0
"1788",1,669,"France","Male",25,1,157848.53,1,0,0,37543.93,1
"1640",1,504,"Germany","Male",32,8,170291.22,2,0,1,15658.99,0
"9066",1,556,"France","Female",30,7,0,2,1,1,186648.19,0
"7990",1,645,"France","Male",39,8,0,2,0,0,96864.36,0
"1149",1,613,"Spain","Male",34,3,0,1,1,1,41724.72,0
"6356",1,618,"Spain","Male",41,4,115251.64,1,0,0,136435.75,0
"7844",1,586,"Germany","Female",36,5,103700.69,1,1,0,194072.56,1
"3088",1,439,"France","Male",36,2,165536.28,2,1,1,123956.83,0
"230",1,594,"Germany","Female",29,3,130830.22,1,1,0,61048.53,0
"9183",1,597,"France","Female",28,0,142705.95,1,1,0,127233.39,0
"3171",1,850,"Germany","Female",35,2,80931.75,1,0,0,12639.67,1
"3421",1,680,"France","Male",31,1,0,2,1,1,3148.2,0
"7486",1,561,"France","Male",32,5,0,2,1,0,84871.99,0
"2551",1,850,"France","Male",42,0,0,2,1,0,44165.84,0
"8465",1,850,"France","Female",34,4,71379.53,2,1,1,154000.99,0
"8474",1,770,"France","Female",33,6,0,2,1,1,126131.9,0
"8533",1,585,"France","Female",35,2,0,2,1,0,98621.04,1
"339",1,805,"Spain","Female",39,5,165272.13,1,1,0,14109.85,1
"1562",1,632,"Germany","Male",42,4,119624.6,2,1,1,195978.86,0
"1312",1,850,"France","Female",37,7,153147.75,1,1,1,152235.3,0
"8085",1,608,"Germany","Male",28,4,96679.71,1,1,1,49133.45,0
"8116",1,545,"France","Female",32,6,0,2,1,1,52067.37,0
"7768",1,561,"Germany","Female",49,1,102025.32,1,1,0,133051.64,1
"1951",1,680,"France","Female",37,10,123806.28,1,1,0,81776.84,1
"2951",1,734,"Spain","Female",37,0,152760.24,1,1,1,48990.5,0
"8226",1,670,"Spain","Female",57,3,175575.95,2,1,0,99061.75,1
"4402",1,845,"Spain","Female",38,2,112803.92,1,1,0,179631.85,0
"2555",1,756,"Spain","Male",30,2,145127.85,1,0,0,7554.68,0
"6189",1,835,"Germany","Female",47,5,108289.28,2,1,1,45859.55,1
"3665",1,751,"Germany","Female",37,0,151218.98,1,1,1,109309.29,0
"531",1,519,"Spain","Female",57,2,119035.35,2,1,1,29871.79,0
"1416",1,799,"Germany","Male",28,7,167658.33,2,1,1,111138.25,0
"3582",1,637,"France","Male",33,5,0,2,1,0,139947.17,0
"9629",1,662,"France","Female",22,9,0,2,1,1,44377.65,0
"7670",1,631,"Spain","Male",38,7,0,2,1,0,181605.85,0
"1703",1,686,"Spain","Male",22,5,0,2,1,0,158974.45,0
"5734",1,829,"France","Female",22,7,150126.44,1,1,0,152107.93,1
"6714",1,586,"France","Female",46,0,0,3,0,1,131553.82,1
"410",1,537,"Germany","Female",41,3,138306.34,1,1,0,106761.47,0
"9019",1,663,"France","Male",67,9,0,3,1,1,72318.77,0
"7234",1,571,"France","Male",38,1,121405.04,1,1,1,154844.22,0
"7783",1,585,"France","Male",54,8,87105.32,1,1,1,55346.14,0
"6862",1,605,"Spain","Male",41,5,103154.66,1,0,0,143203.78,0
"1199",1,584,"France","Male",38,9,104584.16,1,1,0,176678.72,0
"9724",1,526,"France","Male",32,7,125540.05,1,0,0,86786.41,0
"568",1,687,"Spain","Female",63,1,137715.66,1,1,1,37938.74,0
"2630",1,768,"Spain","Female",42,3,0,1,0,0,161242.99,1
"9508",1,808,"France","Male",41,0,0,1,1,1,79888.78,0
"2941",1,711,"Spain","Female",28,5,0,2,1,1,93959.96,0
"2176",1,757,"Germany","Female",34,9,101861.36,2,0,0,187011.96,0
"4065",1,626,"Germany","Male",39,10,132287.92,3,1,1,51467.92,1
"1721",1,805,"Germany","Female",33,3,105663.56,2,0,1,33330.89,0
"8808",1,586,"France","Female",60,3,47020.65,2,0,1,63241.21,1
"8220",1,572,"France","Female",39,2,0,2,1,1,555.28,0
"2923",1,685,"Spain","Male",34,6,83264.28,1,0,0,9663.28,0
"3126",1,736,"Spain","Female",26,4,135889.13,1,1,1,165692.03,0
"7756",1,675,"France","Male",34,8,0,2,1,1,184842.21,0
"4348",1,615,"Germany","Male",24,8,108528.07,2,0,0,179488.41,1
"9989",1,775,"France","Male",30,4,0,2,1,0,49337.84,0
"4420",1,587,"Germany","Female",32,3,125445.04,2,1,1,130514.78,0
"3092",1,656,"France","Male",37,2,0,2,0,1,67840.81,0
"2268",1,425,"France","Male",39,4,0,2,1,0,197226.32,0
"3879",1,526,"Germany","Female",32,6,131938.92,2,1,1,1795.93,0
"6353",1,741,"France","Male",38,9,0,2,1,0,14379.01,0
"7064",1,580,"Germany","Male",76,2,130334.84,2,1,1,51672.08,0
"3940",1,736,"Germany","Female",25,9,81732.88,2,1,0,136497.28,0
"3082",1,693,"France","Male",29,2,151352.74,1,0,0,197145.89,0
"2833",1,582,"France","Male",20,4,0,1,1,1,55763.66,0
"1581",1,721,"France","Female",35,6,118273.83,1,0,1,3086.89,0
"4696",1,669,"France","Male",37,1,125529.55,1,1,1,162260.93,0
"6316",1,559,"Spain","Male",67,9,125919.35,1,1,0,175910.95,1
"8820",1,592,"Germany","Male",36,10,123187.51,1,0,1,146111.35,0
"3319",1,629,"France","Female",40,6,0,2,1,1,139356.3,0
"9549",1,569,"France","Male",43,7,0,2,1,0,52534.81,0
"4861",1,748,"Spain","Male",36,4,141573.55,1,1,0,82158.14,0
"1965",1,800,"France","Female",40,5,97764.41,1,1,0,98640.15,1
"3325",1,808,"Spain","Male",47,8,139196,1,0,1,74028.36,0
"5607",1,492,"Germany","Female",52,8,125396.24,1,1,0,10014.72,1
"5922",1,508,"Spain","Male",54,10,0,1,1,1,175749.36,0
"9560",1,705,"Spain","Female",39,8,144102.32,1,1,1,11682.36,0
"9783",1,509,"France","Male",18,7,102983.91,1,1,0,171770.58,0
"4492",1,850,"Germany","Male",61,3,141784.02,1,1,1,92053.75,0
"8213",1,603,"France","Male",32,7,0,1,1,0,198055.94,1
"1302",1,643,"Spain","Male",34,3,83132.09,1,1,1,21360.88,0
"1658",1,704,"Germany","Female",54,6,133656.91,3,1,0,145071.33,1
"5924",1,751,"France","Female",48,9,0,1,1,0,137508.42,1
"6499",1,613,"France","Female",27,5,125167.74,1,1,0,199104.52,0
"6032",1,740,"Germany","Female",40,2,122295.17,2,1,1,30812.84,0
"7241",1,600,"France","Female",32,7,98877.95,1,1,0,132973.21,0
"5267",1,811,"France","Male",31,7,117799.28,1,1,1,182372.35,0
"5388",1,669,"Spain","Male",22,10,0,2,1,0,176163.74,0
"775",1,636,"Germany","Male",49,6,113599.74,2,1,0,158887.09,1
"4211",1,437,"Spain","Male",28,2,109161.25,1,1,0,152987.42,0
"9118",1,703,"France","Female",32,6,0,2,0,0,33606.52,0
"3342",1,718,"France","Female",29,3,0,1,0,1,134462.29,0
"5071",1,641,"France","Female",42,6,0,2,0,0,121138.77,0
"7630",1,723,"Germany","Female",68,3,110357,1,0,0,141977.54,1
"6832",1,469,"Germany","Female",52,8,139493.25,3,0,0,150093.32,1
"2488",1,710,"France","Female",32,3,0,1,1,0,94790.34,0
"8370",1,684,"Germany","Male",37,1,126817.13,2,1,1,29995.83,1
"1060",1,850,"France","Male",38,7,80293.98,1,0,0,126555.74,0
"3430",1,731,"Germany","Female",43,9,79120.27,1,0,0,548.52,1
"9637",1,648,"Germany","Female",40,5,139973.65,1,1,1,667.66,1
"3336",1,581,"Spain","Female",31,6,0,2,1,0,188377.21,0
"9478",1,655,"France","Female",41,5,0,1,0,0,36548,1
"4786",1,510,"France","Female",22,3,156834.34,1,0,0,44374.44,0
"1515",1,539,"Spain","Male",38,8,71460.67,2,1,1,10074.05,0
"2529",1,604,"France","Male",26,8,149542.52,2,0,1,197911.52,0
"365",1,640,"France","Male",68,9,0,2,1,1,199493.38,0
"1179",1,552,"France","Male",49,4,0,1,1,1,190296.76,1
"5632",1,632,"France","Male",40,5,147650.68,1,1,1,199674.83,0
"6672",1,677,"France","Female",49,3,0,2,1,1,187811.71,0
"5252",1,619,"France","Male",39,5,0,2,1,1,158444.61,0
"1908",1,620,"France","Female",67,3,0,2,1,1,43486.73,0
"6102",1,833,"Spain","Male",32,6,0,1,1,1,44323.22,1
"6049",1,707,"France","Female",36,6,0,1,0,0,98810.78,0
"8521",1,634,"Spain","Male",52,1,0,2,1,1,176913.42,0
"7598",1,736,"France","Male",29,4,0,2,0,0,51705.01,0
"9767",1,800,"Germany","Male",39,4,95252.72,1,1,0,13906.34,0
"2564",1,843,"France","Female",27,5,0,2,1,1,67494.23,0
"7075",1,682,"Germany","Male",36,5,72373.62,2,1,0,36895.99,0
"9782",1,641,"France","Female",48,3,147341.43,1,1,1,157458.61,1
"4354",1,805,"France","Female",31,4,0,2,1,0,4798.12,0
"5861",1,453,"France","Female",37,4,131834.76,2,1,0,8949.2,0
"5849",1,758,"Germany","Male",33,0,129142.54,2,1,1,26606.28,0
"5416",1,850,"France","Female",28,1,105245.34,1,0,1,74780.13,0
"4935",1,670,"France","Female",54,2,95507.12,1,1,1,63213.31,0
"393",1,648,"Spain","Male",46,9,127209,2,1,0,77405.95,1
"3009",1,779,"France","Male",62,10,119096.55,1,0,1,116977.89,0
"9327",1,641,"Germany","Male",35,2,103711.56,1,0,1,192464.21,1
"3295",1,528,"Germany","Male",39,0,127631.62,1,0,1,22197.8,1
"2819",1,669,"France","Male",37,4,0,1,1,0,132540.33,0
"244",1,659,"Germany","Male",67,6,117411.6,1,1,1,45071.09,1
"6198",1,581,"Germany","Female",54,2,152508.99,1,1,0,187597.98,1
"1583",1,690,"France","Male",38,1,94456,2,0,1,55034.02,0
"6755",1,627,"Spain","Female",28,3,157597.61,1,0,1,34097.22,0
"8152",1,500,"Spain","Male",40,1,99004.24,1,1,1,152845.99,0
"2893",1,601,"France","Male",44,3,0,2,1,0,30607.11,0
"5798",1,699,"France","Male",37,10,0,2,0,0,83263.04,0
"2165",1,767,"Spain","Male",77,8,149083.7,1,1,1,190146.83,0
"8297",1,692,"France","Female",34,7,0,2,1,0,195074.62,0
"6807",1,478,"France","Male",35,1,92474.05,1,1,0,178626.07,0
"344",1,543,"France","Male",22,8,0,2,0,0,127587.22,0
"9466",1,835,"France","Female",56,2,0,2,1,1,39820.13,0
"4835",1,752,"Spain","Female",35,2,0,1,1,0,44335.54,1
"8852",1,782,"Germany","Male",42,7,126428.38,1,1,0,39830.1,0
"6670",1,517,"France","Male",56,9,142147.32,1,0,0,39488.04,1
"6759",1,693,"Spain","Male",28,1,145118.83,1,0,1,77742.38,0
"7639",1,520,"Germany","Female",23,3,116022.53,2,1,1,37577.66,0
"5970",1,542,"France","Female",29,7,0,2,0,1,196651.72,0
"368",1,460,"Germany","Female",35,8,102742.91,2,1,1,189339.6,0
"8683",1,735,"France","Male",34,1,141796.43,1,1,0,45858.49,0
"813",1,516,"Spain","Female",33,3,0,2,1,1,58685.59,0
"4286",1,623,"France","Male",40,5,118788.57,1,1,0,192867.4,0
"5117",1,741,"Germany","Male",38,4,128015.83,1,1,0,58440.43,0
"4236",1,595,"France","Male",29,6,150685.79,1,1,0,87771.06,0
"6185",1,775,"Spain","Male",48,4,178144.91,2,0,0,50168.41,1
"4149",1,654,"France","Male",32,6,0,2,1,1,137898.57,0
"1042",1,722,"France","Male",30,5,0,2,1,0,166376.54,0
"2853",1,609,"France","Male",40,6,0,2,1,1,97416.34,0
"7926",1,586,"Spain","Female",33,7,0,2,1,1,168261.4,0
"3461",1,470,"Germany","Male",39,5,117469.91,2,0,0,63705.9,0
"7189",1,708,"France","Female",34,4,0,1,1,1,62868.33,0
"8700",1,841,"Germany","Male",32,2,117070.21,1,1,0,113482.2,0
"846",1,505,"France","Male",49,7,80001.23,1,0,0,135180.11,0
"1306",1,811,"Germany","Male",52,10,76915.4,1,0,0,146359.81,1
"5916",1,679,"France","Male",47,10,198546.1,2,1,0,191198.92,1
"5915",1,754,"Germany","Male",27,7,117578.35,2,0,1,87908.01,0
"6197",1,698,"France","Male",29,5,95167.55,1,1,1,152723.23,0
"6490",1,841,"France","Female",31,3,162701.65,2,1,1,126794.56,0
"9890",1,760,"Spain","Female",32,2,0,1,1,1,114565.35,0
"4470",1,612,"Spain","Male",33,5,69478.57,1,1,0,8973.67,1
"4410",1,756,"Germany","Male",41,6,149049.92,1,0,1,50422.36,1
"3085",1,770,"France","Female",30,8,0,2,1,0,100557.03,0
"3929",1,548,"France","Male",29,5,83442.98,1,0,1,177017.39,0
"4364",1,634,"Spain","Female",35,10,0,1,1,0,82634.41,0
"6626",1,657,"Spain","Female",41,6,112119.48,1,1,0,17536.82,0
"960",1,629,"France","Female",37,6,129101.3,1,1,1,23971.33,0
"566",1,543,"France","Male",36,4,0,2,1,1,141210.5,0
"1300",1,618,"Germany","Male",42,8,153572.31,2,1,1,76679.6,0
"7464",1,512,"France","Male",36,0,129804.17,1,1,0,53020.9,0
"8358",1,651,"France","Male",34,3,0,2,1,1,105599.65,0
"9705",1,625,"France","Male",22,9,0,2,1,0,157072.91,0
"8790",1,493,"France","Female",36,2,0,2,0,1,99770.3,0
"863",1,725,"France","Male",41,7,113980.21,1,1,1,116704.25,0
"1877",1,640,"Germany","Male",39,9,131607.28,4,0,1,6981.43,1
"7237",1,424,"Spain","Male",34,7,0,1,1,1,16250.61,0
"5917",1,633,"Spain","Female",39,2,0,2,0,0,191207.03,0
"6436",1,700,"France","Male",26,4,119009.57,1,1,0,141926.43,0
"5230",1,675,"France","Male",35,8,0,2,1,1,56642.97,0
"2081",1,721,"France","Female",55,3,44020.89,1,1,0,65864.4,1
"2515",1,592,"Germany","Female",26,4,105082.07,2,1,0,132801.57,0
"8754",1,795,"France","Male",32,2,117265.21,1,1,1,198317.23,0
"7963",1,634,"Germany","Female",56,3,116251.24,1,0,1,42429.88,1
"9641",1,750,"France","Female",35,3,0,1,1,0,191520.5,0
"4046",1,687,"Spain","Female",36,5,0,1,1,0,17696.22,0
"838",1,686,"Germany","Female",56,5,111642.08,1,1,1,80553.87,0
"8042",1,698,"Spain","Female",50,1,0,4,1,0,88566.9,1
"145",1,691,"France","Female",31,5,40915.55,1,1,0,126213.84,1
"1789",1,439,"France","Female",43,8,0,1,0,1,104889.3,0
"3400",1,628,"France","Female",31,6,175443.75,1,1,0,113167.17,1
"5808",1,679,"France","Female",33,9,112528.65,2,1,0,177362.45,0
"1185",1,584,"Germany","Male",47,7,130538.77,1,1,0,92915.84,0
"5873",1,658,"Spain","Male",21,7,0,2,0,1,154279.87,0
"6840",1,724,"Germany","Male",36,6,94615.11,2,1,1,10627.21,0
"9034",1,806,"Germany","Male",34,2,96152.68,2,1,0,143711.02,0
"7760",1,549,"Germany","Female",55,1,137592.31,2,0,1,116548.02,1
"8187",1,606,"France","Female",39,3,0,2,1,0,50560.45,1
"8449",1,508,"France","Male",49,1,93817.41,2,1,1,132468.76,1
"2402",1,630,"Spain","Male",30,3,0,2,0,1,10486.69,0
"5963",1,579,"Germany","Male",42,0,144386.32,1,1,1,22497.1,1
"7042",1,438,"France","Male",38,2,0,2,1,0,136859.55,0
"1435",1,552,"France","Female",41,9,124349.34,1,1,0,135635.25,0
"8619",1,656,"Spain","Female",41,6,101179.23,2,1,1,35230.61,0
"9047",1,630,"Germany","Female",23,4,137964.51,1,0,1,174570.55,0
"7906",1,701,"Spain","Male",35,10,159693.9,2,1,1,71173.64,0
"601",1,601,"France","Female",43,8,0,3,0,1,110916.15,1
"8171",1,599,"Germany","Male",61,1,124737.96,1,0,1,90389.61,1
"5777",1,593,"Germany","Female",39,8,151391.68,1,1,0,27274.6,1
"2908",1,539,"France","Female",22,0,100885.93,2,1,1,38772.65,0
"6509",1,850,"Germany","Male",42,6,84445.68,3,0,1,60021.34,1
"340",1,716,"Germany","Female",39,10,115301.31,1,1,0,43527.4,1
"7770",1,766,"France","Female",27,7,158786.67,2,0,1,47579.25,0
"66",1,751,"Germany","Female",36,6,169831.46,2,1,1,27758.36,0
"6799",1,800,"France","Male",60,6,88541.57,2,1,1,131718.12,0
"5653",1,691,"France","Female",29,9,0,2,0,0,199635.93,0
"2594",1,692,"Germany","Male",53,7,150926.99,2,0,0,119817.19,0
"3743",1,587,"Germany","Female",39,6,101851.8,2,1,0,7103.71,0
"8872",1,466,"France","Female",30,3,0,1,1,0,193984.6,0
"4883",1,655,"Germany","Female",36,10,122314.39,1,1,0,9181.66,0
"9002",1,688,"Spain","Male",32,6,124179.3,1,1,1,138759.15,0
"6639",1,740,"France","Male",36,4,172381.8,1,1,1,86480.29,0
"4311",1,784,"France","Male",38,5,136712.91,1,0,1,169920.92,0
"7440",1,432,"France","Female",27,6,62339.81,2,0,0,53874.67,0
"3279",1,640,"France","Male",44,7,111833.47,1,1,0,67202.74,0
"4828",1,636,"Spain","Male",52,4,111284.53,1,0,1,32936.44,1
"8432",1,628,"Germany","Male",33,8,152143.89,1,1,1,32174.03,0
"6510",1,738,"Germany","Female",40,1,115409.18,2,0,0,180456.8,0
"7671",1,576,"France","Female",29,5,108541.04,1,1,1,126469.09,0
"5424",1,794,"France","Male",35,6,0,2,1,1,68730.91,0
"5782",1,636,"Germany","Male",36,6,96643.32,1,0,0,182059.28,0
"3141",1,653,"Spain","Male",30,4,0,2,1,0,120736.04,0
"8349",1,642,"Germany","Female",36,2,124495.98,3,1,1,57904.22,1
"5881",1,537,"France","Male",28,0,88963.31,2,1,1,189839.93,0
"7684",1,660,"Germany","Male",26,4,115021.76,1,0,1,162443.05,0
"8797",1,720,"France","Male",33,2,0,2,0,1,141031.08,0
"8516",1,724,"Germany","Female",35,0,171982.95,2,0,1,167313.07,0
"323",1,749,"France","Male",40,1,139290.41,1,1,0,182855.42,1
"4980",1,616,"Germany","Female",45,4,122793.96,1,1,1,62002.04,0
"1237",1,662,"Germany","Male",33,0,103471.52,1,1,1,162703,0
"3377",1,644,"Germany","Female",40,4,77270.08,2,1,1,115800.1,1
"7158",1,558,"France","Male",32,10,105000.23,1,1,0,190019.61,0
"7428",1,714,"Spain","Male",33,8,122017.19,1,0,0,162515.17,0
"6692",1,561,"Spain","Male",24,8,143656.55,1,0,1,180932.46,0
"5483",1,603,"Spain","Male",46,2,0,2,1,0,174478.54,0
"9752",1,681,"France","Male",59,4,122781.51,1,0,1,140166.95,0
"5105",1,714,"Spain","Male",44,7,0,1,0,1,6923.11,0
"7841",1,537,"Germany","Female",47,4,124192.28,2,1,1,50881.51,0
"9428",1,693,"Spain","Female",39,0,0,2,0,0,81901.6,0
"7676",1,640,"Spain","Male",37,5,158024.38,1,1,0,81298.09,0
"9094",1,527,"France","Male",31,4,0,1,1,0,169361.89,0
"2336",1,724,"Germany","Female",48,6,110463.25,2,1,1,80552.11,1
"8043",1,606,"France","Male",37,6,82373.94,1,0,0,172526.9,1
"8082",1,569,"Germany","Male",30,6,106629.49,1,0,1,44114.88,0
"4713",1,474,"France","Male",54,3,0,1,1,0,108409.17,1
"7477",1,759,"France","Male",44,2,111095.58,2,1,0,100137.7,0
"1366",1,625,"France","Male",43,8,201696.07,1,1,0,133020.9,1
"7913",1,642,"France","Male",35,2,133161.95,1,0,1,122254.86,0
"723",1,669,"France","Male",23,1,0,2,0,0,66088.83,0
"9103",1,445,"Germany","Female",61,2,137655.31,1,0,1,29909.84,0
"9902",1,706,"Germany","Female",56,3,139603.22,1,1,1,86383.61,0
"8381",1,522,"Germany","Male",32,8,124450.36,2,1,1,165786.1,0
"5029",1,478,"France","Female",38,4,171913.87,1,1,0,51820.87,1
"7129",1,553,"Spain","Male",38,1,181110.13,2,1,0,184544.59,0
"3424",1,493,"Spain","Male",32,8,46161.18,1,1,1,79577.4,0
"6472",1,850,"France","Female",40,5,0,2,1,0,35034.15,0
"1457",1,639,"Spain","Male",28,8,0,2,1,0,126561.07,0
"7287",1,680,"France","Female",43,4,0,2,1,1,58761.33,0
"5361",1,633,"France","Male",35,10,0,2,1,0,65675.47,0
"8891",1,599,"Germany","Female",49,10,143888.22,2,1,1,166236.38,1
"5056",1,739,"Spain","Male",31,1,0,2,1,1,58469.75,0
"8546",1,513,"Germany","Male",34,7,60515.13,1,0,0,124571.09,0
"5883",1,732,"France","Male",55,9,136576.02,1,0,1,3268.17,1
"3405",1,573,"France","Female",23,2,0,1,1,0,122964.18,0
"8447",1,691,"France","Female",33,6,0,2,1,0,164074.89,0
"2491",1,696,"Germany","Female",35,4,174902.26,1,1,0,69079.85,0
"6081",1,659,"Spain","Female",42,2,0,1,0,0,162734.31,1
"5862",1,562,"France","Male",48,3,92347.96,1,1,1,163116.75,0
"8020",1,683,"France","Female",73,8,137732.23,2,1,1,133210.44,0
"2868",1,559,"Spain","Female",27,1,0,1,0,1,1050.33,0
"7798",1,502,"Germany","Male",33,5,174673.65,2,1,0,33300.56,0
"2287",1,618,"Germany","Male",44,5,157955.83,2,0,0,139297.71,0
"3351",1,670,"Spain","Male",35,2,124268.64,2,0,1,84321.03,0
"3864",1,674,"France","Female",28,3,0,1,1,0,51536.99,0
"4467",1,413,"Spain","Male",35,2,0,2,1,1,60972.84,0
"2657",1,779,"Spain","Female",34,5,0,2,0,1,111676.63,0
"6157",1,794,"Spain","Male",33,8,0,2,0,0,91340.02,0
"9442",1,651,"France","Female",33,1,96834.78,1,1,0,108764.69,0
"7066",1,527,"Spain","Male",53,8,0,1,1,1,51711.57,0
"5797",1,554,"Spain","Female",45,4,0,2,1,1,193412.05,0
"2987",1,570,"Germany","Male",42,0,107856.57,2,1,0,127528.84,0
"4164",1,627,"France","Female",35,7,0,2,0,1,193022.44,0
"9882",1,687,"Spain","Female",40,1,0,2,1,0,8207.36,0
"7665",1,602,"France","Male",35,8,0,1,1,1,22499.29,0
"6618",1,678,"Germany","Female",54,1,123699.28,2,0,1,105221.76,0
"9904",1,606,"France","Female",36,10,0,2,0,1,155641.46,0
"6699",1,725,"France","Female",31,6,0,1,0,0,61326.43,0
"3514",1,790,"France","Female",33,10,135120.72,1,0,0,195204.99,0
"5456",1,805,"Germany","Female",45,9,116585.97,1,1,0,189428.75,1
"5702",1,625,"Germany","Female",49,4,128504.76,1,1,0,126812.63,1
"6138",1,652,"France","Female",51,3,0,1,1,0,173989.47,1
"3443",1,850,"Germany","Female",30,8,154870.28,1,1,1,54191.38,0
"9955",1,645,"France","Male",45,6,155417.61,1,0,1,3449.22,0
"5337",1,530,"France","Female",55,4,120905.03,1,0,1,123475.88,1
"1750",1,552,"France","Male",42,9,133701.07,2,1,0,101069.71,1
"3313",1,664,"France","Female",31,7,104158.84,1,1,0,134169.85,0
"567",1,438,"Spain","Female",54,2,0,1,0,0,191763.07,1
"9961",1,795,"Germany","Female",33,9,104552.72,1,1,1,120853.83,1
"8599",1,678,"Spain","Female",49,1,0,2,1,1,102472.9,0
"5341",1,680,"Spain","Male",42,0,0,1,1,0,136377.21,0
"4055",1,602,"France","Female",56,3,115895.22,3,1,0,4176.17,1
"8811",1,674,"France","Female",21,9,120150.39,2,1,1,33964.03,0
"4374",1,546,"Spain","Female",45,2,0,1,0,0,197789.83,1
"9398",1,766,"France","Female",52,7,92510.9,2,0,1,66193.61,0
"3678",1,631,"Spain","Male",33,2,0,2,1,1,158268.84,0
"6480",1,648,"Spain","Male",49,5,0,1,1,0,149946.43,1
