"","y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"14149",1,0.997001499,34,1,0.616011505,2085,8,3,1,4,0,1
"9897",1,0.934410132,46,0,1.325593761,5641,10,0,3,0,4,1
"12871",1,0.079293081,90,2,0.027710327,7000,11,0,0,1,0,1
"6960",1,0.048594526,67,0,0.114377338,13096,12,0,2,0,1,0
"2847",1,0.023687007,66,1,0.262245918,3000,8,0,1,0,0,0
"12565",1,0.823438106,42,2,0.316909295,6250,8,0,0,0,3,1
"2363",1,0.134660682,42,0,0.440337224,6167,3,0,1,0,5,0
"8172",1,0.005508366,51,0,0.274778018,8333,12,0,2,0,5,0
"8857",1,0.256790772,70,0,0.805634913,10150,20,0,2,0,0,1
"6706",1,0.051349128,43,0,0.306455484,4166,6,0,1,0,1,0
"14875",1,0.9999999,52,0,0.537431237,4180,5,2,2,0,2,1
"8495",1,0.554379777,28,1,0.227874155,3400,3,0,1,0,0,1
"12868",1,0.9999999,52,0,0.056587091,7916,1,1,0,1,2,1
"13783",1,1.020704908,33,1,0.288608261,3800,4,1,0,0,0,1
"11584",1,0.24008282,53,0,0.04429557,10000,3,0,0,0,0,1
"12248",1,0.073896305,51,0,0.359477124,2600,4,0,2,0,1,1
"12479",1,0.734144222,44,5,0.054945055,3275,3,1,0,0,0,1
"11588",1,0.9999999,39,0,0.008482278,3300,0,1,0,0,1,1
"14212",1,1.311352682,62,1,0.214431309,4905,3,3,0,0,0,1
"3328",1,0.027283765,74,0,0.002401222,4580,4,0,0,0,0,0
"10804",1,0.506264104,51,3,0.283345013,4280,6,2,0,1,1,1
"638",1,1.512199458,44,1,0.571177785,6265,11,0,1,0,2,0
"13073",1,1.111988801,50,0,0.258435391,4000,4,0,0,0,0,1
"15323",1,1.043647891,31,0,0.382245989,4674,5,0,1,1,0,1
"11339",1,0,36,1,0.599189021,3205,6,1,1,2,2,1
"7499",1,0.031140633,45,0,0.075146243,20000,9,0,0,0,0,0
"6963",1,0.404428083,60,0,0.433420366,6510,12,0,1,0,0,0
"7551",1,0.038375248,64,0,0.050324946,6000,7,0,0,0,0,0
"5093",1,3.564637939,49,3,0.322621035,9583,12,1,1,0,0,0
"3772",1,0,80,0,0.011831361,6000,8,0,0,0,0,0
"121",1,0.008999719,61,0,0.358034971,1200,9,0,1,0,0,0
"386",1,0.055588382,33,0,0.146599375,4160,7,0,0,0,0,0
"732",1,0.01555156,59,0,0.067327723,12000,10,0,1,0,0,0
"12322",1,0.9999999,42,0,0,3000,0,0,0,0,2,1
"13836",1,0.058389031,70,0,0.174603175,14300,17,0,2,0,1,1
"9624",1,0.814098642,68,0,0.183966552,5500,16,3,1,0,0,1
"5224",1,0.911688217,41,0,0.810780875,5416,6,0,2,0,0,0
"223",1,0.293603986,71,0,0.682526989,2500,10,0,2,0,1,0
"5305",1,0.828890038,52,1,0.404047676,12500,15,0,3,0,0,0
"2042",1,0.068929982,56,0,0.132366502,11928,9,0,1,0,0,0
"11120",1,0.00757815,42,1,0.366780147,5580,8,0,3,1,2,1
"5936",1,0.068494312,36,0,0.398593835,5546,7,0,1,0,2,0
"9468",1,0.903810119,31,0,0.417152373,1200,4,0,0,0,0,1
"8516",1,0.047060392,63,0,0.728098873,2750,4,0,1,0,0,1
"16043",1,0.891015569,25,1,1.621285418,1446,6,0,1,0,0,1
"12179",1,0.358640287,44,1,0.077694729,5083,20,0,0,0,4,1
"13282",1,0.9999999,25,0,0.038431975,1300,6,0,0,0,0,1
"2333",1,0.638585514,32,0,0.214557089,5000,13,0,0,0,0,0
"7886",1,0.06101868,65,0,0.560675343,2842,8,0,2,0,1,0
"9226",1,0.347059358,37,0,0.438760207,6000,9,0,1,0,3,1
"7207",1,0.009708738,63,0,0.306224443,2200,4,0,1,0,0,0
"15933",1,0.755376182,60,0,0.242485549,3459,6,1,0,1,0,1
"12192",1,0.009805186,65,0,0.720659918,8000,4,2,2,0,4,1
"3300",1,0.00119996,74,0,0.765778126,5101,9,0,5,0,0,0
"6527",1,0.626148366,61,0,0.212494776,4785,7,0,0,0,0,0
"10720",1,0.026605891,45,0,0.083314819,4500,9,0,0,0,0,1
"8981",1,1.009462759,30,2,0.570130264,3300,11,5,0,2,4,1
"4914",1,0.637009075,29,0,0.302821595,4500,8,0,0,0,1,0
"7926",1,0.955579771,51,0,0.530306186,4800,7,0,2,0,3,0
"6214",1,0.042812701,58,0,0.251052515,4512,5,0,2,0,0,0
"10832",1,0.889521561,54,0,0.173935511,9675,5,0,1,0,3,1
"11579",1,0.971751412,63,1,0.600393701,2539,8,0,0,0,0,1
"3672",1,0.373141222,55,1,0.158709751,35000,28,0,3,0,0,0
"9831",1,0.9999999,66,0,0.193286166,6642,3,0,1,0,0,1
"13975",1,0.333931904,40,1,0.653856186,11500,13,0,6,0,1,1
"6223",1,0.406427995,52,0,2.286285486,2500,12,0,2,0,2,0
"3073",1,0.051311663,83,0,0.368421053,3400,6,0,1,0,0,0
"9353",1,0.385843489,51,0,0.170408887,4230,9,0,1,0,0,1
"10997",1,0.9999999,28,0,0.17775571,4027,1,2,0,0,0,1
"3110",1,0.399647499,55,0,0.170220832,10550,8,0,1,0,0,0
"4991",1,0.800875628,46,0,0.939665472,1673,5,0,0,0,1,0
"4575",1,0.704921675,41,1,0.128374325,3333,7,0,0,0,0,0
"295",1,0.268881776,51,0,0.074316378,13603,9,0,1,0,1,0
"12401",1,0.683077466,62,2,0.195707816,5078,3,1,0,0,2,1
"7692",1,0.9999999,65,0,0.046829431,12000,4,0,0,0,1,0
"16222",1,3.067762719,40,0,0.361046432,7300,7,1,2,0,4,1
"14589",1,0.081234806,49,0,0.289871013,10000,7,0,1,0,1,1
"357",1,0.417561248,49,0,1.012634454,5856,21,0,5,0,0,0
"9971",1,0.023255138,27,0,0.138141576,5240,11,1,0,0,0,1
"8409",1,0.232226657,59,6,6.094452774,2000,16,2,1,2,1,1
"546",1,0.007999714,69,0,0.047000195,10233,4,0,0,0,0,0
"3345",1,0.016191453,39,0,0.45068323,4024,10,0,1,0,0,0
"13040",1,0.380287814,60,0,0.54796477,4200,9,0,2,0,0,1
"10764",1,0.9999999,50,2,0.188844731,7296,8,5,0,3,1,1
"13600",1,0.9999999,51,0,0.008796481,2500,0,1,0,0,4,1
"8937",1,0.356971311,44,0,0.466152528,3500,6,0,0,0,2,1
"11257",1,0.612181958,36,3,0.23194341,2685,7,1,0,1,1,1
"9425",1,0.601214259,47,0,0.476470088,11750,14,0,2,0,2,1
"14907",1,0.46036445,48,0,0.249182849,5200,10,0,0,0,0,1
"10388",1,0.95129255,53,3,0.248299834,6616,13,0,0,0,1,1
"14757",1,0.9999999,40,1,0.649982859,2916,2,4,1,0,2,1
"1077",1,0.86203845,57,0,0.682923921,8385,18,0,1,0,0,0
"9054",1,0.982007197,33,1,0.24221651,3500,5,1,0,0,0,1
"3",1,0.06311272,57,0,0.068586283,5000,17,0,0,0,0,0
"15116",1,1.08062805,48,1,0.535996671,7208,16,0,2,0,1,1
"15298",1,0.9999999,71,0,0,7300,0,0,0,0,0,1
"6908",1,0.376817633,33,0,0.119387605,6792,11,0,0,0,2,0
"688",1,0.114174515,55,1,0.414067541,4648,15,0,2,0,0,0
"3467",1,0.077830739,57,0,0.505415508,10432,12,0,2,0,0,0
"1498",1,0.00531022,67,0,0.006569552,3500,24,0,0,0,0,0
"11214",1,0.9999999,30,0,0.37151187,2400,3,0,0,0,3,1
"14800",1,0.680935812,47,0,0.982668977,7500,16,0,1,0,1,1
"3157",1,0.9999999,24,0,0.018990505,2000,0,1,0,0,0,0
"10796",1,2.014975042,38,7,0.486752792,4566,10,1,1,1,3,1
"15640",1,0.9999999,30,0,0,2200,0,2,0,0,3,1
"7452",1,0,60,0,0,7391,3,0,0,0,0,0
"6995",1,0.300569947,37,0,1.040480635,8571,15,0,3,0,0,0
"5952",1,0.15124221,57,0,0.310868031,2833,11,0,0,0,0,0
"9269",1,1.00909909,78,1,0.331839821,3570,6,2,0,1,0,1
"13937",1,1.0062041,54,2,0.727869479,15690,15,0,2,0,3,1
"369",1,0.016214665,34,0,0.630146711,8451,17,0,2,0,2,0
"5727",1,0.392754088,53,0,0.384852675,9400,9,0,1,0,1,0
"15509",1,0.522606616,47,0,0.510578935,4300,12,0,1,0,1,1
"8126",1,0.142660473,42,0,0.523916293,2675,18,0,1,0,0,0
"9061",1,1.177911044,25,0,0.16713527,3200,5,0,0,0,2,1
"5702",1,0.148416822,26,0,0.095322327,5087,6,0,0,0,1,0
"1715",1,0.441280542,45,0,0.634685637,5200,11,0,2,0,0,0
"8206",1,0.012461753,54,0,0.222196691,4351,11,0,1,0,0,0
"5380",1,0.417872773,53,1,0.635373847,9000,19,0,4,0,0,0
"13256",1,0.9999999,29,0,11,0,3,0,0,0,3,1
"4754",1,0.106854794,44,1,0.249791701,6000,11,0,0,0,4,0
"2516",1,0.126561598,80,0,0.456744726,5166,11,0,2,0,0,0
"12561",1,0.004289295,28,0,0.003633061,1100,5,0,0,0,0,1
"8898",1,1.020549641,33,1,0.940019349,3100,15,3,1,1,2,1
"3447",1,0.193278519,69,0,0.123899576,9200,8,0,0,0,0,0
"5849",1,0.350716198,48,1,1.088691796,4058,17,0,2,0,1,0
"6447",1,0.033081011,82,0,0.009229755,9100,8,0,0,0,0,0
"10151",1,0.737003058,48,2,0.51206553,4516,8,0,1,0,2,1
"3188",1,0.017628324,38,0,0.175664096,2333,7,0,0,0,0,0
"15393",1,0.188517566,62,3,0.817720351,6500,16,0,3,2,0,1
"9082",1,0.9999999,57,1,0.903609639,10000,5,0,2,2,0,1
"11645",1,0.99380124,46,3,0.189523672,6948,8,2,0,0,2,1
"11071",1,0.68350984,52,0,0.792630677,3500,20,0,2,0,2,1
"4168",1,0.233238606,48,0,0.343349536,9051,8,0,2,0,1,0
"3571",1,0.243042376,59,0,0.178172255,6083,12,0,0,0,1,0
"9611",1,0.903946248,52,0,1.706146927,2000,9,0,2,1,0,1
"4665",1,0.30409951,60,0,0.172755418,8074,5,0,0,0,0,0
"11220",1,0.706922397,82,2,0.703231152,6034,16,0,2,0,1,1
"10931",1,0.976047904,46,1,0.049006296,8100,2,1,0,0,2,1
"2475",1,0.028485757,56,0,0.118568995,2934,3,0,1,0,1,0
"6915",1,0.118647041,50,0,0.017044975,11850,5,0,0,0,0,0
"7244",1,0.011129742,34,0,0.546431312,3908,15,0,2,0,0,0
"647",1,0.535997576,66,0,0.779512462,3650,10,0,2,0,0,0
"9017",1,1.439372325,46,1,0.168674699,3900,7,1,0,0,0,1
"13295",1,0.9999999,39,0,0.041063929,15000,1,0,0,0,4,1
"12982",1,0.722664831,45,0,0.426030525,8320,7,0,2,0,2,1
"10435",1,0.042189282,30,1,0.158613795,3000,6,0,0,0,1,1
"14300",1,0.9999999,68,1,1.380070105,1996,7,1,1,0,0,1
"10564",1,0.934810952,35,0,0.388736553,4740,9,0,2,1,2,1
"6655",1,0.806306681,32,0,0.131635325,4200,4,0,0,0,0,0
"12137",1,0.4546851,30,0,0.118981907,3260,5,4,0,1,1,1
"4811",1,0.723130709,64,1,0.118395811,44308,16,0,2,0,0,0
"3346",1,0.38021563,49,0,0.466396659,7900,11,0,1,0,2,0
"3637",1,0.260376554,49,0,0.437941608,7500,9,0,2,0,1,0
"16149",1,1.027331511,50,1,0.577627772,11406,9,0,2,0,0,1
"16139",1,0.667205798,51,1,0.542664819,5050,11,0,0,0,0,1
"6027",1,0.185562887,62,0,0.243093923,3800,4,0,1,0,0,0
"10165",1,0.974763407,51,2,0.621683968,2600,4,0,1,2,2,1
"14267",1,0.947442636,28,2,0.271970012,2400,7,0,0,0,1,1
"8116",1,0.409772966,66,0,0.514362057,4490,12,0,2,0,0,0
"7170",1,0.9999999,26,0,0.037277147,1850,3,1,0,0,0,0
"80",1,0.001165252,78,0,0.104097236,5100,8,0,0,0,1,0
"1400",1,0.128513106,44,0,0.19960733,4583,6,0,1,0,0,0
"16443",1,0.9999999,29,0,0.018177687,4400,1,2,0,0,1,1
"1382",1,0.990648178,36,0,0.650401482,1618,4,0,0,0,2,0
"1203",1,0.149155048,67,0,0.099983336,6000,6,0,0,1,1,0
"4532",1,0.169880861,46,0,0.189084575,5166,11,0,1,0,2,0
"13492",1,0.9999999,51,1,0.58696105,4800,3,1,2,0,0,1
"9053",1,1.210788023,39,2,1.459482214,4750,10,0,5,0,0,1
"8342",1,0.375631378,28,0,0.035988004,3000,5,0,0,0,0,0
"1107",1,0.277744451,48,0,0.422385077,1500,8,0,0,0,0,0
"4483",1,0.148893012,64,0,0.213464863,9832,8,0,1,0,0,0
"5198",1,0.146107157,40,0,0.266479225,3200,6,0,0,0,1,0
"11415",1,0.819523465,43,0,2.179937952,966,10,0,1,0,2,1
"12979",1,1.131386861,49,5,0.49569564,3600,10,1,0,0,0,1
"11115",1,0.9999999,51,1,0.615943225,6058,8,0,2,1,0,1
"9497",1,0.291765134,56,3,0.392173763,5800,13,0,2,1,0,1
"7868",1,0.307175013,71,0,0.266953125,12799,18,0,2,0,0,0
"7852",1,0.888286917,50,0,0.784814346,15000,14,0,4,0,3,0
"3404",1,0.01638681,52,0,0.156791027,4100,10,0,1,0,0,0
"8920",1,0.071503031,65,0,0.410103491,5700,9,0,2,0,1,1
"14038",1,0.502095833,68,0,0.387224829,2770,10,0,1,0,0,1
"15132",1,1.128589263,36,1,0.239466794,4200,6,2,0,0,2,1
"2318",1,0.177700804,64,0,0.475378788,1583,7,0,1,0,3,0
"7378",1,0.114584743,45,0,1.308269173,10000,16,0,7,0,6,0
"9332",1,0.301727992,61,2,0.550543024,3590,8,0,2,0,2,1
"7863",1,0.082207897,67,0,0.404836051,5458,16,0,2,0,0,0
"4012",1,0.345956755,29,0,0.229070288,6700,5,0,1,0,0,0
"2536",1,0.124184703,39,1,0.138811824,10452,6,0,1,0,2,0
"14920",1,0,27,0,0,2300,2,0,0,0,0,1
"7167",1,0.17764445,58,0,0.217472816,8000,8,0,2,0,0,0
"12437",1,0.141656829,55,0,0.729919327,2850,7,0,2,0,0,1
"2298",1,22000,38,0,1.080020131,3973,7,0,2,0,3,0
"12753",1,0.683239059,47,5,0.716453047,7645,13,0,2,4,2,1
"622",1,0.061549706,52,0,0.427508055,9000,17,0,6,0,1,0
"8846",1,0.225555301,54,3,0.301973853,3900,11,1,0,0,3,1
"14471",1,0.577422577,42,1,0.277874396,5174,4,0,1,1,3,1
"11267",1,0.9999999,42,0,0.352413499,4681,2,0,1,2,2,1
"15338",1,0.361190717,40,0,0.772556861,4000,19,0,2,0,3,1
"15720",1,1.210526316,38,1,0.012567838,3500,2,7,0,1,0,1
"12729",1,0.859210204,35,0,0.960259935,4000,11,0,2,0,1,1
"13623",1,0.310031943,57,3,0.530503413,4687,17,0,1,0,0,1
"11937",1,0.9999999,42,3,0.49390122,5000,6,0,1,0,0,1
"10874",1,0.404769332,61,1,0.228221742,4166,15,0,1,0,0,1
"14402",1,0.9999999,39,0,0.158785083,2600,1,2,0,0,1,1
"515",1,0.9999999,59,0,0.435009998,6500,5,0,2,0,0,0
"15310",1,0.755310524,49,0,0.313223233,8900,11,1,1,0,0,1
"2792",1,0.368673358,57,0,0.254089545,17666,20,0,2,0,2,0
"7916",1,0.304379708,64,0,1.096543845,3500,4,0,1,0,0,0
"5232",1,0.13005035,42,0,0.381441237,15000,7,0,1,0,2,0
"5151",1,0.181619853,68,0,0.151590106,14149,9,0,1,0,0,0
"1233",1,0.084739643,60,1,0.226163552,8400,12,0,1,0,0,0
"5231",1,0.566752318,27,1,0.275718451,2400,6,0,0,0,0,0
"4131",1,0,34,0,0.189874911,8473,9,0,0,0,3,0
"13075",1,0.894210746,37,4,0.313171707,4000,6,3,0,2,3,1
"2030",1,0.506044596,78,0,0.879242587,2798,9,0,2,0,0,0
"11145",1,0.820080267,32,1,0.206164098,2400,6,1,0,1,0,1
"3254",1,0.013802821,79,0,0.023554604,1400,11,0,0,0,0,0
"3020",1,0.303934173,53,0,0.562739543,6000,8,0,2,0,1,0
"13382",1,0.640925112,72,0,0.687670657,4760,8,0,1,0,0,1
"1394",1,0,58,1,0.202184814,5583,7,0,2,0,0,0
"15845",1,0.878940155,52,0,0.595330739,8223,21,0,1,0,0,1
"3799",1,0.335778795,45,0,0.052368454,8000,9,0,0,0,0,0
"2133",1,0.991667929,53,1,0.489939847,4820,9,0,2,0,3,0
"14057",1,0.9999999,37,0,0,4151,0,0,0,0,2,1
"14894",1,0.9999999,52,4,0.247944339,7904,13,2,1,1,0,1
"2101",1,0.474022496,30,0,0.018958483,4166,2,0,0,0,2,0
"14540",1,0.752113444,47,2,0.533915379,4466,6,6,1,0,1,1
"6729",1,0.008972814,54,0,0.001894537,3166,3,0,0,0,0,0
"9933",1,0.334235166,42,0,0.367726455,5000,11,0,1,0,0,1
"15479",1,0.042165085,64,2,0.194083996,7166,13,1,0,0,2,1
"838",1,0.336637537,61,0,0.044414536,5200,4,0,0,0,1,0
"9029",1,0.740518962,66,0,0.001195522,9200,1,0,0,1,0,1
"8548",1,0.451073268,51,0,0.265250719,12523,11,0,2,0,3,1
"1881",1,0.334071467,49,0,0.29984938,8630,14,0,2,0,0,0
"16398",1,1.018229656,51,2,0.537820726,3000,7,3,1,0,1,1
"6603",1,0.716566866,21,0,0.086378738,300,2,0,0,0,0,0
"5711",1,0.046290342,66,0,0.592376588,4800,11,0,1,0,0,0
"12461",1,1.045049995,52,6,0.576109735,5248,11,2,2,1,0,1
"13746",1,1.002997003,38,0,0.807596202,2000,5,0,0,0,0,1
"15432",1,0.9999999,31,98,0,1440,0,98,0,98,1,1
"317",1,0.9999999,53,0,0.299666752,3900,8,0,0,0,2,0
"1508",1,0.007698637,55,0,0.226749812,9300,10,0,2,0,4,0
"10033",1,0,53,0,0.342614076,9050,15,0,4,0,1,1
"10920",1,0.9999999,49,0,0.227843427,2707,3,0,0,0,1,1
"8095",1,0.010795886,64,0,0.355437051,8625,12,0,1,0,0,0
"1055",1,0,63,0,0.26662636,4961,9,0,2,0,0,0
"15701",1,0.234865214,31,0,0.89812671,4750,7,0,2,0,0,1
"3440",1,0.786069652,31,0,0.123438281,2000,2,0,0,0,2,0
"15211",1,0.9999999,47,0,0.64928292,2300,5,0,1,1,0,1
"4045",1,0.348248214,63,1,0.459357723,8500,12,0,2,0,0,0
"2526",1,0.763402179,34,0,0.288701458,5690,6,0,0,0,0,0
"9626",1,0.356440593,38,1,0.346776973,2900,4,0,0,0,3,1
"15447",1,0,54,1,0.475725816,8300,10,1,3,0,0,1
"15366",1,0.011852414,61,0,0.011618481,3700,9,2,0,1,0,1
"5310",1,0,45,0,0.403704026,11500,6,0,1,0,2,0
"6409",1,1.472351765,36,0,0.187415557,5180,4,2,0,0,3,0
"11154",1,0.9999999,25,0,0.111203665,2400,2,4,0,0,0,1
"13832",1,0.9999999,57,1,0.339051999,5653,4,0,2,0,2,1
"2824",1,0.255396501,26,0,0.090833564,3610,2,0,0,0,0,0
"6554",1,0.191278973,66,0,0.067801906,6400,5,0,0,0,0,0
"9345",1,0.241456569,37,1,0.808063979,3000,12,0,1,0,2,1
"1357",1,0.008796498,50,1,0.443690939,8994,21,0,2,0,0,0
"9812",1,0.9999999,64,0,0.007596961,2500,1,0,0,0,0,1
"12411",1,0.751366484,39,1,0.209477124,3059,3,3,0,2,1,1
"8890",1,0.051134134,48,0,0.4029036,8609,13,0,1,0,4,1
"8668",1,0.173902309,53,0,1.079730067,4000,10,0,2,0,2,1
"3746",1,0.246250092,46,0,2294,0,9,0,2,1,2,0
"15903",1,0.9999999,31,0,0.193241314,2100,1,1,0,0,1,1
"239",1,0.046174773,48,0,0.193381593,2900,9,0,0,0,0,0
"4524",1,0.630984747,73,0,0.476357741,3700,7,0,1,0,0,0
"8870",1,0.030603939,42,0,0.436569651,4500,15,1,2,0,0,1
"16662",1,0.750960799,35,2,0.164488017,3671,2,0,0,0,2,1
"6090",1,0.123431961,73,0,0.926514544,13716,32,0,3,0,0,0
"3631",1,0.016482531,71,0,0.155364697,7800,7,0,2,0,0,0
"6446",1,0.018403257,44,0,0.50281767,5500,13,0,1,0,4,0
"15626",1,0.509543935,50,2,0.304690778,11916,11,0,3,2,2,1
"881",1,0,83,0,0,5200,1,0,0,0,0,0
"4948",1,0.9999999,49,0,0.39734448,4066,5,0,1,0,0,0
"9223",1,0.504875941,40,2,0.236601579,4813,13,0,1,0,1,1
"2508",1,0.531188826,47,0,1413,0,11,0,0,0,1,0
"12512",1,0.853305241,23,1,0.197125898,3200,5,1,0,1,0,1
"8109",1,0.105722218,32,0,0.136955776,5833,7,0,0,0,4,0
"5958",1,0.163578733,52,0,0.02736266,4750,2,0,0,0,2,0
"16165",1,0.863136863,51,0,0.149306675,3100,3,0,0,0,0,1
"2086",1,0.068841385,55,1,0.688253434,10700,19,1,2,0,0,0
"14988",1,0.53613678,57,0,0.157432696,5125,27,0,0,0,1,1
"1172",1,0,41,0,0.249458484,2769,2,0,1,0,0,0
"3668",1,0.9999999,33,3,0.099296649,7250,2,1,0,1,1,0
"12265",1,0.616766467,36,3,0.503580852,2652,9,1,0,1,1,1
"5025",1,0,43,0,2.170207448,4000,9,0,3,0,1,0
"7502",1,0.152694449,32,0,0.012921089,6500,4,0,0,0,0,0
"11577",1,0.793047484,62,5,0.314386135,8250,18,0,1,0,0,1
"11547",1,0.9999999,44,0,0,4400,0,0,0,0,3,1
"16138",1,0.490886835,76,1,0.628649635,10959,20,0,4,0,0,1
"7210",1,1.077792221,50,1,0.679909345,7500,5,0,2,0,1,0
"6496",1,0.036509675,60,0,0.431989366,2256,8,0,1,0,0,0
"1500",1,0.340390683,48,2,0.416579879,4800,14,0,0,0,1,0
"12132",1,0.919483507,52,8,0.754922128,10208,19,4,4,2,1,1
"1310",1,0.006705751,69,0,0.166483063,7261,5,0,2,0,0,0
"4531",1,0.358502117,41,0,0.52408289,7141,13,0,2,0,0,0
"8696",1,0.9999999,25,1,0.147821947,4200,4,2,0,0,0,1
"13463",1,0.022947476,67,0,0.650050743,16750,12,0,5,0,0,1
"5707",1,0.430629129,30,0,0.137937419,5400,6,0,0,0,1,0
"10756",1,1.018836279,36,0,0.333427442,3541,4,0,0,0,1,1
"7901",1,0.041191762,87,0,0.003747658,1600,11,0,0,0,0,0
"8503",1,0.123953206,54,2,0.96992596,13100,24,0,6,0,4,1
"16258",1,0.330167555,62,0,0.593351662,4000,8,0,2,0,0,1
"2469",1,0.251441135,49,0,0.282137456,5950,12,0,1,0,1,0
"15697",1,1.21012152,36,1,0.314171457,4000,4,0,1,0,2,1
"1365",1,0,40,0,0.013607331,3600,1,1,0,0,4,0
"585",1,0.638806011,55,1,3.959013662,3000,12,0,5,0,0,0
"14841",1,0.9999999,27,2,0.002482416,2416,1,0,0,0,0,1
"15138",1,0.440294582,47,0,0.132083001,2505,2,3,1,0,3,1
"8386",1,0.955545894,52,1,0.524949909,10480,11,0,3,0,1,1
"6388",1,0.287451392,80,0,0.683954619,1850,8,0,1,0,0,0
"1145",1,0.062297923,54,0,0.165498913,12416,3,0,1,0,2,0
"13244",1,0.925390992,44,2,0.627946703,5853,15,0,3,0,2,1
"15145",1,0.9999999,25,0,0.1745503,1500,1,0,0,0,0,1
"16571",1,0.9332617,41,3,0.438092797,3900,12,1,0,1,5,1
"12354",1,0.916324597,37,1,0.300225734,3100,6,0,0,0,0,1
"13681",1,0,63,3,0.861207228,2600,5,1,2,0,0,1
"13531",1,0.626471121,71,0,0.416940054,3352,18,1,0,0,0,1
"2746",1,0.48005294,57,1,0.117505583,5820,9,0,0,0,0,0
"7225",1,0.139888162,59,0,0.482868951,7500,14,0,2,0,1,0
"13026",1,0.63224517,57,1,1.319347319,3431,11,0,5,0,2,1
"4677",1,0.196665775,36,0,0.081955843,8650,5,0,0,0,1,0
"7039",1,0.042271854,54,0,0.339263804,4889,9,0,2,0,1,0
"9164",1,0.945928825,38,0,0.700085958,12796,9,0,3,0,2,1
"7718",1,0.004249823,73,0,0.250319898,6251,10,0,2,0,0,0
"5892",1,0.936544563,53,1,0.510992056,5412,5,1,2,0,0,0
"1786",1,0.156964345,39,0,0.129225247,6685,5,0,0,0,2,0
"13588",1,1.152450091,32,1,0.24790084,2500,2,1,0,0,0,1
"11063",1,0.9999999,47,2,0.130512408,5600,6,0,0,1,0,1
"7920",1,0.172915361,64,1,0.1896295,22833,12,0,1,0,1,0
"16616",1,1.024575352,53,3,0.547098854,5583,14,0,3,1,1,1
"15528",1,0.930738409,48,0,0.56473921,6000,13,1,1,0,1,1
"9620",1,0.998423508,55,0,0.620213911,15800,10,0,2,0,0,1
"10402",1,0.147487709,36,1,0.369691923,1200,5,0,0,0,2,1
"1164",1,0.05810561,60,0,0.243589744,3899,9,0,1,0,0,0
"174",1,0.812686228,43,0,0.655458451,6750,14,0,4,0,0,0
"7539",1,0.130221354,40,0,0.75044991,5000,3,0,1,0,0,0
"413",1,0.584541546,43,0,0.369815092,2000,3,1,0,0,2,0
"383",1,0.800995025,39,1,0.288406625,1750,5,1,0,0,0,0
"15291",1,0.061301627,40,1,0.854557641,4475,9,0,2,0,4,1
"11301",1,0.407973334,29,0,0.187893728,3650,4,0,0,0,0,1
"1944",1,0.074351832,55,0,0.139586139,8166,3,0,2,0,2,0
"11869",1,0.544953916,45,0,0.406966321,7808,12,0,2,0,1,1
"10705",1,0.9999999,23,0,0.089385475,1789,0,1,0,0,0,1
"7530",1,0,33,0,0.301165581,5833,5,0,2,0,0,0
"3753",1,0.001766608,29,0,0.105610561,3029,9,0,0,0,0,0
"6038",1,0.485042393,78,0,0.264547091,3333,5,0,1,0,0,0
"8376",1,0.635720859,68,1,0.218071277,25000,27,0,3,0,0,1
"555",1,0.009399373,60,0,0.098390161,10000,2,0,1,0,1,0
"3251",1,1.019564272,47,0,0.186936499,15416,11,0,1,0,2,0
"13101",1,0.234988352,48,0,0.103203612,4650,10,0,0,0,1,1
"4898",1,0.242328285,62,0,0.502675097,8223,22,0,1,0,2,0
"2796",1,0.506443788,43,0,0.55822089,2000,8,0,0,1,0,0
"7483",1,0.049119395,53,0,0.218450028,14167,22,0,3,0,1,0
"5905",1,0.001903058,55,0,0.335640671,6500,22,0,2,0,0,0
"5788",1,0.647073389,55,0,0.360667377,2816,7,0,0,0,0,0
"12064",1,0.703703704,52,0,0.03992016,500,2,0,0,0,0,1
"7374",1,0.723793677,22,0,0.006496752,2000,1,0,0,0,0,0
"13840",1,0.860241984,52,0,1.13398086,7000,18,0,4,0,1,1
"4915",1,0.702821648,63,0,0.494202319,2500,9,0,1,0,0,0
"9433",1,1.063793621,46,2,0.122292569,3000,2,1,0,1,0,1
"382",1,0.519302673,40,0,0.765896315,8004,12,0,3,0,0,0
"7628",1,0.087158584,47,2,0.502229846,2914,9,0,1,0,3,0
"3013",1,0.004559166,67,1,0.052745665,11071,7,0,1,0,0,0
"7382",1,0.097266832,81,0,0.004548094,10333,3,0,0,0,0,0
"15907",1,0.785375811,54,0,1.09343332,4933,14,0,2,0,2,1
"2846",1,0.010994879,68,0,0.324815271,3247,5,0,1,0,0,0
"10081",1,1.043824701,55,0,0.004824259,1450,1,0,0,0,0,1
"14481",1,0.981826443,40,0,0.780177586,4166,6,0,2,0,2,1
"7955",1,0.825669778,35,0,0.24335133,5000,5,0,0,0,0,0
"9219",1,0.350671077,58,0,0.410527864,6800,9,0,5,0,0,1
"5989",1,0.012600792,44,0,1.219945014,4000,10,0,3,0,3,0
