"","y","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"2901",1,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
"4354",1,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6
"1186",1,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
"691",1,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6
"393",1,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
"4678",1,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4
"420",1,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
"2589",1,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
"3902",1,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7
"277",1,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
"73",1,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5
"2315",1,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7
"2610",1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
"4132",1,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
"2248",1,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5
"4860",1,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6
"2337",1,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
"4892",1,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
"998",1,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
"2386",1,7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,6
"226",1,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
"704",1,6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6
"3756",1,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
"4747",1,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6
"674",1,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,7
"4658",1,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7
"1398",1,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
"4791",1,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
"2571",1,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6
"4778",1,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
"3458",1,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
"449",1,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
"4646",1,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
"3586",1,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
"1767",1,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
"76",1,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8
"2864",1,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6
"1220",1,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
"1615",1,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
"1681",1,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
"4458",1,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
"3854",1,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6
"1889",1,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5
"3823",1,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
"3888",1,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8
"3263",1,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5
"4397",1,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7
"1575",1,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7
"2412",1,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6
"3642",1,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
"116",1,6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,9
"3462",1,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
"2509",1,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6
"2765",1,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
"3387",1,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
"4199",1,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8
"4374",1,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6
"1591",1,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8
"3068",1,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
"3632",1,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5
"1788",1,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6
"825",1,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
"2843",1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
"1464",1,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
"4080",1,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
"3884",1,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7
"4460",1,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5
"1094",1,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6
"3633",1,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
"3009",1,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
"3288",1,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
"3656",1,7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4
"3695",1,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5
"236",1,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
"4565",1,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
"2755",1,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
"306",1,7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6
"1295",1,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
"2537",1,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
"779",1,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
"3329",1,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5
"3975",1,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
"3776",1,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7
"648",1,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7
"3792",1,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
"2086",1,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
"4585",1,6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6
"3254",1,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
"4804",1,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
"1984",1,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6
"1871",1,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
"3157",1,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
"3281",1,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4
"4813",1,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
"1143",1,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
"1536",1,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
"222",1,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
"1228",1,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
"3247",1,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8
"4687",1,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7
"3524",1,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
"2096",1,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
"2733",1,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5
"2172",1,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
"280",1,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
"151",1,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5
"2781",1,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
"4733",1,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5
"3981",1,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
"1584",1,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6
"246",1,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4
"2672",1,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5
"152",1,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
"2428",1,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7
"1438",1,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6
"2575",1,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5
"4300",1,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6
"11",1,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5
"4272",1,6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4
"1949",1,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
"698",1,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
"3236",1,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5
"336",1,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6
"3356",1,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
"1508",1,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
"206",1,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7
"438",1,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
"213",1,6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5
"2288",1,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
"1740",1,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
"3666",1,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7
"158",1,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"2247",1,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
"159",1,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5
"1013",1,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5
"1422",1,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6
"1873",1,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
"1837",1,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
"1839",1,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
"3980",1,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
"1397",1,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
"3819",1,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5
"458",1,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,5
"1590",1,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5
"693",1,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
"495",1,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7
"3866",1,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
"4594",1,6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5
"1847",1,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6
"3704",1,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
"1191",1,6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5
"2156",1,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5
"538",1,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5
"343",1,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5
"563",1,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7
"4766",1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"4014",1,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7
"1023",1,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6
"3703",1,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
"4160",1,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
"1055",1,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6
"3449",1,7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7
"4547",1,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5
"316",1,6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
"1613",1,6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8
"656",1,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6
"1317",1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
"2190",1,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5
"630",1,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6
"4226",1,5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7
"1417",1,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6
"1410",1,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
"3064",1,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
"2972",1,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7
"3122",1,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
"3935",1,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6
"3796",1,5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6
"1208",1,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
"2929",1,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6
"2125",1,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7
"2112",1,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7
"2270",1,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8
"3282",1,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5
"4410",1,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
"2455",1,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6
"54",1,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8
"618",1,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6
"1338",1,7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6
"2359",1,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5
"3058",1,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6
"303",1,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
"2327",1,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
"770",1,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
"2535",1,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
"3018",1,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5
"1110",1,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5
"4362",1,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5
"3457",1,5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6
"2228",1,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
"4771",1,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
"512",1,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6
"3232",1,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
"2872",1,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
"1340",1,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5
"3300",1,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
"4173",1,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
"1318",1,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
"1933",1,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
"40",1,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7
"1526",1,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6
"881",1,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5
"2263",1,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
"3490",1,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
"50",1,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7
"4869",1,4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7
"4081",1,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
"2012",1,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6
"2155",1,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7
"4601",1,5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,7
"1669",1,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6
"2419",1,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
"4573",1,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5
"2420",1,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6
"1705",1,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
"2809",1,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6
"3164",1,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
"4249",1,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6
"3668",1,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5
"3060",1,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
"2539",1,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5
"4355",1,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
"3638",1,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
"138",1,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
"1316",1,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4
"3710",1,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5
"2597",1,10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3
"3691",1,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6
"4535",1,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5
"4071",1,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5
"2534",1,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6
"2838",1,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
"4611",1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
"3141",1,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6
"4325",1,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9
"1402",1,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6
"2696",1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
"2986",1,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5
"4520",1,6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8
"1009",1,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
"84",1,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
"3019",1,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
"2625",1,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
"2854",1,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7
"2296",1,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
"5",1,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
"4315",1,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
"333",1,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
"2581",1,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
"1670",1,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
"1135",1,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6
"3728",1,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
"2728",1,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6
"755",1,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
"756",1,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7
"484",1,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
"1597",1,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
"2250",1,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,5
"3673",1,6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5
"1991",1,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5
"4417",1,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5
"2555",1,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7
"3726",1,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
"4511",1,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
"4649",1,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
"1623",1,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
"3097",1,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6
"4061",1,7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6
"4767",1,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5
"4448",1,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
"2741",1,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
"2440",1,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
"2806",1,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5
"188",1,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
"4124",1,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6
"1447",1,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6
"2796",1,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6
"3650",1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
"1817",1,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
"553",1,5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
