age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
65, ?,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Mexico, <=50K
28, Self-emp-not-inc,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
19, Private,9, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
18, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
58, State-gov,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
45, State-gov,13, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,6, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private,11, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
26, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,10, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov,9, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, >50K
47, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,2885,0,32, United-States, <=50K
45, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
40, Federal-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, ?, <=50K
39, State-gov,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, >50K
33, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,2, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
66, ?,9, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, <=50K
67, Self-emp-inc,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
45, Private,4, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, United-States, <=50K
60, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
19, Private,4, Never-married, Transport-moving, Unmarried, White, Male,0,0,25, Guatemala, <=50K
47, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
23, Private,10, Divorced, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
29, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,45, United-States, <=50K
50, Self-emp-not-inc,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Local-gov,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,22, United-States, <=50K
49, Private,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Self-emp-inc,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
39, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, ?,9, Never-married, ?, Own-child, White, Male,0,0,60, United-States, <=50K
39, Local-gov,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,9, Never-married, Sales, Own-child, White, Female,0,0,8, Mexico, <=50K
31, Private,10, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
23, Private,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
32, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2002,40, Iran, <=50K
54, Private,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1974,40, United-States, <=50K
18, Private,5, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
31, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
29, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
22, Private,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, United-States, <=50K
21, Private,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, United-States, <=50K
29, Private,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,7, Widowed, Other-service, Not-in-family, White, Female,0,0,27, El-Salvador, <=50K
71, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States, <=50K
27, Private,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
36, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Federal-gov,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Italy, <=50K
36, Self-emp-not-inc,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,20, United-States, >50K
38, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
64, ?,13, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, >50K
19, ?,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,7, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
39, Private,9, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
45, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private,9, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
20, Private,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,9, Separated, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
25, Private,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,28, United-States, <=50K
41, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,9, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, State-gov,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,24, ?, <=50K
31, Private,6, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Local-gov,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
38, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4064,0,40, United-States, <=50K
40, Private,10, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private,13, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
40, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
44, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
40, Private,10, Separated, Craft-repair, Unmarried, White, Male,4934,0,47, United-States, >50K
57, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
69, State-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
69, Private,10, Widowed, Adm-clerical, Not-in-family, White, Female,2050,0,24, United-States, <=50K
34, Private,8, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
49, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Greece, <=50K
56, Local-gov,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private,9, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
53, Local-gov,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
58, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, ?,4, Never-married, ?, Not-in-family, White, Female,0,0,32, Mexico, <=50K
33, Private,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States, <=50K
28, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
27, Self-emp-not-inc,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,78, United-States, <=50K
62, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, ?,4, Separated, ?, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
42, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
22, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Local-gov,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov,10, Divorced, Protective-serv, Unmarried, White, Male,0,0,48, Germany, <=50K
29, ?,10, Never-married, ?, Not-in-family, Black, Male,0,0,36, ?, <=50K
29, Private,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
24, Private,10, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K
26, Private,1, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,1719,40, Mexico, <=50K
30, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
40, ?,9, Married-civ-spouse, ?, Wife, Black, Female,3464,0,20, United-States, <=50K
18, Private,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,8, ?, >50K
24, Private,13, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
45, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
21, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
17, Private,6, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States, <=50K
48, Private,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
26, Private,10, Never-married, Other-service, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
19, ?,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
37, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
30, Private,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, ?,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States, <=50K
45, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc,9, Never-married, Sales, Unmarried, Black, Female,0,0,38, Germany, <=50K
23, Private,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States, <=50K
44, ?,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,42, Cambodia, <=50K
34, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
45, Private,13, Separated, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
44, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,90, United-States, <=50K
46, Self-emp-inc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
51, Private,16, Divorced, Craft-repair, Not-in-family, White, Female,4787,0,60, United-States, >50K
47, Self-emp-not-inc,9, Married-AF-spouse, Craft-repair, Husband, White, Male,0,0,90, United-States, <=50K
