"","y","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"3001",0,"MS","F",17,"R","GT3","T",4,2,"health","at_home","other","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",2,3,3,1,1,1,30,5,15,12
"3011",0,"GP","M",17,"R","GT3","T",1,1,"other","other","other","father",3,1,0,"no","yes","no","no","yes","yes","yes","no",3,1,3,1,2,1,0,12,10,13
"3021",0,"MS","M",17,"U","LE3","T",4,1,"at_home","services","reputation","mother",1,3,0,"yes","yes","no","yes","yes","yes","no","no",2,3,5,1,1,2,0,17,9,7
"3031",0,"GP","F",18,"U","GT3","T",1,2,"teacher","other","home","other",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,3,4,0,10,11,10
"3041",0,"GP","F",18,"R","GT3","T",3,1,"services","other","course","mother",1,1,0,"no","yes","no","no","yes","no","yes","no",4,1,5,1,1,3,0,15,8,10
"3051",0,"MS","M",17,"U","GT3","T",2,4,"at_home","other","course","mother",3,2,0,"no","no","no","no","yes","yes","yes","yes",5,5,4,2,2,1,0,12,10,14
"3061",0,"GP","F",15,"U","GT3","T",4,2,"other","health","course","mother",1,2,0,"yes","no","yes","yes","yes","yes","no","yes",3,3,1,5,1,5,5,14,5,11
"307",0,"GP","M",18,"U","GT3","T",1,2,"other","other","home","father",3,4,0,"no","yes","no","yes","no","yes","yes","no",5,2,4,1,2,4,6,16,16,11
"3081",0,"GP","F",18,"R","LE3","A",1,2,"services","services","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,5,1,5,5,4,14,10,10
"3091",0,"GP","M",16,"U","GT3","T",1,2,"other","other","reputation","father",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,5,0,13,10,11
"3101",0,"GP","F",18,"U","LE3","A",0,2,"other","services","course","mother",1,2,0,"no","no","no","no","no","no","no","no",5,2,3,1,2,5,2,10,12,0
"3111",0,"GP","M",18,"R","LE3","T",1,3,"other","services","reputation","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",4,4,4,1,1,3,4,15,11,12
"3121",0,"GP","M",16,"U","LE3","T",3,2,"other","health","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",5,2,2,1,4,5,0,8,16,9
"313",0,"GP","F",16,"U","LE3","T",2,2,"teacher","services","course","father",3,2,0,"yes","yes","yes","yes","yes","yes","yes","no",4,4,2,1,1,1,0,10,12,16
"3141",0,"GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,7,14,15
"3151",0,"GP","F",16,"U","GT3","T",4,4,"at_home","at_home","course","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,5,3,2,3,3,2,12,0,12
"3161",0,"MS","M",15,"U","GT3","T",1,1,"health","other","course","mother",1,3,3,"no","yes","no","no","yes","yes","yes","yes",4,2,4,1,2,5,0,14,8,9
"3171",0,"MS","F",18,"U","GT3","A",4,4,"other","other","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,14,15,14,10
"3181",0,"MS","F",16,"R","GT3","T",3,1,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,1,1,1,5,12,11,10,13
"3191",0,"GP","M",17,"U","LE3","T",2,3,"at_home","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,2,5,1,5,1,2,7,8,10
"3201",0,"MS","F",17,"R","LE3","T",3,3,"at_home","other","other","mother",3,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,3,1,1,5,0,8,17,12
"321",0,"GP","M",15,"U","GT3","T",3,3,"at_home","other","course","mother",1,1,0,"no","no","no","no","no","yes","yes","no",5,2,4,1,5,4,6,12,9,13
"3221",0,"MS","M",19,"U","GT3","T",3,4,"other","other","course","father",3,1,0,"no","no","no","no","yes","yes","no","yes",4,3,1,2,2,5,0,10,17,11
"3231",0,"GP","M",17,"U","LE3","T",1,1,"teacher","other","course","father",2,4,0,"no","yes","no","yes","no","yes","yes","no",4,2,3,1,2,1,12,7,9,11
"324",0,"GP","F",16,"R","GT3","T",1,3,"other","other","course","father",3,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,1,1,1,5,0,9,12,13
"325",0,"GP","F",16,"U","GT3","T",3,2,"services","at_home","other","mother",2,1,0,"no","no","no","no","yes","yes","yes","no",4,4,2,1,2,3,8,10,8,13
"3261",0,"GP","M",19,"R","GT3","T",1,3,"teacher","services","reputation","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,1,5,2,13,17,11
"3271",0,"MS","F",15,"R","GT3","T",2,2,"other","other","course","mother",1,2,3,"yes","yes","no","yes","yes","yes","no","yes",4,4,3,2,1,5,0,15,14,9
"3281",0,"GP","F",15,"U","GT3","A",1,2,"at_home","other","home","mother",1,2,0,"no","yes","no","no","yes","no","yes","no",4,2,3,1,2,5,6,12,12,8
"3291",0,"GP","F",18,"R","GT3","T",3,3,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","no","no",4,3,5,1,2,5,0,12,10,8
"3301",0,"MS","F",16,"U","GT3","T",3,1,"services","services","home","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",5,4,2,1,4,2,2,11,17,7
"3311",0,"GP","M",15,"R","LE3","T",1,2,"teacher","other","reputation","mother",2,2,0,"no","no","no","yes","no","yes","yes","no",4,4,5,1,1,4,12,6,14,17
"3321",0,"GP","M",16,"U","GT3","T",3,4,"health","services","reputation","other",1,3,0,"no","no","no","yes","yes","yes","yes","no",5,4,4,1,2,3,0,11,9,8
"3331",0,"MS","F",17,"R","LE3","T",2,3,"at_home","other","course","father",1,4,0,"yes","yes","no","yes","yes","yes","yes","yes",5,4,3,1,1,5,0,11,17,13
"3341",0,"MS","F",18,"R","LE3","T",2,1,"other","other","home","mother",2,3,0,"no","yes","no","no","yes","yes","yes","yes",4,4,5,2,2,5,4,16,10,14
"3351",0,"GP","M",19,"R","GT3","T",4,1,"health","services","reputation","mother",1,1,0,"no","no","no","no","no","yes","no","no",4,3,2,1,4,5,14,12,14,18
"3361",0,"GP","F",16,"U","GT3","T",1,3,"services","other","other","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,5,2,5,0,16,10,17
"3371",0,"GP","F",18,"U","GT3","T",3,1,"health","at_home","home","father",2,1,2,"no","no","no","no","no","yes","no","no",5,4,3,1,1,1,2,12,8,13
"3381",0,"GP","M",18,"U","GT3","T",3,4,"other","other","reputation","father",2,1,0,"no","no","no","yes","no","yes","yes","no",5,1,3,1,3,5,6,13,15,12
"3391",0,"GP","M",16,"U","GT3","T",3,3,"services","services","other","mother",3,3,1,"no","no","no","yes","no","yes","no","no",5,4,4,2,2,5,0,10,12,6
"3401",0,"MS","M",18,"U","GT3","T",4,1,"other","at_home","reputation","other",2,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,5,1,1,5,0,14,13,13
"3411",0,"GP","M",17,"U","LE3","T",1,4,"at_home","other","course","father",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,5,1,3,2,10,10,16,11
"342",0,"MS","M",18,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"no","no","no","no","yes","yes","no","no",4,4,3,1,1,4,2,13,13,16
"3431",0,"GP","F",18,"U","LE3","T",2,3,"services","services","course","father",3,2,0,"no","yes","no","yes","yes","yes","no","yes",5,3,3,5,3,3,2,12,12,15
"344",0,"GP","F",16,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"no","yes","no","yes","yes","yes","no","no",1,4,3,4,1,3,5,14,5,13
"3451",0,"GP","F",18,"U","LE3","T",3,3,"services","at_home","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,2,1,4,4,0,13,10,13
"3461",0,"MS","F",17,"U","GT3","T",4,4,"at_home","other","course","mother",4,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,4,3,3,2,12,14,13
"3471",0,"MS","M",17,"U","GT3","A",4,4,"services","services","course","mother",2,2,0,"no","no","no","no","yes","no","yes","yes",1,3,4,2,1,4,4,10,10,14
"348",0,"MS","M",17,"U","GT3","T",2,2,"at_home","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,5,8,9,13,12
"3491",0,"GP","F",15,"U","GT3","T",4,3,"other","services","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,2,1,2,1,0,11,13,11
"3501",0,"GP","M",16,"U","LE3","T",2,2,"other","services","home","mother",1,2,1,"no","no","no","yes","yes","yes","yes","yes",4,4,3,1,2,5,6,8,13,11
"3511",0,"GP","F",16,"R","GT3","T",1,3,"other","at_home","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,1,2,3,2,1,0,14,10,8
"3521",0,"GP","F",16,"R","GT3","T",4,2,"health","teacher","reputation","father",1,1,0,"no","yes","yes","yes","yes","yes","no","no",4,4,2,1,2,3,4,8,15,13
"3531",0,"MS","M",18,"R","GT3","T",4,1,"health","other","course","mother",3,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,5,1,1,1,8,10,9,12
"3541",0,"GP","F",15,"U","GT3","T",1,1,"at_home","other","course","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,1,2,3,6,13,15,14
"355",0,"GP","F",17,"R","GT3","T",4,3,"services","services","home","mother",2,2,0,"yes","yes","no","no","no","yes","yes","yes",5,3,2,1,2,4,22,10,11,14
"3561",0,"GP","F",17,"U","GT3","T",4,3,"services","other","home","mother",2,4,0,"no","no","yes","yes","no","yes","yes","no",3,3,5,3,3,4,2,12,9,12
"3571",0,"GP","M",16,"U","GT3","T",4,4,"other","other","course","mother",1,2,1,"yes","yes","no","no","no","yes","yes","no",3,4,5,1,1,5,0,14,14,13
"358",0,"MS","M",18,"U","GT3","T",1,1,"other","at_home","course","other",1,2,1,"no","yes","no","no","yes","yes","yes","yes",5,3,2,1,1,5,4,16,11,12
"3591",0,"GP","M",20,"U","GT3","T",4,1,"other","other","course","father",3,3,1,"no","no","no","no","yes","yes","yes","no",4,4,2,1,1,3,0,6,13,15
"360",0,"MS","F",15,"R","LE3","T",1,3,"at_home","at_home","course","father",2,2,1,"no","yes","no","yes","yes","yes","yes","no",3,2,3,1,1,1,2,11,9,12
"3611",0,"GP","M",18,"U","LE3","T",3,4,"teacher","other","course","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,1,5,2,1,5,0,17,10,13
"3621",0,"GP","F",16,"U","GT3","T",3,4,"services","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","no","yes","no",3,3,2,2,1,3,10,10,14,14
"3631",0,"GP","M",16,"R","GT3","A",3,3,"health","other","course","mother",1,1,1,"no","yes","no","no","yes","yes","yes","no",4,4,5,1,3,3,2,10,11,11
"3641",0,"MS","M",16,"U","GT3","T",1,3,"teacher","other","course","mother",1,2,1,"no","no","yes","no","no","yes","no","yes",3,1,4,1,2,3,4,12,12,12
"3651",0,"MS","F",19,"R","LE3","T",1,1,"health","other","other","mother",2,1,0,"no","no","no","no","yes","yes","no","no",4,2,3,1,1,5,6,15,9,9
"3661",0,"GP","M",17,"U","LE3","T",2,2,"other","services","home","mother",1,3,0,"no","yes","no","yes","yes","no","no","yes",4,1,3,1,4,4,4,7,18,7
"3671",0,"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","yes",4,3,3,1,1,5,0,8,14,11
"3681",0,"GP","M",18,"U","LE3","T",2,1,"at_home","at_home","course","mother",1,1,0,"yes","yes","no","no","yes","yes","yes","no",4,5,2,1,1,2,2,8,10,11
"3691",0,"MS","F",15,"U","GT3","T",4,4,"teacher","services","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,2,5,4,10,10,13
"3701",0,"MS","M",17,"U","LE3","T",1,3,"teacher","other","course","mother",1,1,0,"yes","no","no","yes","yes","yes","yes","yes",3,4,4,1,3,5,0,7,10,12
"3711",0,"GP","M",18,"U","GT3","T",3,1,"at_home","teacher","reputation","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,3,1,1,1,5,1,10,18,16
"3721",0,"GP","M",15,"U","GT3","T",3,4,"other","other","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,1,5,3,3,5,2,13,14,8
"3731",0,"MS","M",15,"U","GT3","T",1,2,"services","services","home","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",3,4,4,1,2,3,2,11,13,9
"3741",0,"GP","M",16,"U","GT3","T",4,1,"services","other","reputation","other",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,1,1,5,5,11,12,12
"375",0,"GP","F",15,"U","LE3","T",3,1,"other","services","reputation","father",1,1,0,"no","yes","no","no","no","yes","yes","yes",2,5,4,1,2,3,0,15,11,13
"3761",0,"GP","M",16,"U","LE3","A",4,2,"other","teacher","home","father",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,1,1,1,8,7,13,14
"3771",0,"MS","F",17,"U","GT3","T",1,3,"other","other","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,5,3,1,2,1,2,14,10,10
"3781",0,"MS","F",16,"U","GT3","T",4,3,"services","other","home","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,2,1,1,3,0,9,9,11
"3791",0,"GP","M",16,"U","GT3","T",2,3,"services","other","course","father",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,5,1,3,2,2,15,10,13
"380",0,"GP","F",15,"U","GT3","T",2,2,"at_home","teacher","reputation","father",3,1,0,"no","no","no","yes","yes","yes","yes","yes",4,4,2,1,1,4,0,9,10,14
"3811",0,"GP","M",17,"U","LE3","A",4,2,"other","other","home","father",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,1,2,5,2,13,13,13
"382",0,"GP","F",16,"U","GT3","T",2,2,"at_home","other","course","mother",2,3,0,"no","yes","no","yes","no","no","yes","no",4,3,5,3,2,4,0,10,12,11
"3831",0,"GP","F",17,"U","GT3","T",4,1,"at_home","at_home","course","mother",2,2,0,"no","no","no","no","yes","no","yes","no",5,2,4,1,3,1,0,15,11,11
"3841",0,"MS","F",17,"R","GT3","T",3,2,"other","teacher","course","mother",1,1,1,"no","no","no","yes","yes","yes","yes","no",4,3,5,2,4,3,0,7,13,14
"3851",0,"GP","M",19,"R","GT3","A",3,1,"other","other","reputation","mother",1,2,1,"no","no","no","no","no","yes","no","yes",3,4,4,3,2,3,13,15,0,10
"3861",0,"GP","M",17,"U","GT3","T",1,2,"other","other","home","mother",1,2,1,"no","yes","no","yes","yes","yes","no","no",3,4,4,2,3,4,4,10,14,10
"3871",0,"GP","F",17,"U","LE3","T",2,0,"health","services","course","mother",2,2,0,"yes","no","no","no","no","yes","yes","no",4,1,5,1,2,2,3,9,9,16
"3881",0,"GP","M",18,"U","LE3","T",4,1,"other","services","course","mother",2,2,0,"no","no","no","no","yes","yes","yes","yes",2,3,3,5,1,1,8,11,11,10
"3891",0,"GP","F",19,"U","GT3","A",1,3,"services","services","reputation","mother",2,2,1,"no","yes","no","no","no","yes","yes","yes",3,4,4,1,3,4,2,13,9,10
"390",0,"MS","F",16,"U","LE3","T",2,3,"other","other","course","father",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,3,1,1,2,5,2,11,13,0
"3911",0,"GP","F",15,"U","GT3","T",3,2,"teacher","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,5,1,2,5,2,16,9,13
"3921",0,"MS","M",17,"U","GT3","T",4,2,"at_home","teacher","course","mother",2,1,1,"no","yes","no","no","no","yes","yes","yes",1,4,5,1,5,5,2,18,9,13
"3931",0,"GP","F",15,"U","GT3","T",4,4,"other","other","course","father",1,1,0,"no","no","no","no","yes","yes","yes","yes",5,1,4,2,2,4,0,14,11,11
"3941",0,"MS","M",18,"U","GT3","T",4,4,"at_home","services","reputation","mother",1,4,1,"no","no","yes","no","yes","yes","yes","no",4,2,2,1,3,1,0,9,15,8
"3951",0,"GP","M",19,"R","GT3","T",4,3,"other","teacher","course","mother",1,2,1,"no","yes","no","no","yes","yes","no","no",5,2,2,1,2,3,2,6,16,10
"3961",0,"MS","M",16,"R","GT3","T",3,4,"other","other","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,2,5,1,1,3,0,7,9,10
"3971",0,"MS","F",17,"R","GT3","T",1,4,"at_home","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,3,2,2,5,4,10,9,10
"3981",0,"GP","M",18,"R","GT3","T",3,1,"other","other","home","mother",3,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,2,1,4,2,12,12,13
"3991",0,"GP","M",16,"U","LE3","T",2,4,"at_home","other","course","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",3,3,2,1,3,1,4,9,15,7
"4001",0,"MS","F",17,"R","GT3","T",2,1,"services","services","home","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",3,4,4,5,2,3,10,10,8,11
"4011",0,"MS","F",15,"U","GT3","T",4,4,"teacher","other","reputation","mother",1,4,1,"no","no","no","no","yes","yes","yes","yes",5,3,5,1,5,2,2,8,9,15
"4021",0,"GP","F",18,"U","LE3","T",2,2,"at_home","other","course","mother",4,2,0,"no","yes","no","yes","yes","yes","yes","no",2,4,5,1,1,5,0,8,18,10
"4031",0,"MS","F",16,"U","LE3","A",4,2,"services","services","course","mother",2,2,0,"no","no","no","yes","no","yes","no","no",5,2,3,1,4,4,0,7,8,14
"4041",0,"GP","F",16,"U","GT3","T",2,2,"services","other","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",5,5,4,2,3,5,0,13,9,15
"4051",0,"GP","M",15,"U","LE3","T",2,2,"at_home","services","reputation","mother",2,2,1,"no","no","no","no","yes","yes","yes","no",4,4,4,1,2,1,8,10,15,13
"4061",0,"GP","M",18,"R","GT3","T",4,2,"other","services","home","father",1,4,0,"no","no","yes","no","yes","yes","yes","no",3,2,2,1,1,5,4,10,12,12
"4071",0,"MS","F",17,"U","LE3","T",1,2,"at_home","other","reputation","other",1,2,0,"yes","yes","no","no","yes","yes","no","yes",5,3,4,1,1,4,0,14,12,13
"408",0,"MS","M",19,"R","LE3","T",2,4,"services","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",3,4,1,1,4,5,8,10,11,11
"409",0,"GP","M",17,"U","GT3","T",2,3,"services","other","course","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,3,3,1,1,1,0,11,14,12
"410",0,"GP","F",16,"U","GT3","T",4,4,"other","services","other","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,1,3,0,12,11,6
"4111",0,"GP","M",17,"R","GT3","T",1,2,"services","other","course","mother",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",4,4,4,1,1,4,6,13,10,12
"4121",0,"GP","M",16,"U","GT3","A",1,2,"other","teacher","reputation","mother",2,1,0,"no","no","no","no","yes","yes","yes","no",2,3,3,1,1,3,0,9,13,17
"4131",0,"GP","M",16,"U","GT3","T",1,2,"other","other","reputation","father",2,3,1,"no","yes","yes","yes","yes","yes","yes","yes",4,3,5,2,1,3,0,9,14,10
"414",0,"GP","M",16,"U","GT3","T",4,1,"teacher","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","no","no",4,4,5,1,3,3,12,14,14,9
"4151",0,"GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",4,5,3,1,3,3,2,11,12,11
"4161",0,"GP","F",19,"R","LE3","A",1,2,"at_home","other","other","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",2,3,2,1,1,4,2,12,8,7
"417",0,"GP","F",15,"U","LE3","T",3,1,"teacher","other","course","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,4,3,1,4,5,0,10,13,15
"4181",0,"GP","F",17,"U","GT3","T",3,3,"teacher","at_home","home","mother",1,3,0,"no","yes","no","yes","yes","yes","no","yes",4,4,1,2,5,5,2,13,7,13
"4191",0,"MS","F",16,"R","LE3","T",3,2,"teacher","other","course","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,2,5,1,1,1,0,13,8,16
"4201",0,"GP","M",15,"R","LE3","T",2,3,"teacher","services","reputation","mother",1,2,1,"yes","yes","no","yes","yes","yes","no","no",3,3,3,2,2,5,4,10,11,17
"421",0,"GP","F",16,"U","LE3","T",1,2,"at_home","services","other","mother",1,2,1,"no","yes","no","yes","yes","yes","yes","no",4,5,4,4,2,5,2,10,9,7
"4221",0,"MS","F",16,"R","GT3","T",2,4,"other","at_home","reputation","mother",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,4,1,4,1,0,11,17,13
"4231",0,"GP","M",17,"R","GT3","T",4,2,"services","services","home","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","yes",3,5,2,2,5,2,6,10,16,9
"4241",0,"GP","F",16,"U","LE3","T",4,1,"at_home","other","course","mother",2,2,0,"no","yes","no","yes","no","yes","yes","yes",3,5,3,1,1,4,4,8,10,11
"4251",0,"MS","F",17,"U","GT3","T",2,4,"other","other","course","other",2,2,0,"no","no","no","no","yes","no","yes","yes",1,4,3,1,1,2,0,9,16,14
"426",0,"GP","M",17,"U","GT3","T",2,4,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,2,1,1,2,0,6,13,17
"4271",0,"GP","M",18,"R","GT3","T",2,2,"services","services","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","yes",3,3,2,1,2,2,0,8,11,18
"428",0,"MS","F",16,"U","GT3","A",1,2,"services","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","no","yes",4,3,5,2,1,3,0,7,14,13
"429",0,"MS","M",16,"R","GT3","T",3,4,"other","at_home","course","mother",1,2,1,"no","yes","no","yes","no","yes","yes","no",1,4,4,1,3,5,4,7,15,14
"4301",0,"GP","M",17,"R","LE3","T",3,2,"at_home","other","course","mother",3,2,0,"no","yes","no","yes","no","yes","no","no",4,3,4,3,1,4,7,9,11,0
"4311",0,"MS","F",17,"R","GT3","T",3,2,"other","services","course","mother",1,3,0,"yes","no","no","yes","yes","yes","yes","no",4,4,3,1,4,5,0,17,12,0
"4321",0,"GP","M",15,"U","GT3","A",1,4,"services","other","course","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","yes",5,5,5,3,1,2,0,7,11,13
"4331",0,"GP","F",18,"U","GT3","T",1,3,"other","health","reputation","father",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,2,4,1,4,14,11,11,12
"434",0,"GP","F",17,"U","GT3","T",2,2,"other","other","other","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,4,3,1,3,5,2,8,5,12
"4351",0,"MS","F",15,"R","GT3","T",1,1,"at_home","services","course","mother",1,1,0,"no","yes","no","no","no","yes","yes","yes",4,3,2,1,3,5,8,17,0,12
"4361",0,"GP","M",15,"U","LE3","T",1,1,"teacher","services","course","other",2,2,1,"no","yes","no","no","yes","yes","yes","yes",4,4,4,1,2,3,2,12,14,14
"437",0,"GP","M",16,"U","LE3","T",3,1,"at_home","services","course","father",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,3,1,2,1,16,0,8,12
"4381",0,"GP","F",17,"U","GT3","T",4,1,"services","other","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","no",3,4,4,1,1,4,2,12,11,10
"4391",0,"MS","M",17,"R","LE3","T",4,2,"other","other","reputation","mother",2,2,0,"no","yes","no","no","no","yes","no","no",4,4,5,2,1,1,0,5,16,13
"4401",0,"GP","M",16,"R","GT3","T",4,3,"other","services","course","mother",2,2,2,"yes","yes","no","yes","yes","yes","yes","yes",3,2,5,2,2,2,5,9,12,9
"4411",0,"GP","F",18,"U","LE3","T",2,2,"teacher","other","course","other",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,5,0,10,12,14
"4421",0,"GP","M",18,"R","GT3","T",3,2,"other","other","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,4,2,1,1,5,0,11,5,14
"4431",0,"MS","M",16,"R","LE3","T",4,2,"teacher","health","home","father",2,2,0,"no","yes","no","no","yes","yes","no","yes",3,5,3,3,3,5,4,14,16,10
"4441",0,"MS","F",16,"U","LE3","T",2,2,"teacher","other","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",3,4,4,1,4,1,0,10,8,11
"4451",0,"GP","M",16,"U","GT3","T",4,2,"services","services","course","mother",1,2,0,"no","no","no","no","yes","no","yes","no",4,3,3,1,2,2,0,12,18,12
"4461",0,"GP","F",17,"U","LE3","A",3,4,"services","services","other","mother",1,2,0,"no","yes","no","yes","no","yes","yes","yes",3,5,3,1,1,4,8,14,15,13
"4471",0,"GP","F",17,"U","GT3","A",1,3,"at_home","services","home","mother",2,2,0,"no","yes","no","yes","no","yes","yes","no",4,1,3,1,1,1,3,11,10,0
"4481",0,"MS","F",17,"U","GT3","T",4,4,"at_home","services","home","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",2,4,5,1,1,5,12,13,9,13
"4491",0,"GP","M",18,"U","LE3","T",2,3,"services","teacher","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,3,2,8,10,8,15
"4501",0,"GP","F",18,"R","GT3","T",1,4,"teacher","health","home","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",4,3,3,1,4,1,0,12,11,8
"4511",0,"GP","F",17,"R","GT3","T",4,3,"at_home","other","course","father",1,1,0,"no","yes","no","yes","no","yes","yes","no",4,3,3,1,4,1,6,14,9,11
"4521",0,"MS","M",18,"U","GT3","T",4,2,"at_home","at_home","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,5,2,2,5,3,10,13,11
"4531",0,"GP","M",18,"R","LE3","A",4,2,"services","other","course","father",1,2,3,"no","yes","no","yes","yes","yes","yes","yes",5,4,5,2,1,3,10,10,14,14
"4541",0,"GP","F",16,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","yes","no","no","yes","yes","yes","yes",4,4,5,1,4,1,0,17,12,17
"4551",0,"GP","F",18,"R","GT3","T",3,2,"other","services","course","mother",2,1,0,"no","yes","no","no","no","yes","yes","yes",4,3,4,3,1,4,12,9,14,10
"456",0,"GP","M",15,"U","LE3","T",4,2,"at_home","at_home","home","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",3,2,5,4,5,5,2,12,11,11
"457",0,"MS","M",17,"U","GT3","T",1,4,"services","other","home","father",2,1,0,"no","yes","no","yes","no","yes","yes","yes",4,4,4,1,1,3,0,10,15,18
"4581",0,"MS","M",18,"U","GT3","T",4,1,"at_home","other","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","no","yes",2,2,5,4,2,3,1,13,0,12
"4591",0,"MS","F",17,"R","GT3","T",4,1,"services","other","home","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",2,4,5,2,4,1,6,8,12,8
"4601",0,"GP","M",16,"U","GT3","T",1,3,"at_home","services","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,5,4,1,4,5,2,9,16,10
"4611",0,"GP","F",19,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,2,1,1,3,0,12,14,0
