"","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"6839","p","x","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6848","p","f","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6853","p","f","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6868","p","x","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6872","p","x","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6873","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6874","p","x","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6878","p","f","y","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6879","p","x","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6881","p","f","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6885","e","k","f","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","g"
"6891","p","f","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6898","p","f","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6899","p","x","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6901","e","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","y","v","l"
"6902","p","k","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6917","p","k","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6918","p","f","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6922","p","k","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6927","p","f","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6939","e","b","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","g"
"6944","p","k","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6946","p","f","y","e","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"6949","p","x","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6950","p","k","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6951","p","k","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6953","e","x","f","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","g"
"6954","p","k","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6955","p","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6956","p","k","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6963","p","k","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6969","p","f","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6970","p","k","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6983","p","k","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6984","p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6989","p","f","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6993","p","k","y","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6998","e","k","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","g"
"7000","e","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","l"
"7001","p","k","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"7006","e","k","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","g"
"7009","e","k","s","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","g"
"7022","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"7031","p","k","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"7033","e","k","f","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7037","e","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","v","l"
"7039","p","k","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7045","p","f","y","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"7052","e","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","y","c","l"
"7054","p","x","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7060","p","x","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7066","p","x","y","n","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7067","p","k","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"7081","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"7090","e","k","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7094","p","f","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"7095","p","k","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7100","p","k","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7101","p","x","y","c","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7106","p","x","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7115","p","k","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7123","p","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7125","p","f","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7130","p","f","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"7132","p","k","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"7136","e","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","l"
"7142","e","b","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7152","p","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"7155","p","x","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7156","p","k","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"7164","p","x","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7165","p","f","y","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7170","p","k","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"7174","e","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","y","c","l"
"7182","e","f","y","c","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p"
"7183","e","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","c","l"
"7184","e","b","s","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7186","e","b","s","g","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7188","p","k","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"7189","e","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","y","c","l"
"7194","p","x","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7195","p","k","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"7201","e","k","f","g","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7207","p","k","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7208","p","k","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"7211","p","k","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"7215","p","k","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"7218","e","k","s","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7220","p","k","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"7226","p","k","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7229","e","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","y","v","l"
"7233","p","f","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7236","e","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","y","c","l"
"7237","e","b","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7239","p","k","y","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7248","p","k","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"7253","p","k","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"7256","e","k","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","g"
"7257","p","k","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"7263","p","f","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"7270","p","k","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"7274","e","k","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7277","e","k","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g"
"7283","p","k","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"7284","p","k","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7290","p","k","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"7291","e","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","l"
"7293","e","f","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","d"
"7299","p","k","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"7303","p","f","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7305","p","k","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"7321","p","f","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7325","p","k","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"7327","p","x","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7328","e","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","l"
"7338","p","k","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"7371","e","x","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"7372","p","k","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7379","e","k","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","g"
"7381","p","k","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"7399","e","b","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","g"
"7401","e","b","f","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g"
"7404","p","k","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"7407","p","k","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"7408","e","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","l"
"7410","p","k","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"7417","e","x","f","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g"
"7418","p","k","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"7421","p","k","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"7422","p","k","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7432","p","k","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"7443","p","k","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"7456","e","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","l"
"7461","e","x","f","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7465","p","k","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"7467","p","k","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"7475","p","k","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"7476","p","k","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7478","p","k","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"7479","p","k","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7480","e","b","f","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g"
"7481","p","k","y","n","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7482","e","f","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"7486","p","f","y","e","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7490","p","f","y","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"7491","e","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","y","c","l"
"7511","e","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","o","c","l"
"7513","p","k","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"7518","p","k","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"7519","p","k","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"7528","p","k","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"7529","e","b","f","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","g"
"7534","e","x","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","p"
"7541","e","x","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7545","p","k","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7548","e","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","n","v","l"
"7553","e","k","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","g"
"7570","p","k","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"7571","e","k","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","p"
"7575","p","k","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"7576","p","k","s","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7578","p","k","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"7586","e","x","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7588","p","k","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7594","e","k","s","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","g"
"7598","e","x","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"7601","p","b","y","y","f","n","f","w","n","w","e","c","y","y","y","y","p","y","o","e","w","c","l"
"7608","p","k","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"7612","p","k","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"7615","p","k","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7623","e","b","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7628","e","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","b","c","l"
"7630","p","k","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"7633","e","x","s","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7648","p","k","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"7654","p","k","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7672","e","x","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g"
"7673","p","k","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"7675","e","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","v","l"
"7676","p","k","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"7677","p","k","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7678","p","k","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7690","e","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","n","v","l"
"7693","e","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","n","c","l"
"7695","p","k","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"7700","e","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","v","l"
"7701","p","k","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"7708","p","k","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7712","p","k","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"7713","e","x","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g"
"7716","p","f","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"7721","e","b","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g"
"7722","e","x","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"7724","e","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","c","l"
"7734","p","k","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"7741","e","k","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7743","p","k","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7745","e","k","f","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7748","e","b","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7750","e","k","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7753","e","k","f","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","g"
"7754","e","x","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","g"
"7755","p","k","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7756","p","k","y","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"7761","p","k","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7762","e","x","s","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7764","e","b","s","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7772","p","k","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"7777","e","x","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","g"
"7781","p","k","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"7786","p","k","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"7805","p","k","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"7808","e","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","b","c","l"
"7809","p","k","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7828","p","k","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7834","e","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","b","v","l"
"7835","e","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","l"
"7841","e","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","l"
"7863","p","k","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"7868","e","x","s","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"7873","e","k","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","g"
"7877","p","k","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"7879","e","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","l"
"7883","e","x","f","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","g"
"7900","p","k","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7901","e","x","f","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g"
"7914","e","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","v","l"
"7922","e","k","f","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","g"
"7933","p","k","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7940","e","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","c","l"
"7942","p","k","y","e","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7951","p","k","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"7957","e","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","c","l"
"7963","p","k","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"7970","p","k","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7971","e","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","c","l"
"7981","p","k","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"7983","p","k","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"7992","e","k","s","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","g"
"7994","e","k","f","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"8003","e","x","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g"
"8004","e","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","o","v","l"
"8012","e","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","y","v","l"
"8014","e","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","l"
"8017","p","k","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"8022","p","f","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"8023","p","f","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"8027","e","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","n","v","l"
"8030","e","x","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"8031","e","k","s","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","g"
"8032","p","k","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"8033","p","x","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"8043","e","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","b","c","l"
"8044","e","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","b","v","l"
"8049","p","k","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"8057","e","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","y","v","l"
"8060","p","k","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"8062","p","k","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"8064","e","k","f","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","g"
"8067","p","k","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"8073","p","k","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"8083","p","k","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"8085","e","b","f","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","g"
"8086","e","k","f","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g"
"8094","p","x","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"8097","e","k","f","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","g"
"8116","e","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","l"
"8118","p","k","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"8124","e","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","c","l"
