"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"6172",352000,4,1.5,1440,8680,1.5,0,0,3,7,1440,0,1922,0,98178,47.502,-122.228,1440,9000
"6179",769000,4,3.5,3010,6202,2,0,0,3,9,3010,0,2005,0,98029,47.5533,-121.993,2520,5001
"6182",289950,4,1.75,2090,7416,1,0,0,4,7,1050,1040,1970,0,98031,47.4107,-122.179,1710,7527
"6192",1039000,4,2.25,2740,11343,1,0,2,5,10,1980,760,1953,0,98125,47.7117,-122.278,2790,10027
"6195",350000,4,2.5,2260,13755,1,0,0,4,9,2260,0,1975,0,98042,47.3767,-122.161,2650,13650
"6210",435000,3,2.5,3380,7074,2,0,0,3,8,2200,1180,1999,0,98019,47.7462,-121.978,2060,6548
"6220",640000,4,2.5,4090,215186,2,0,0,4,8,3670,420,1979,0,98092,47.2964,-122.116,2430,142005
"6222",253000,4,2,1910,7826,1,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826
"6226",292000,3,2.25,1780,9720,1,0,0,3,8,1280,500,1981,0,98059,47.4762,-122.156,1710,9790
"6227",289950,3,2,1670,7757,1,0,0,3,8,1670,0,1992,0,98030,47.3802,-122.207,2290,7859
"6230",360000,3,1.75,1255,1113,3,0,0,3,8,1255,0,2010,0,98103,47.6958,-122.343,1010,1038
"6231",269500,3,1.75,1840,7412,1,0,0,4,7,1240,600,1976,0,98031,47.3933,-122.188,1980,7350
"6232",449000,4,2.5,2960,6031,2,0,0,3,9,2960,0,2005,0,98038,47.3596,-122.04,2570,5012
"6233",375000,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,1948,0,98125,47.7197,-122.328,1540,7232
"6237",275000,5,2.25,1820,10500,1,0,0,4,7,1080,740,1979,0,98031,47.4058,-122.177,1820,7500
"6241",635000,3,3.5,1730,1349,3,0,0,3,9,1350,380,2009,0,98102,47.6224,-122.326,1830,3300
"6252",408000,3,2.5,2620,8403,2,0,0,3,8,2620,0,1991,0,98038,47.3675,-122.042,2190,7842
"6258",280000,2,1.75,1960,30144,1,0,0,3,7,980,980,1957,0,98031,47.4234,-122.212,1960,10140
"6259",668000,4,2.5,2670,4410,2,0,0,3,8,2670,0,1999,0,98075,47.5978,-122.038,2670,4410
"6277",353500,3,2.5,2020,4845,2,0,0,3,7,2020,0,2001,0,98038,47.3848,-122.033,1930,5134
"6284",675000,4,1.75,2440,7475,1,0,0,4,9,2040,400,1969,0,98052,47.6339,-122.096,2040,8480
"6285",499000,3,2.5,1720,5940,1,0,0,4,8,1000,720,1977,0,98052,47.6631,-122.129,1720,6136
"6290",490000,4,2.5,3020,8302,2,0,0,4,10,3020,0,1994,0,98042,47.363,-122.127,3020,8406
"6294",236000,3,1.75,1090,7647,1,0,0,3,7,1090,0,1994,0,98003,47.2613,-122.302,1660,9219
"6298",1450000,3,2.75,3940,9671,1,0,4,5,9,2140,1800,1967,0,98006,47.5654,-122.158,3390,9360
"6310",760000,4,2.5,2990,5280,2,0,0,3,9,2210,780,2003,0,98027,47.5353,-122.066,2990,6299
"6314",580000,3,2.25,1900,3960,1.5,0,0,3,8,1200,700,1905,0,98122,47.6122,-122.298,1310,3960
"6318",733000,3,1.75,1740,3060,1,0,0,5,8,950,790,1930,2014,98115,47.6816,-122.31,1800,3960
"6320",402000,4,1.75,1510,9176,1,0,0,5,7,1510,0,1957,0,98133,47.7651,-122.339,1480,9176
"6324",376000,3,2.25,1470,9140,2,0,2,3,7,1470,0,1982,0,98133,47.7162,-122.349,1400,8204
"6328",935000,3,2.5,3570,15151,1,0,0,4,8,2400,1170,1981,0,98177,47.7475,-122.364,3140,14375
"6341",480000,4,2.5,3620,16000,2,0,0,3,9,3620,0,1976,0,98038,47.3711,-122.06,2590,16000
"6344",260000,3,2.5,1600,2244,2,0,0,3,7,1600,0,2005,0,98056,47.4899,-122.164,1600,1700
"6346",260000,2,1,700,4800,1,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800
"6348",905000,4,2.5,3520,12193,2,0,0,4,10,3520,0,1993,0,98027,47.5535,-122.095,3470,11318
"6350",439500,4,1,1360,5500,1.5,0,0,3,7,1360,0,1950,0,98115,47.6878,-122.285,1530,5790
"6351",270000,3,2,1350,6696,1,0,0,5,6,680,670,1944,0,98056,47.4919,-122.187,1350,6700
"6357",239950,3,1,1900,33888,1.5,0,0,4,5,1900,0,1942,0,98001,47.2738,-122.271,1430,19200
"6363",250000,2,1.5,1088,1360,2,0,0,3,7,1088,0,1983,0,98034,47.7094,-122.213,1098,1469
"6364",264950,3,1.5,1400,10853,1,0,0,4,7,1400,0,1964,0,98055,47.4433,-122.194,1620,10849
"6378",8e+05,6,1,1430,20620,2,0,0,3,7,1430,0,1954,0,98004,47.6255,-122.209,2450,10080
"6389",379500,3,2.25,1830,25641,2,0,0,3,8,1830,0,1989,0,98059,47.4786,-122.112,1500,25641
"6390",6e+05,5,4.5,4440,9784,2,0,0,3,10,4440,0,2012,0,98168,47.4702,-122.275,2720,10080
"6394",549000,2,2,1980,6000,1.5,0,0,5,7,1220,760,1906,0,98103,47.6809,-122.351,1280,3900
"6398",144000,3,1,1250,8314,1,0,0,3,6,1250,0,1958,0,98058,47.4522,-122.178,1188,7700
"6400",258000,2,1,750,7000,1,0,0,3,6,750,0,1932,0,98024,47.5655,-121.89,1100,8777
"6404",350000,3,1.5,980,7790,1,0,0,5,7,980,0,1969,0,98034,47.7141,-122.213,1390,7280
"6405",225500,2,1.75,1590,11276,1,0,0,4,7,1590,0,1972,0,98002,47.3177,-122.21,1750,10687
"6407",279000,3,1.75,1750,9623,1,0,0,3,7,1150,600,1962,0,98198,47.3997,-122.313,1820,9623
"6408",470000,3,1,1460,8227,1,0,0,3,6,880,580,1948,0,98125,47.7009,-122.301,1530,8128
"6410",695000,3,2,2560,6800,1,0,1,4,8,1380,1180,1952,0,98136,47.5506,-122.395,1780,6800
"6414",481500,3,2.25,1840,10500,2,0,0,3,7,1840,0,1993,0,98034,47.7326,-122.234,1840,7374
"6418",722500,4,3.5,2600,5100,2,0,0,3,8,1820,780,2003,0,98117,47.6948,-122.395,2000,6720
"6421",585000,4,3,3400,5100,2,0,0,3,9,3400,0,2006,0,98038,47.3548,-122.002,3400,5672
"6425",257950,3,1.75,1370,5858,1,0,0,3,7,1370,0,1987,0,98198,47.3815,-122.313,1400,7500
"6433",279950,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,1914,0,98002,47.3109,-122.229,1070,4804
"6435",480000,5,2,1760,21562,1,0,1,3,8,1560,200,1959,0,98028,47.7597,-122.263,2150,12676
"6441",595000,3,1,1560,3960,1.5,0,0,4,7,1560,0,1907,0,98144,47.5936,-122.301,1280,3960
"6456",344950,4,2,2330,6250,1,0,0,4,7,1400,930,1941,0,98030,47.3782,-122.228,2050,9000
"6472",1153000,3,3.25,3780,10623,1,0,1,3,11,2650,1130,1999,0,98006,47.5506,-122.101,3850,11170
"6473",362000,4,2.5,2360,7370,1,0,0,3,7,1460,900,1985,0,98125,47.7201,-122.308,1590,9906
"6474",503500,3,2.5,1810,1750,2,0,0,3,7,1350,460,1997,0,98199,47.6513,-122.386,1640,1563
"6477",775000,4,1.75,2090,5050,1,0,0,4,7,1090,1000,1916,0,98117,47.6802,-122.358,1760,5000
"6479",417500,5,1.75,2060,10911,1,0,0,4,7,1360,700,1954,0,98177,47.7767,-122.365,2060,9688
"6482",525000,4,2.75,2910,6308,1,0,0,3,8,1640,1270,1985,0,98011,47.7352,-122.201,1970,7127
"6483",442500,4,2.25,2490,8700,1,0,0,3,7,1890,600,1976,0,98155,47.7397,-122.324,1470,7975
"6488",410000,5,2.75,2910,16410,1.5,0,0,4,8,2910,0,1967,0,98058,47.44,-122.145,1980,18000
"6489",245000,3,2.25,1700,8100,1,0,0,3,7,1200,500,1980,0,98038,47.3601,-122.046,1700,8100
"6490",194900,2,1,810,6697,1,0,0,4,6,810,0,1923,0,98002,47.3057,-122.216,1140,6695
"6491",284000,4,2.5,2000,5390,2,0,0,3,7,2000,0,2003,0,98042,47.3732,-122.129,2330,5390
"6493",280000,3,1.75,2080,87991,1,0,0,3,6,1040,1040,1970,0,98014,47.6724,-121.865,2080,84300
"6501",755000,3,3.25,3450,15586,2,0,0,3,11,2690,760,1989,0,98166,47.4294,-122.343,3560,15046
"6526",393000,2,1,830,5000,1,0,0,4,7,830,0,1921,0,98103,47.6914,-122.352,1110,5000
"6527",585000,5,2.25,2480,12614,1,0,0,4,8,1860,620,1979,0,98011,47.7393,-122.2,2470,12392
"6529",565000,2,1.75,1670,4008,1,0,0,3,9,1670,0,2005,0,98029,47.5539,-122.001,2330,3752
"6531",870000,3,2,2320,65340,1.5,0,0,3,9,2320,0,1992,0,98074,47.6106,-122.055,3100,59603
"6532",585000,4,2.5,1860,8117,1,0,0,4,8,1460,400,1966,0,98008,47.6228,-122.104,2040,8199
"6540",442500,4,2.25,1970,7902,1,0,0,3,8,1310,660,1960,0,98125,47.7249,-122.298,1860,8021
"6548",530000,3,2.5,2030,10958,2,0,0,3,8,2030,0,1983,0,98052,47.7251,-122.11,1960,10282
"6553",318400,4,2.5,1820,6916,2,0,0,3,7,1820,0,1994,0,98038,47.3862,-122.029,1680,6995
"6555",450000,3,1.75,1540,7490,1,0,0,5,7,1540,0,1971,0,98034,47.7222,-122.177,1270,7350
"6564",573000,4,2.25,2150,9520,2,0,0,4,8,2150,0,1979,0,98052,47.6885,-122.113,2000,9520
"6566",252750,4,1,1230,7410,1.5,0,0,3,7,1230,0,1944,0,98166,47.4798,-122.344,1020,7648
"6569",535000,4,2.5,2240,6920,1,0,0,5,8,1380,860,1974,0,98146,47.5011,-122.375,1540,7000
"6571",301000,3,1.75,1840,7200,1,0,0,4,7,1220,620,1968,0,98055,47.456,-122.209,1770,8075
"6572",6e+05,4,1.75,1740,7700,1,0,0,5,7,1740,0,1968,0,98008,47.6259,-122.111,1740,8120
"6578",908800,3,3,3420,7826,2,0,0,4,8,2430,990,1939,0,98144,47.5873,-122.29,980,6300
"6583",536000,3,1.75,1530,8503,1,0,0,4,7,1150,380,1983,0,98033,47.6872,-122.185,1610,8549
"6585",550000,3,2.25,1980,40887,1,0,0,4,8,1980,0,1980,0,98052,47.6478,-122.029,2460,35700
"6592",267500,3,1.75,1650,7807,1,0,0,3,7,1650,0,1986,0,98030,47.3514,-122.167,1810,8475
"6598",425000,3,1.75,2120,5992,1,0,0,3,7,1060,1060,1947,0,98125,47.7083,-122.308,1840,11000
"6599",370000,4,2.5,2130,4750,2,0,0,3,8,2130,0,2009,0,98058,47.4324,-122.184,2130,4071
"6605",6e+05,3,1.75,2930,19876,1,0,0,3,9,2030,900,1993,0,98072,47.7443,-122.17,2740,11499
"6621",601000,4,2.5,2090,6906,2,0,0,4,8,2090,0,1992,0,98029,47.5718,-121.996,2090,6370
"6623",371500,3,1,1650,6400,1,0,0,4,7,980,670,1954,0,98106,47.52,-122.365,1230,6400
"6626",367500,3,1.5,1410,9647,1,0,0,3,8,1410,0,1961,0,98177,47.7608,-122.361,2090,9272
"6629",850000,4,2.75,5440,239580,1,0,0,2,9,2720,2720,1969,0,98001,47.354,-122.293,1970,40392
"6636",4e+05,3,2,1350,7216,1,0,0,3,7,1350,0,1964,0,98177,47.7616,-122.365,1920,7600
"6644",639500,4,2.25,2330,8994,2,0,0,3,8,2330,0,1986,0,98052,47.7264,-122.104,2330,8396
"6646",378000,2,2.5,1700,2513,2,0,0,3,8,1700,0,2009,0,98065,47.5163,-121.878,1760,2891
"6647",265000,3,2.25,1750,9298,1,0,0,4,7,1410,340,1969,0,98058,47.4579,-122.164,1720,7875
"6652",176000,2,1,770,5200,1,0,0,5,6,770,0,1969,0,98042,47.3627,-122.087,1150,5330
"6653",350000,3,2.75,2370,4632,2,0,0,3,7,2370,0,2002,0,98038,47.3794,-122.022,2290,5012
"6664",525000,4,2.5,2840,4750,2,0,0,3,9,2840,0,2002,0,98058,47.4511,-122.121,2460,4750
"6672",870000,5,4,3400,5000,2,0,0,3,8,2320,1080,1900,2013,98107,47.6655,-122.363,1910,5000
"6673",710000,3,2.5,2830,9680,2,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691
"6675",590000,2,1,1530,6450,1,0,0,4,7,1530,0,1920,0,98117,47.6833,-122.398,1530,5000
"6679",830000,5,2.25,2710,19800,1,0,0,5,9,1910,800,1959,0,98005,47.5958,-122.175,2120,16400
"6698",769000,4,2.5,2440,6733,2,0,0,3,9,2440,0,1999,0,98074,47.6374,-122.064,2570,6496
"6709",455000,4,2.5,2950,4502,2,0,0,3,7,2950,0,2005,0,98059,47.5002,-122.151,2360,4502
"6710",458500,2,1.75,1160,6828,1,0,0,3,7,860,300,1941,0,98115,47.6937,-122.298,1250,6828
"6714",286000,4,2.5,1820,7930,2,0,0,5,7,1820,0,1989,0,98038,47.359,-122.05,1490,7930
"6715",2650000,4,3.5,4700,13730,2,0,3,3,11,3500,1200,1958,1995,98033,47.6899,-122.217,3210,15306
"6716",602000,4,1.75,2430,14000,1,0,0,4,7,1580,850,1963,0,98052,47.6554,-122.134,1910,8285
"6721",301000,2,1,910,9000,1,0,0,3,5,910,0,1923,0,98065,47.526,-121.81,1290,9000
"6730",617950,4,2.5,2410,7950,2,0,0,3,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713
"6744",275000,3,1.5,1510,16200,1,0,0,3,7,1510,0,1970,0,98031,47.3926,-122.167,1650,13950
"6753",815000,3,2.5,2790,53143,2,0,0,4,9,2790,0,1991,0,98077,47.7687,-122.036,2740,47916
"6758",415000,6,2,2500,5200,1,0,0,3,8,1250,1250,1966,0,98118,47.5517,-122.268,1800,5200
"6764",780000,4,2.5,3090,12511,2,0,0,4,10,3090,0,1998,0,98075,47.5932,-121.983,3100,10882
"6765",198000,3,1,860,5185,1,0,0,4,6,860,0,1968,0,98042,47.3634,-122.086,1120,5494
"6770",394000,5,3.25,3620,4650,2,0,0,3,8,2790,830,2004,0,98038,47.3552,-122.026,2850,4650
"6771",1335000,5,2.25,4200,5800,2.5,0,0,4,9,2910,1290,1906,0,98112,47.6284,-122.312,3060,5800
"6783",398500,4,2.5,2250,6064,2,0,0,3,8,2250,0,2005,0,98056,47.4956,-122.174,1520,7840
"6784",2250000,3,3,4040,7200,1.5,0,2,4,9,3340,700,1930,0,98112,47.6288,-122.284,3450,10800
"6792",390000,3,3,1550,1608,2,0,0,3,8,1280,270,2001,0,98122,47.6042,-122.303,1940,1883
"6801",645000,3,2.5,2930,19900,1.5,0,0,3,9,2930,0,1983,0,98077,47.7234,-122.066,3160,20492
"6811",256400,3,1.5,1490,7800,1,0,0,3,7,1010,480,1963,0,98003,47.3431,-122.304,1570,7800
"6816",473975,3,2.5,2330,3610,2,0,0,3,8,2330,0,1999,0,98074,47.6022,-122.021,1830,2948
"6817",320000,3,1.75,2000,9760,1,0,0,4,8,1400,600,1978,0,98058,47.4417,-122.134,1890,8089
"6819",580000,3,2,2040,4800,1,0,0,4,7,1020,1020,1925,0,98126,47.5561,-122.377,1640,4800
"6826",243000,3,1,1480,15416,1,0,2,4,8,1480,0,1955,0,98022,47.2142,-121.987,1190,10758
"6835",450000,3,1.75,1560,8968,1,0,0,4,8,1560,0,1972,0,98008,47.6243,-122.1,1990,8034
"6838",299000,3,2.5,1850,4600,2,0,0,3,7,1850,0,2005,0,98058,47.4661,-122.145,2160,4751
"6839",508000,2,1,1200,2500,2,0,2,3,7,1090,110,1927,0,98112,47.6304,-122.301,2690,4800
"6841",320000,2,1,1380,5820,1,0,0,3,7,1380,0,1918,1976,98117,47.6875,-122.392,1540,4076
"6849",426000,3,1,1130,9147,1,0,0,5,7,1130,0,1952,0,98033,47.7006,-122.197,1930,9906
"6854",772500,4,1,1720,4410,1.5,0,2,3,7,1720,0,1928,0,98117,47.6791,-122.402,2140,4500
"6857",525000,4,1.75,1650,8560,1,0,0,3,8,1650,0,1970,0,98052,47.6652,-122.146,1700,8560
"6858",280000,3,1.5,1370,11400,2,0,0,3,7,1370,0,1980,0,98045,47.4477,-121.77,1390,9600
"6862",110000,2,1,790,8250,1,0,0,3,6,790,0,1947,0,98188,47.4523,-122.286,900,8250
"6866",550000,2,1,1070,3000,1,0,0,4,7,870,200,1926,0,98103,47.6828,-122.353,1890,3300
"6870",312000,4,2.5,1830,5175,2,0,0,3,7,1830,0,2003,0,98038,47.3565,-122.016,1830,5175
"6876",425000,4,2,1490,5300,1,0,0,3,7,1110,380,1977,0,98144,47.5949,-122.296,1330,1499
"6889",424950,4,2.5,2760,5564,2,0,0,3,7,2760,0,2001,0,98056,47.4814,-122.189,2670,5626
"6890",230000,3,1,940,10875,1,0,0,3,7,940,0,1957,0,98056,47.5121,-122.168,1250,11200
"6894",9e+05,3,1.5,2160,2260,2,0,2,5,8,1620,540,1917,0,98119,47.6321,-122.371,2570,2400
"6902",505000,3,2.5,2400,9601,1,0,0,5,7,1390,1010,1977,0,98034,47.7256,-122.211,2010,9943
"6905",349900,4,2.5,2290,8796,2,0,0,3,8,2290,0,1994,0,98198,47.3762,-122.318,2130,8796
"6908",655000,3,1.75,1800,5102,1,0,0,3,7,1170,630,1952,0,98199,47.6514,-122.407,1720,5102
"6913",885000,4,2.25,4470,86225,2,0,0,3,10,4470,0,1991,0,98053,47.6377,-121.985,3850,97049
"6916",428040,3,2.5,2150,9266,2,0,0,3,8,2150,0,1988,0,98028,47.7445,-122.248,2150,12550
"6926",345000,3,1.75,1240,38095,1,0,0,3,7,1240,0,1978,0,98053,47.6522,-121.97,2060,38552
"6929",475000,3,1.75,1890,7560,1,0,0,3,8,1430,460,1973,0,98034,47.7322,-122.185,1890,9095
"6930",569000,4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,0,98053,47.6695,-122.05,2350,37920
"6935",223000,3,1,1220,71191,1,0,0,3,6,1220,0,1952,0,98023,47.3261,-122.353,1960,15378
"6940",8e+05,4,2.25,3220,8436,2,0,0,3,8,3220,0,1968,0,98008,47.6381,-122.116,2500,7632
"6958",210500,2,1.75,2040,8600,1,0,0,4,6,1430,610,1985,0,98003,47.2755,-122.308,1310,7859
"6960",1395000,5,3.5,4010,8510,2,0,1,5,9,2850,1160,1971,0,98105,47.6578,-122.286,2610,6128
"6968",316000,4,2.5,2010,7226,2,0,0,3,8,2010,0,1995,0,98092,47.2588,-122.21,2160,7696
"6972",665000,4,2,2970,52567,2,0,0,3,8,2970,0,1924,1985,98072,47.7333,-122.128,3280,46676
"6973",707000,5,2.5,3050,13212,1,0,0,4,8,1590,1460,1975,0,98006,47.5596,-122.142,2550,10826
"6980",750000,3,1.75,1590,8285,1,0,0,4,8,1590,0,1956,0,98004,47.5855,-122.194,1970,8970
"6986",217000,3,2,1690,6750,1,0,0,3,7,1210,480,1977,0,98023,47.3021,-122.375,1930,7350
"6987",583000,3,2.5,2600,5100,2,0,1,3,8,2600,0,1998,0,98056,47.5175,-122.205,2270,5400
"6990",303100,3,1.5,1640,5650,1,0,0,3,8,1640,0,1952,0,98178,47.509,-122.251,1640,5650
"6995",1295650,0,0,4810,28008,2,0,0,3,12,4810,0,1990,0,98053,47.6642,-122.069,4740,35061
"6997",359500,3,2.5,2070,4689,2,0,0,3,8,2070,0,2013,0,98038,47.3545,-122.056,1880,4593
"7005",365000,2,1,680,2550,1,0,0,4,5,680,0,1901,0,98117,47.6767,-122.388,1120,5100
"7015",725000,3,2,2110,5800,1.5,0,0,4,7,1990,120,1927,0,98103,47.6645,-122.342,1620,4300
"7016",413900,4,2.25,1770,5236,2,0,0,3,7,1770,0,2007,0,98056,47.5137,-122.189,2470,5064
"7018",4e+05,1,1,530,13679,1,0,0,4,6,530,0,1949,0,98053,47.6422,-121.954,1930,20624
"7020",292000,5,2.5,2490,7666,1,0,0,4,7,1490,1000,1989,0,98031,47.4022,-122.171,1930,7415
"7023",330000,2,1.5,1440,11954,1,0,0,4,8,1440,0,1978,0,98002,47.2909,-122.219,1460,9730
"7025",802500,4,2.25,1950,7000,1,0,1,3,8,1450,500,1957,0,98118,47.5426,-122.262,1840,6440
"7028",460000,3,2,1200,7320,1,0,0,3,7,1200,0,1955,0,98115,47.6986,-122.286,1750,8220
"7029",567000,3,2.5,2070,10908,2,0,0,3,8,2070,0,1986,0,98029,47.5665,-122.023,2220,10975
"7030",209950,3,1.75,1570,15570,1,0,0,3,7,1570,0,1981,0,98023,47.3207,-122.362,2000,28200
"7037",584000,3,2.5,1790,3962,2,0,0,3,8,1790,0,1992,0,98117,47.6894,-122.391,1340,3960
"7040",667000,3,1.5,1720,8100,2,0,0,3,8,1720,0,1907,0,98107,47.6746,-122.4,2210,8100
"7041",190000,3,1,1640,8100,1,0,0,3,6,1040,600,1939,0,98146,47.482,-122.34,1600,8100
"7042",430000,3,2,1730,9000,1,0,0,3,8,1370,360,1978,0,98027,47.5202,-122.047,2390,10000
"7044",475000,3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,98072,47.735,-122.159,2030,3710
"7049",390000,4,3,2860,5724,1,0,0,3,7,1730,1130,1983,0,98108,47.5427,-122.302,2340,7200
"7058",490000,4,2.5,2650,9627,1,0,3,4,8,1610,1040,1976,0,98028,47.7684,-122.254,2650,9221
"7062",295000,3,2,1380,8682,1,0,0,4,7,1380,0,1966,0,98148,47.4238,-122.322,1410,10594
"7074",354900,3,1,1720,16552,1,0,0,4,7,1720,0,1971,0,98059,47.4772,-122.153,1550,15457
"7078",1650000,4,3.25,3920,881654,3,0,3,3,11,3920,0,2002,0,98024,47.5385,-121.896,2970,112384
"7094",309000,3,2.5,1450,11480,2,0,0,3,7,1450,0,1990,0,98014,47.672,-121.864,2080,87991
"7097",411500,5,3,2420,7740,1,0,0,5,7,1360,1060,1929,1969,98106,47.536,-122.358,1840,6780
"7098",285000,4,3.5,2770,10505,2,0,0,3,8,2770,0,1940,2015,98133,47.7412,-122.355,1760,10505
"7106",330000,2,1,880,4000,1,0,0,3,6,780,100,1937,0,98117,47.6931,-122.379,950,4000
"7107",284000,3,2.5,2150,9375,1,0,0,3,8,1550,600,1968,0,98188,47.4578,-122.274,1950,9100
"7119",3e+05,6,2,2040,10812,1,0,0,4,5,2040,0,1943,0,98056,47.4919,-122.181,1440,10200
"7121",473000,4,3.5,4370,37193,2,0,3,3,8,2780,1590,1996,0,98022,47.241,-121.979,2860,39356
"7123",750000,2,1.5,1300,7632,1,0,2,3,7,1300,0,1943,0,98122,47.6134,-122.308,1420,1676
"7127",499950,3,1.5,1350,9315,1,0,0,3,7,1350,0,1968,0,98052,47.6587,-122.124,1840,9920
"7128",1735000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700
"7129",630000,3,2.5,2460,38794,2,0,0,3,9,2460,0,1999,0,98077,47.7602,-122.022,2470,51400
"7133",713400,3,2.25,1810,9845,1,0,0,4,8,1810,0,1959,1991,98040,47.5505,-122.221,1900,10083
"7137",222000,3,1,1460,8400,1,0,0,4,6,1460,0,1962,0,98023,47.3086,-122.365,1060,8563
"7138",510000,5,3.25,3400,4499,2,0,0,3,8,2740,660,2005,0,98065,47.5385,-121.88,3400,6163
"7140",605000,2,1,910,3600,1,0,0,4,7,910,0,1909,0,98119,47.6341,-122.361,1720,3600
"7144",210000,4,1.5,1130,7840,1,0,0,4,7,1130,0,1970,0,98023,47.2986,-122.377,1690,7840
"7151",255000,2,1,960,20954,1,0,0,3,7,960,0,1977,0,98045,47.4485,-121.774,1240,9752
"7153",394950,3,2.5,1090,7700,1,0,0,4,7,1090,0,1957,0,98008,47.607,-122.12,1740,7700
"7162",660000,3,3.5,2740,3785,2,0,0,3,9,2190,550,2001,0,98034,47.7195,-122.182,2060,3457
"7163",515000,3,1.75,1570,10939,1,0,0,3,8,1200,370,1974,0,98052,47.6389,-122.102,1760,10200
"7165",305000,2,1.5,1140,2980,2,0,0,3,7,1140,0,1988,0,98029,47.5707,-122.018,1150,2981
"7169",710000,4,2.5,2720,8000,1,0,0,4,7,1360,1360,1955,0,98136,47.5237,-122.391,1790,8000
"7174",420000,3,2.25,1800,9800,1,0,0,4,7,1300,500,1959,0,98028,47.7393,-122.244,1680,9545
"7180",470000,4,1.75,1650,7276,1,0,0,3,7,1010,640,1977,0,98011,47.7721,-122.206,1840,8550
"7185",358000,5,2.5,2390,8775,1,0,0,4,7,1270,1120,1980,0,98058,47.4639,-122.17,1800,8000
"7188",495000,3,2.5,1860,3150,2,0,0,3,8,1860,0,2001,0,98034,47.719,-122.182,2050,3375
"7189",758800,5,2.25,1750,5000,1,0,0,3,8,960,790,1940,0,98105,47.6589,-122.276,2580,5000
"7199",410000,3,2,1400,45738,2,0,0,4,8,1400,0,1981,0,98070,47.3624,-122.455,2390,56628
"7204",995000,4,3.5,2780,9550,2,0,4,5,10,2530,250,1978,0,98166,47.454,-122.373,2724,10634
"7207",628000,5,2.75,2830,11795,1,0,0,4,7,1710,1120,1960,0,98008,47.5828,-122.118,2460,10880
"7210",352500,4,2.5,2100,10750,1,0,2,4,8,2100,0,1967,0,98023,47.3338,-122.337,2310,10425
"7216",779950,4,2.75,2990,4298,2,0,0,3,9,2990,0,2014,0,98052,47.7101,-122.108,2990,4837
"7217",605000,4,2.25,2940,48788,1,0,0,5,7,1520,1420,1961,0,98028,47.7422,-122.245,2470,14900
"7224",650000,4,3,3720,57499,1,0,0,3,9,1880,1840,2003,0,98014,47.6469,-121.897,2560,26372
"7239",325000,3,2.75,2200,7000,1,0,0,4,7,1280,920,1977,0,98058,47.4574,-122.169,1670,7000
"7245",325000,3,1.5,1060,7488,1,0,0,5,7,1060,0,1977,0,98106,47.5549,-122.356,1300,6780
"7250",416000,3,1.5,1110,9762,1,0,0,4,7,1110,0,1963,0,98052,47.676,-122.15,1900,9720
"7256",350000,2,1,840,5551,1,0,0,3,6,840,0,1952,0,98118,47.5354,-122.28,1270,4652
"7257",659500,3,1.75,1820,5500,1,0,0,4,8,1620,200,1957,0,98115,47.6737,-122.283,2330,6050
"7258",395000,3,2.5,1630,15200,1,0,0,3,7,1120,510,1988,0,98072,47.7454,-122.103,2050,15200
"7261",710000,4,3,2750,7500,1,0,0,5,8,1630,1120,1966,0,98177,47.7134,-122.361,2440,7500
"7262",175000,1,1,620,8685,1,0,0,4,5,620,0,1976,0,98198,47.4095,-122.29,1300,12150
"7266",540000,3,2.5,1970,14876,1,0,0,3,7,1320,650,1981,0,98146,47.5031,-122.372,2030,8008
"7273",1065000,4,3.75,4260,9800,2,0,0,3,10,4260,0,2008,0,98033,47.6739,-122.172,1950,8970
"7281",8e+05,6,4.25,5480,189050,2,0,0,4,10,5140,340,1991,0,98031,47.412,-122.168,2470,10429
"7285",506000,2,1,1570,8210,1,0,0,4,8,1150,420,1952,0,98177,47.7221,-122.371,1680,8196
"7294",279900,3,2,1410,6600,1,0,0,4,7,1410,0,1990,0,98042,47.3596,-122.089,1750,7150
"7301",570000,2,1.75,1540,4025,1,0,0,4,7,1190,350,1908,0,98116,47.5876,-122.391,1950,4420
"7302",409000,3,2.5,2740,9168,2,0,0,3,9,2740,0,1991,0,98042,47.3835,-122.148,2690,10554
"7305",389000,4,1,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700
"7310",335000,2,1,1440,8842,1,0,0,3,7,840,600,1950,0,98155,47.7443,-122.325,1650,8461
"7316",265000,4,1.5,2050,7100,1,0,0,3,7,1050,1000,1963,0,98001,47.3395,-122.28,1950,7350
"7324",435000,4,1,1450,8800,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942
