"","y","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"2290",1,"F",0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10
"1735",1,"M",0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
"3481",1,"I",0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8
"1917",1,"M",0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11
"3451",1,"F",0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
"3499",1,"M",0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
"2891",1,"M",0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8
"2485",1,"M",0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
"124",1,"M",0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
"1022",1,"M",0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
"2882",1,"I",0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
"2255",1,"M",0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
"2490",1,"M",0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15
"3012",1,"I",0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8
"2058",1,"I",0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
"4035",1,"M",0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
"2524",1,"F",0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
"2205",1,"M",0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
"222",1,"F",0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
"563",1,"F",0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
"213",1,"F",0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
"3178",1,"F",0.505,0.41,0.135,0.657,0.291,0.133,0.195,15
"3577",1,"F",0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
"2765",1,"I",0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
"3449",1,"M",0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
"2309",1,"M",0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
"1938",1,"M",0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
"2139",1,"F",0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
"984",1,"F",0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
"3182",1,"M",0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
"1181",1,"M",0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
"1089",1,"I",0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6
"2542",1,"F",0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
"291",1,"M",0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
"1726",1,"M",0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
"3986",1,"M",0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
"2200",1,"F",0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
"372",1,"F",0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
"40",1,"M",0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
"4025",1,"I",0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
"3237",1,"I",0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
"3174",1,"M",0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
"2347",1,"F",0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
"1630",1,"I",0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10
"3534",1,"I",0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
"50",1,"F",0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
"3994",1,"M",0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
"4172",1,"M",0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8
"1144",1,"M",0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
"4054",1,"F",0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
"1973",1,"M",0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
"293",1,"M",0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
"164",1,"F",0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
"3639",1,"I",0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
"1016",1,"F",0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
"3462",1,"F",0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
"359",1,"M",0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
"2538",1,"I",0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
"841",1,"M",0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
"842",1,"F",0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
"1128",1,"M",0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
"723",1,"M",0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15
"3894",1,"I",0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
"1578",1,"I",0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8
"373",1,"F",0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
"2725",1,"I",0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8
"3223",1,"M",0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
"1864",1,"I",0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
"2794",1,"M",0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
"1978",1,"F",0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
"310",1,"M",0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
"3408",1,"I",0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6
"3844",1,"M",0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
"3396",1,"F",0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
"1477",1,"F",0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
"659",1,"I",0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
"2654",1,"I",0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
"1627",1,"F",0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
"493",1,"F",0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
"947",1,"F",0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
"3890",1,"M",0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12
"88",1,"M",0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
"3797",1,"F",0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
"2362",1,"M",0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
"92",1,"M",0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
"330",1,"I",0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
"2992",1,"M",0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
"3401",1,"M",0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
"1625",1,"M",0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
"269",1,"M",0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
"3993",1,"M",0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
"2678",1,"F",0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9
"3657",1,"I",0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11
"1807",1,"M",0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
"2497",1,"F",0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
"2080",1,"F",0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
"1178",1,"F",0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
"676",1,"F",0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
"319",1,"F",0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
"80",1,"F",0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
"2946",1,"F",0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
"647",1,"M",0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
"2504",1,"I",0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6
"3353",1,"F",0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15
"2266",1,"F",0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
"474",1,"F",0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
"466",1,"I",0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
"1428",1,"F",0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
"3414",1,"M",0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
"1722",1,"M",0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
"4055",1,"F",0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
"684",1,"M",0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
"877",1,"M",0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
"367",1,"M",0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
"2177",1,"F",0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
"1005",1,"F",0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
"3762",1,"M",0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
"2970",1,"M",0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
"3516",1,"F",0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
"3610",1,"F",0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9
"3635",1,"I",0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6
"553",1,"I",0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
"1629",1,"I",0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
"1860",1,"I",0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10
"1504",1,"F",0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10
"4122",1,"I",0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9
"1471",1,"I",0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9
"2284",1,"I",0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7
"696",1,"I",0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
"3699",1,"F",0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
"722",1,"M",0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
"4043",1,"F",0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
"259",1,"F",0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
"3909",1,"I",0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
"3836",1,"F",0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
"400",1,"M",0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
"155",1,"F",0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
"3935",1,"I",0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
"2724",1,"I",0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
"4140",1,"F",0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
"2905",1,"I",0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9
"2890",1,"I",0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
"2121",1,"M",0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
"4052",1,"M",0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
"188",1,"F",0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
"1736",1,"M",0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
"2431",1,"I",0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
"252",1,"M",0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
"2477",1,"M",0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
"1963",1,"F",0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
"2037",1,"I",0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5
"1334",1,"M",0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
"1697",1,"M",0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
"2475",1,"M",0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
"3457",1,"F",0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
"1733",1,"M",0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
"756",1,"M",0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
"978",1,"F",0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
"2161",1,"M",0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
"2149",1,"M",0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
"3625",1,"F",0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
"2185",1,"I",0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
"1078",1,"I",0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
"2228",1,"I",0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
"3553",1,"I",0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
"3397",1,"M",0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
"3674",1,"F",0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
"2253",1,"F",0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
"2017",1,"M",0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
"3683",1,"M",0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
"534",1,"F",0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
"3067",1,"F",0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
"3099",1,"F",0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
"176",1,"I",0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
"3720",1,"I",0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
"1135",1,"F",0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
"753",1,"F",0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
"588",1,"F",0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
"3206",1,"M",0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9
"2579",1,"M",0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9
"2101",1,"I",0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
"1227",1,"I",0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
"4092",1,"M",0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
"290",1,"F",0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
"2018",1,"M",0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
"3811",1,"I",0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
"2293",1,"F",0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
"2646",1,"M",0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8
"2364",1,"M",0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
"1412",1,"F",0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
"300",1,"M",0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
"1514",1,"M",0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
"957",1,"M",0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
"1419",1,"M",0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
"3649",1,"I",0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9
"1948",1,"M",0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
"3147",1,"M",0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
"539",1,"M",0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
"943",1,"I",0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
"2720",1,"I",0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5
"1485",1,"F",0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
"571",1,"I",0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
"703",1,"F",0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
"3968",1,"I",0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
"3215",1,"F",0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
"2282",1,"I",0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
"2421",1,"M",0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
"4036",1,"I",0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
"3027",1,"I",0.495,0.375,0.115,0.507,0.241,0.103,0.15,8
"3695",1,"M",0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
"2605",1,"F",0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
"3934",1,"I",0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6
"1929",1,"F",0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
"2356",1,"M",0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
"2321",1,"I",0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
"33",1,"M",0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
"1506",1,"M",0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
"1340",1,"F",0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
"1746",1,"F",0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
"2186",1,"M",0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
"2407",1,"F",0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10
"2410",1,"F",0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
"2833",1,"F",0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
"2077",1,"F",0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
"1209",1,"M",0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
"3948",1,"M",0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
"3352",1,"F",0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
"108",1,"F",0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
"2377",1,"F",0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
"750",1,"M",0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
"1806",1,"M",0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
"1191",1,"F",0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
"4132",1,"I",0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
"2987",1,"M",0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
"1216",1,"I",0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
"3410",1,"I",0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
"149",1,"I",0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
"1661",1,"M",0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
"1253",1,"I",0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
"325",1,"M",0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
"1621",1,"I",0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
"2373",1,"F",0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
"69",1,"F",0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
"1014",1,"F",0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
"2397",1,"I",0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
"3786",1,"M",0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
"3860",1,"F",0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
"221",1,"F",0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
"3188",1,"F",0.51,0.385,0.135,0.632,0.282,0.145,0.17,8
"2322",1,"M",0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
"1389",1,"M",0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
"3554",1,"I",0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
"3953",1,"I",0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
"3633",1,"I",0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
"1525",1,"F",0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
"3330",1,"F",0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
"1480",1,"M",0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
"1331",1,"F",0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
"2768",1,"I",0.56,0.44,0.14,0.825,0.402,0.139,0.245,10
"3689",1,"I",0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
"1327",1,"M",0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
"3214",1,"F",0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
"672",1,"F",0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
"1563",1,"I",0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
"3210",1,"I",0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14
"707",1,"M",0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
"2981",1,"I",0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7
"4020",1,"M",0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
"1377",1,"M",0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
"2241",1,"M",0.415,0.315,0.125,0.388,0.068,0.09,0.125,12
"494",1,"M",0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
"1774",1,"I",0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
"1106",1,"F",0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
"1527",1,"M",0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
"1011",1,"F",0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
"2303",1,"M",0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
"3427",1,"M",0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
"1091",1,"I",0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
"1609",1,"I",0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
"3884",1,"M",0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
"2577",1,"I",0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
"1478",1,"M",0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
"3309",1,"M",0.275,0.2,0.08,0.099,0.037,0.024,0.03,5
"593",1,"I",0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
"173",1,"M",0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
"3680",1,"M",0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10
"352",1,"F",0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
"3833",1,"F",0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
"3858",1,"M",0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
"2950",1,"M",0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
"2310",1,"M",0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13
"3016",1,"I",0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
"2773",1,"M",0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
"1790",1,"F",0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
"3075",1,"M",0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
"1103",1,"M",0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6
"2758",1,"I",0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9
"1877",1,"I",0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
"501",1,"F",0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12
"656",1,"M",0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
"268",1,"M",0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
"3756",1,"I",0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8
"777",1,"M",0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
"1866",1,"I",0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
"2376",1,"M",0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
"578",1,"F",0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10
"955",1,"M",0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
"952",1,"M",0.48,0.36,0.1,0.439,0.194,0.099,0.115,8
"621",1,"M",0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10
"1358",1,"M",0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
"2414",1,"F",0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12
"982",1,"F",0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
"835",1,"I",0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7
"1708",1,"M",0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
"438",1,"I",0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
"1649",1,"M",0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
"2197",1,"I",0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
"1104",1,"F",0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
"1729",1,"M",0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
"679",1,"F",0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23
"2354",1,"F",0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
"4088",1,"I",0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10
"2168",1,"F",0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5
"3902",1,"F",0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
"645",1,"M",0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
"660",1,"F",0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
"983",1,"F",0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
"44",1,"I",0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
"3399",1,"M",0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
"1851",1,"I",0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
"34",1,"F",0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
"1701",1,"M",0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
"3989",1,"M",0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
"1976",1,"M",0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
"278",1,"M",0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
"1405",1,"F",0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
"479",1,"M",0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
"1496",1,"F",0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
"157",1,"F",0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
"767",1,"F",0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
"448",1,"M",0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
"2066",1,"F",0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
"1911",1,"F",0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
"2523",1,"M",0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
"1837",1,"I",0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6
